cve_ent,poblacion,nombre,29-01-2020,30-01-2020,31-01-2020,01-02-2020,02-02-2020,03-02-2020,04-02-2020,05-02-2020,06-02-2020,07-02-2020,08-02-2020,09-02-2020,10-02-2020,11-02-2020,12-02-2020,13-02-2020,14-02-2020,15-02-2020,16-02-2020,17-02-2020,18-02-2020,19-02-2020,20-02-2020,21-02-2020,22-02-2020,23-02-2020,24-02-2020,25-02-2020,26-02-2020,27-02-2020,28-02-2020,29-02-2020,01-03-2020,02-03-2020,03-03-2020,04-03-2020,05-03-2020,06-03-2020,07-03-2020,08-03-2020,09-03-2020,10-03-2020,11-03-2020,12-03-2020,13-03-2020,14-03-2020,15-03-2020,16-03-2020,17-03-2020,18-03-2020,19-03-2020,20-03-2020,21-03-2020,22-03-2020,23-03-2020,24-03-2020,25-03-2020,26-03-2020,27-03-2020,28-03-2020,29-03-2020,30-03-2020,31-03-2020,01-04-2020,02-04-2020,03-04-2020,04-04-2020,05-04-2020,06-04-2020,07-04-2020,08-04-2020,09-04-2020,10-04-2020,11-04-2020,12-04-2020,13-04-2020,14-04-2020,15-04-2020,16-04-2020,17-04-2020,18-04-2020,19-04-2020,20-04-2020,21-04-2020,22-04-2020,23-04-2020,24-04-2020,25-04-2020,26-04-2020,27-04-2020,28-04-2020,29-04-2020,30-04-2020,01-05-2020,02-05-2020,03-05-2020,04-05-2020,05-05-2020,06-05-2020,07-05-2020,08-05-2020,09-05-2020,10-05-2020,11-05-2020,12-05-2020,13-05-2020,14-05-2020,15-05-2020,16-05-2020,17-05-2020,18-05-2020,19-05-2020,20-05-2020,21-05-2020,22-05-2020,23-05-2020,24-05-2020,25-05-2020,26-05-2020,27-05-2020,28-05-2020,29-05-2020,30-05-2020,31-05-2020,01-06-2020,02-06-2020,03-06-2020,04-06-2020,05-06-2020,06-06-2020,07-06-2020,08-06-2020,09-06-2020,10-06-2020,11-06-2020,12-06-2020,13-06-2020,14-06-2020,15-06-2020,16-06-2020,17-06-2020,18-06-2020,19-06-2020,20-06-2020,21-06-2020,22-06-2020,23-06-2020,24-06-2020,25-06-2020,26-06-2020,27-06-2020,28-06-2020,29-06-2020,30-06-2020,01-07-2020,02-07-2020,03-07-2020,04-07-2020,05-07-2020,06-07-2020,07-07-2020,08-07-2020,09-07-2020,10-07-2020,11-07-2020,12-07-2020,13-07-2020,14-07-2020,15-07-2020,16-07-2020,17-07-2020,18-07-2020,19-07-2020,20-07-2020
"16",4825401,"MICHOACAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,2,2,1,1,2,2,4,0,2,1,2,0,1,3,2,2,0,1,3,0,3,5,5,3,4,5,9,8,17,7,11,14,3,7,8,9,10,12,17,8,1,8,20,18,8,7,2,6,9,21,22,8,18,6,3,29,26,18,32,28,13,3,45,84,192,276,316,136,67,8
"17",2044058,"MORELOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2,2,0,2,1,1,1,2,2,1,2,4,0,1,2,1,4,9,14,7,4,8,5,2,4,2,2,1,3,1,3,3,2,1,0,2,2,0,3,2,2,4,3,18,8,4,4,3,1,9,5,4,9,3,1,3,5,4,7,4,1,2,0,2,5,7,5,2,3,0,6,3,14,42,67,23,15,4
"18",1288571,"NAYARIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,1,0,1,0,0,0,1,1,2,2,0,0,1,2,1,2,1,0,0,2,0,0,0,1,0,2,1,1,2,3,1,0,0,0,2,0,3,1,2,1,4,0,5,18,34,43,43,0
"19",5610153,"NUEVO LEON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,2,5,7,6,4,1,2,5,2,6,6,7,3,1,11,5,3,3,1,2,3,8,3,7,2,9,3,2,8,6,9,3,4,4,3,13,8,9,9,13,4,4,10,28,18,13,30,7,6,29,36,33,14,50,12,16,50,44,66,122,68,21,24,80,133,40,139,364,117,98,357,498,586,554,592,289,189,35
"20",4143593,"OAXACA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,1,0,0,1,0,0,2,2,2,0,2,3,1,0,3,6,8,7,4,2,2,7,3,12,3,4,0,5,4,9,9,20,24,10,2,17,2,9,7,9,6,6,8,8,8,5,10,6,10,11,8,5,5,5,3,2,5,9,6,5,5,4,3,14,11,22,19,28,17,25,28,22,52,73,79,50,53,13
"21",6604451,"PUEBLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,5,6,8,7,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0,1,1,4,1,9,15,9,24,14,5,11,10,5,3,9,3,3,9,10,10,43,22,10,5,21,10,17,19,10,33,6,28,20,18,17,22,25,5,54,36,32,25,25,33,21,43,42,26,64,50,11,26,56,56,54,47,36,19,9,27,36,39,32,18,25,26,30,46,62,96,116,76,51,173,276,491,584,623,294,138,29
"22",2279637,"QUERETARO",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,3,2,1,1,1,1,0,0,1,2,0,0,0,1,2,1,1,0,0,1,1,1,0,1,2,0,0,0,1,2,2,3,0,1,1,0,4,3,3,1,0,1,0,0,3,1,3,0,1,0,3,4,4,1,2,6,5,6,7,6,6,15,7
"23",1723259,"QUINTANA ROO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,3,3,2,1,1,1,1,1,2,0,0,4,1,3,0,2,2,0,1,3,1,2,0,1,1,1,2,1,1,0,4,0,3,3,4,1,5,6,0,8,5,6,2,2,3,4,2,4,11,10,11,7,3,17,13,8,13,11,3,1,20,11,11,8,6,6,11,8,12,9,27,65,70,57,15
"24",2866142,"SAN LUIS POTOSI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,1,0,1,0,1,2,1,0,0,0,1,3,3,2,2,1,2,4,3,2,4,1,3,4,8,5,6,8,2,2,2,6,1,2,2,6,8,3,12,18,15,13,37,47,15,39,55,16,27,49,14,10,15,15,36,88,54,7,15,75,104,42,74,92,38,16,106,180,329,396,511,293,201,3
"25",3156674,"SINALOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,5,1,3,1,2,0,0,3,8,3,5,8,1,4,7,6,7,0,4,5,4,7,12,11,10,6,12,7,12,12,8,14,8,7,5,31,9,11,12,14,15,6,10,15,21,6,15,6,6,40,14,9,7,7,7,1,32,16,13,11,13,11,8,13,12,19,17,16,9,7,18,20,11,30,34,25,14,43,76,137,163,192,125,27,3
"26",3074745,"SONORA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,3,3,3,3,2,3,1,4,9,5,2,4,3,3,4,10,30,20,25,7,1,28,32,26,27,20,3,5,26,16,17,34,33,7,35,33,73,37,37,39,29,26,29,51,29,49,8,3,9,20,19,26,26,25,44,18,26,84,96,148,202,100,125,217,199,175,133,43,13,32,73,114,204,263,212,88,56,1
"27",2572287,"TABASCO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,4,0,3,4,0,1,0,1,2,7,3,0,1,4,6,8,33,17,7,8,24,23,37,41,21,12,14,25,38,36,38,156,232,222,53
"28",3650602,"TAMAULIPAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2,9,6,8,2,0,3,6,2,2,4,1,1,13,5,4,5,1,2,3,6,3,7,2,5,1,2,8,14,22,13,16,5,9,23,24,39,9,29,15,14,71,25,30,44,44,41,23,48,23,21,43,62,29,30,126,104,118,114,103,81,76,242,238,147,159,213,166,92,283,644,590,617,534,164,159,23
"29",1380011,"TLAXCALA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,10,3,0,1,0,0,2,1,1,5,3,1,2,3,5,3,0,3,5,2,1,2,0,1,1,6,5,5,4,4,1,5,10,10,20,28,15,5,16,27,32,33,26,29,7,17,23,25,41,102,65,44,14
"30",8539862,"VERACRUZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,6,7,12,6,7,2,16,16,22,19,14,16,6,26,9,14,12,21,9,4,19,11,7,10,8,12,0,15,12,9,9,9,6,2,11,10,9,13,12,3,8,19,13,6,16,10,12,8,15,12,16,21,24,13,10,22,19,21,27,43,13,12,64,29,67,42,33,20,18,50,70,154,237,408,255,159,16
"31",2259098,"YUCATAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,4,2,0,0,4,2,1,4,4,3,3,2,1,2,4,6,7,2,1,13,4,6,5,8,2,4,8,19,32,7,12,4,5,5,18,74,98,93,97,71,10
