cve_ent,poblacion,nombre,29-01-2020,30-01-2020,31-01-2020,01-02-2020,02-02-2020,03-02-2020,04-02-2020,05-02-2020,06-02-2020,07-02-2020,08-02-2020,09-02-2020,10-02-2020,11-02-2020,12-02-2020,13-02-2020,14-02-2020,15-02-2020,16-02-2020,17-02-2020,18-02-2020,19-02-2020,20-02-2020,21-02-2020,22-02-2020,23-02-2020,24-02-2020,25-02-2020,26-02-2020,27-02-2020,28-02-2020,29-02-2020,01-03-2020,02-03-2020,03-03-2020,04-03-2020,05-03-2020,06-03-2020,07-03-2020,08-03-2020,09-03-2020,10-03-2020,11-03-2020,12-03-2020,13-03-2020,14-03-2020,15-03-2020,16-03-2020,17-03-2020,18-03-2020,19-03-2020,20-03-2020,21-03-2020,22-03-2020,23-03-2020,24-03-2020,25-03-2020,26-03-2020,27-03-2020,28-03-2020,29-03-2020,30-03-2020,31-03-2020,01-04-2020,02-04-2020,03-04-2020,04-04-2020,05-04-2020,06-04-2020,07-04-2020,08-04-2020,09-04-2020,10-04-2020,11-04-2020,12-04-2020,13-04-2020,14-04-2020,15-04-2020,16-04-2020,17-04-2020,18-04-2020,19-04-2020,20-04-2020,21-04-2020,22-04-2020,23-04-2020,24-04-2020,25-04-2020,26-04-2020,27-04-2020,28-04-2020,29-04-2020,30-04-2020,01-05-2020,02-05-2020,03-05-2020,04-05-2020,05-05-2020,06-05-2020,07-05-2020,08-05-2020,09-05-2020,10-05-2020,11-05-2020,12-05-2020,13-05-2020,14-05-2020,15-05-2020,16-05-2020,17-05-2020,18-05-2020,19-05-2020,20-05-2020,21-05-2020,22-05-2020,23-05-2020,24-05-2020,25-05-2020,26-05-2020,27-05-2020,28-05-2020,29-05-2020,30-05-2020,31-05-2020,01-06-2020,02-06-2020,03-06-2020,04-06-2020,05-06-2020,06-06-2020,07-06-2020,08-06-2020,09-06-2020,10-06-2020,11-06-2020,12-06-2020,13-06-2020,14-06-2020,15-06-2020,16-06-2020,17-06-2020,18-06-2020,19-06-2020,20-06-2020,21-06-2020,22-06-2020,23-06-2020,24-06-2020,25-06-2020,26-06-2020,27-06-2020,28-06-2020,29-06-2020,30-06-2020,01-07-2020,02-07-2020,03-07-2020,04-07-2020,05-07-2020,06-07-2020,07-07-2020,08-07-2020
"11",6228175,"GUANAJUATO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,0,10,4,2,2,12,1,1,16,12,14,5,26,8,4,2,7,1,11,0,9,0,5,4,2,4,4,3,3,2,3,2,3,5,8,3,12,3,7,6,10,9,1,11,19,29,25,34,23,8,33,101,70,135,154,87,84,503,930,328
"12",3657048,"GUERRERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,2,33,7,9,1,1,0,4,11,17,7,7,3,3,7,7,5,15,11,4,2,8,10,22,14,13,3,3,5,28,15,16,14,11,1,12,9,11,9,18,10,6,15,8,8,8,12,6,7,4,25,17,9,12,41,51,152,201,223,272,226,107,232,217,175,24
"13",3086414,"HIDALGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,3,2,0,1,2,4,4,1,2,0,0,0,4,2,6,3,0,1,9,3,4,4,7,2,1,3,2,2,8,7,2,0,3,4,3,3,6,4,0,7,7,13,7,6,4,11,50,89,39
"14",8409693,"JALISCO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,2,1,0,2,9,5,5,1,2,2,4,9,6,4,6,4,2,8,22,9,4,7,7,1,10,7,19,16,21,13,10,9,16,13,19,16,11,5,24,22,28,23,22,25,3,31,38,49,62,46,19,31,45,52,53,53,47,15,16,72,68,67,48,70,56,75,338,470,312
"15",17427790,"MEXICO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,2,1,4,4,1,4,1,3,2,4,1,2,5,4,4,8,11,14,25,35,7,11,26,26,11,15,7,9,7,30,40,60,39,52,42,26,60,55,55,70,87,48,45,97,80,107,100,141,66,60,98,118,99,86,94,51,46,150,150,170,138,196,86,66,187,247,219,246,203,89,76,237,250,140,302,271,112,63,197,165,268,223,220,93,70,289,297,483,596,907,411,358,1486,1442,1065
"16",4825401,"MICHOACAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,1,1,2,2,1,1,3,2,5,1,2,3,2,0,2,3,2,2,0,1,2,0,7,10,6,3,5,6,9,9,21,10,14,27,29,7,8,12,15,19,34,20,8,18,42,46,19,23,3,13,38,54,77,168,296,134,70,382,349,125
"17",2044058,"MORELOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2,2,0,1,1,1,1,2,2,2,3,4,0,1,2,1,4,9,13,7,4,8,5,2,4,2,2,1,3,1,5,3,2,0,0,2,1,0,3,2,2,3,7,17,7,3,9,5,1,10,5,11,14,7,2,3,22,14,15,19,17,11,11,44,76,26
"18",1288571,"NAYARIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,2,1,0,0,0,1,0,1,0,0,0,2,1,2,3,0,1,2,2,1,2,3,0,0,5,3,1,5,1,0,2,1,2,4,4,4,10,7,45,93,32
"19",5610153,"NUEVO LEON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,2,5,7,6,4,1,2,6,2,6,7,7,3,1,11,6,3,3,1,3,3,9,3,7,2,9,3,2,8,8,10,7,9,5,3,17,25,22,21,17,13,7,26,48,27,28,38,24,14,59,68,70,32,84,31,42,120,85,271,257,322,264,192,628,671,251
"20",4143593,"OAXACA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,3,0,1,0,0,1,1,0,2,2,2,1,2,3,1,0,4,9,9,5,2,2,2,8,3,13,3,4,1,6,3,11,9,25,28,13,2,22,2,15,22,16,6,8,9,11,10,5,13,6,11,19,10,7,7,5,7,5,14,25,29,24,105,99,57,211,184,50
"21",6604451,"PUEBLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,5,6,8,7,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0,1,1,3,1,9,15,9,24,15,5,11,10,5,3,9,3,3,9,10,10,43,22,10,5,21,10,17,20,10,33,6,31,20,18,19,22,26,4,57,38,36,29,25,35,23,47,44,29,53,37,10,16,61,54,58,47,47,22,17,80,109,296,538,577,247,198,654,584,324
"22",2279637,"QUERETARO",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,3,2,1,1,1,1,0,0,1,3,0,0,0,2,2,1,1,0,0,1,1,1,0,1,2,0,0,0,1,2,2,5,0,0,2,0,5,3,4,0,1,3,1,0,5,6,6,4,22,68,18
"23",1723259,"QUINTANA ROO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,3,3,2,1,1,1,1,1,2,0,0,4,1,3,0,2,2,0,1,4,1,2,0,1,1,2,2,1,2,0,3,0,3,3,3,1,4,6,0,8,5,6,2,2,3,4,3,4,12,11,13,8,3,17,10,10,15,18,12,22,161,191,97
"24",2866142,"SAN LUIS POTOSI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,1,0,1,0,1,2,0,1,2,1,4,3,2,2,2,0,2,2,1,8,6,7,23,21,9,25,11,3,15,28,1,7,8,10,27,44,20,27,57,353,284,44
"25",3156674,"SINALOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,5,1,3,1,2,0,0,3,7,3,5,8,1,4,7,6,7,0,4,5,4,7,12,12,10,6,12,7,12,12,8,14,8,7,5,31,9,11,12,15,15,7,10,15,20,5,16,7,6,43,17,10,10,9,10,3,36,21,27,24,24,18,24,41,37,58,105,161,85,90,244,240,87
"26",3074745,"SONORA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,3,2,0,2,2,0,0,0,1,0,0,2,0,0,1,0,0,1,3,4,4,6,2,4,2,5,10,6,8,5,7,3,5,19,31,27,29,10,3,38,42,26,25,25,4,5,27,21,55,42,41,10,41,45,77,44,40,42,35,29,49,81,108,116,104,44,45,100,144,164,228,152,173,155,191,320,265,269,350,216,243,553,430,94
"27",2572287,"TABASCO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,10,11,8,13,14,6,17,9,19,9,18,2,1,13,22,10,21,24,10,7,33,27,33,35,20,19,8,25,50,58,71,90,47,73,416,614,337
"28",3650602,"TAMAULIPAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,3,10,8,9,2,0,4,9,2,3,12,2,1,21,42,18,15,10,18,19,12,8,13,7,34,3,2,11,16,22,12,17,6,9,33,28,45,16,32,22,16,78,33,36,52,56,84,42,170,66,40,70,92,72,63,226,373,466,532,517,201,217,649,631,205
"29",1380011,"TLAXCALA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,2,0,1,2,0,0,2,0,1,1,1,6,2,1,2,3,1,2,2,11,5,0,3,3,2,13,1,2,5,5,10,16,11,15,5,3,7,24,6,5,5,4,4,11,12,6,32,9,7,6,22,27,79,78,123,32,40,84,110,47
"30",8539862,"VERACRUZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,2,1,6,7,12,7,7,2,16,18,23,19,16,16,6,29,13,16,15,21,10,4,20,11,7,10,10,12,0,9,9,9,10,13,8,2,11,11,11,12,13,3,8,20,13,10,20,12,12,9,21,13,22,23,28,13,16,42,43,73,119,204,193,262,503,481,146
"31",2259098,"YUCATAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,2,0,4,2,0,0,4,3,2,5,4,5,3,3,1,6,4,9,8,4,2,18,10,20,11,41,7,19,159,218,170
"32",1666426,"ZACATECAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,3,0,0,0,0,0,0,1,0,0,2,2,1,5,45,89,42
"000",127792286,"Nacional",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,1,3,3,4,5,8,10,9,13,1,4,4,8,10,4,11,8,9,12,12,13,14,23,16,26,38,34,42,49,57,30,26,64,62,43,60,45,48,45,95,198,189,168,199,133,100,227,238,215,246,287,168,132,371,383,384,392,446,261,214,417,449,406,366,460,270,180,499,539,564,511,620,364,247,688,754,786,697,693,438,289,922,868,696,1000,985,570,400,1088,1036,1216,1278,1370,797,758,1939,2375,3383,4162,5265,2939,2963,10646,12149,5922
