cve_ent,poblacion,nombre,29-01-2020,30-01-2020,31-01-2020,01-02-2020,02-02-2020,03-02-2020,04-02-2020,05-02-2020,06-02-2020,07-02-2020,08-02-2020,09-02-2020,10-02-2020,11-02-2020,12-02-2020,13-02-2020,14-02-2020,15-02-2020,16-02-2020,17-02-2020,18-02-2020,19-02-2020,20-02-2020,21-02-2020,22-02-2020,23-02-2020,24-02-2020,25-02-2020,26-02-2020,27-02-2020,28-02-2020,29-02-2020,01-03-2020,02-03-2020,03-03-2020,04-03-2020,05-03-2020,06-03-2020,07-03-2020,08-03-2020,09-03-2020,10-03-2020,11-03-2020,12-03-2020,13-03-2020,14-03-2020,15-03-2020,16-03-2020,17-03-2020,18-03-2020,19-03-2020,20-03-2020,21-03-2020,22-03-2020,23-03-2020,24-03-2020,25-03-2020,26-03-2020,27-03-2020,28-03-2020,29-03-2020,30-03-2020,31-03-2020,01-04-2020,02-04-2020,03-04-2020,04-04-2020,05-04-2020,06-04-2020,07-04-2020,08-04-2020,09-04-2020,10-04-2020,11-04-2020,12-04-2020,13-04-2020,14-04-2020,15-04-2020,16-04-2020,17-04-2020,18-04-2020,19-04-2020,20-04-2020,21-04-2020,22-04-2020,23-04-2020,24-04-2020,25-04-2020,26-04-2020,27-04-2020,28-04-2020,29-04-2020,30-04-2020,01-05-2020,02-05-2020,03-05-2020,04-05-2020,05-05-2020,06-05-2020,07-05-2020,08-05-2020,09-05-2020,10-05-2020,11-05-2020,12-05-2020,13-05-2020,14-05-2020,15-05-2020,16-05-2020,17-05-2020,18-05-2020,19-05-2020,20-05-2020,21-05-2020,22-05-2020,23-05-2020,24-05-2020,25-05-2020,26-05-2020,27-05-2020,28-05-2020,29-05-2020,30-05-2020,31-05-2020,01-06-2020,02-06-2020,03-06-2020,04-06-2020,05-06-2020,06-06-2020,07-06-2020,08-06-2020,09-06-2020,10-06-2020,11-06-2020,12-06-2020,13-06-2020,14-06-2020,15-06-2020,16-06-2020,17-06-2020,18-06-2020,19-06-2020,20-06-2020,21-06-2020,22-06-2020,23-06-2020,24-06-2020,25-06-2020,26-06-2020,27-06-2020,28-06-2020,29-06-2020,30-06-2020,01-07-2020,02-07-2020,03-07-2020,04-07-2020,05-07-2020,06-07-2020,07-07-2020,08-07-2020,09-07-2020,10-07-2020,11-07-2020,12-07-2020,13-07-2020,14-07-2020,15-07-2020,16-07-2020,17-07-2020,18-07-2020,19-07-2020,20-07-2020,21-07-2020,22-07-2020,23-07-2020,24-07-2020,25-07-2020,26-07-2020,27-07-2020,28-07-2020,29-07-2020,30-07-2020,31-07-2020,01-08-2020,02-08-2020,03-08-2020,04-08-2020,05-08-2020,06-08-2020,07-08-2020,08-08-2020,09-08-2020,10-08-2020
"21",6604451,"PUEBLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,5,6,8,7,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0,1,1,4,1,9,15,9,24,14,5,11,10,5,3,9,3,3,9,10,10,42,21,10,5,21,10,17,18,10,33,6,28,18,18,17,22,22,5,53,30,31,24,23,34,21,40,41,26,64,49,11,25,48,55,46,44,32,17,45,47,25,28,39,26,21,27,40,45,65,83,82,43,34,73,78,40,35,46,12,7,25,24,27,29,30,31,10,27,39,28,55,65,59,19,70,94,92,105,339,212,106,39
"22",2279637,"QUERETARO",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,2,0,0,0,1,0,0,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,2,1,6,3,2,0,0,1,3,7,2,7,2,1,2,6,12,3,10,14,42,4
"23",1723259,"QUINTANA ROO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,3,3,2,1,1,1,1,1,2,0,0,3,1,1,0,1,2,0,2,2,1,1,0,0,1,1,0,0,1,0,4,0,3,3,3,1,2,6,0,8,5,6,2,2,3,4,2,3,7,5,8,7,3,17,11,5,11,9,3,1,13,10,9,8,5,4,10,10,12,9,14,12,8,4,10,16,13,14,8,3,4,15,4,10,2,9,1,2,12,9,9,12,28,42,43,11
"24",2866142,"SAN LUIS POTOSI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,2,0,2,1,1,4,2,1,1,0,3,3,7,5,4,5,2,2,1,5,1,2,1,6,3,3,7,15,12,12,28,22,14,27,28,15,18,27,10,6,11,10,34,55,31,6,11,47,84,28,40,44,23,10,56,35,29,38,18,16,21,67,58,45,47,30,22,9,116,181,171,125,80,18,20,84,90,146,332,440,197,97,1
"25",3156674,"SINALOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2,5,2,2,0,2,0,0,2,8,3,4,7,1,4,7,6,7,0,2,5,3,7,10,11,9,5,9,7,11,13,8,12,6,6,4,30,8,10,11,13,14,5,7,12,20,5,13,6,5,32,10,8,5,6,4,0,24,14,10,10,12,10,7,8,10,15,17,10,5,8,14,14,9,19,23,19,5,13,12,14,8,15,6,4,9,4,9,6,6,5,2,7,8,7,13,19,13,11,81,101,146,163,162,76,49,1
"26",3074745,"SONORA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,2,2,2,1,2,0,2,5,5,1,2,1,2,4,7,19,17,22,6,0,15,20,21,15,16,1,3,24,12,5,9,9,4,2,14,16,11,10,22,6,8,11,11,26,15,6,5,9,16,11,12,26,11,17,5,10,35,27,22,47,12,16,54,39,51,49,29,11,10,8,22,20,24,23,19,14,41,22,9,23,32,8,9,17,18,22,6,14,14,11,49,78,211,244,321,109,68,0
"27",2572287,"TABASCO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,1,0,3,1,0,2,3,2,2,2,3,9,9,8,5,6,11,5,17,14,10,10,11,19,11,12,12,14,7,8,19,12,18,49,96,84,155,55
"28",3650602,"TAMAULIPAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,8,5,5,1,0,2,5,2,1,4,1,0,12,5,4,5,1,1,3,5,3,6,2,5,0,2,6,10,9,7,9,4,4,17,15,28,3,23,9,10,55,12,19,28,36,29,17,19,13,9,21,18,4,4,16,30,24,26,17,11,10,25,26,32,16,26,20,14,34,42,43,69,61,30,63,140,239,232,220,232,208,54,256,262,370,344,282,203,103,481,436,367,493,494,132,127,25
"29",1380011,"TLAXCALA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,8,3,0,0,0,0,0,1,1,2,1,1,2,3,5,2,0,2,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,4,6,11,8,3,7,20,8,13,15,18,3,6,11,8,21,34,17,1,26,39,16,33,21,30,2,25,46,62,45,49,59,24,40,29,50,76,65,71,18,9
"30",8539862,"VERACRUZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,6,7,12,6,7,2,16,15,21,19,14,16,6,25,8,14,12,20,8,4,19,10,7,10,7,12,0,6,8,9,9,6,4,2,11,10,9,13,10,3,7,16,12,5,14,8,12,6,14,9,14,21,23,13,10,18,14,9,18,34,10,11,61,25,22,27,24,15,14,22,28,25,22,24,12,9,24,27,15,28,20,12,19,20,33,20,26,31,21,34,100,120,126,255,336,130,109,19
"31",2259098,"YUCATAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,4,2,1,0,3,3,2,2,1,1,3,2,1,0,0,3,2,3,2,3,1,1,2,4,1,2,1,2,0,3,2,13,15,3,1,1,4,3,6,13,10,0,5,12,7,12,6,10,2,2,7,8,11,14,23,81,62,7
"32",1666426,"ZACATECAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,1,1,2,1,1,2,1,0,2,0,1,0,0,0,1,1,0,1,2,1,3,2,1,0,1,0,3,5,5,17,36,40,14
"000",127792286,"Nacional",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2,2,2,2,3,3,7,8,11,8,11,2,5,4,8,11,8,12,6,9,10,16,12,10,18,16,17,33,31,36,45,36,29,22,53,57,37,63,42,44,41,76,145,159,130,166,117,81,199,213,186,207,237,139,101,301,267,303,304,318,164,145,305,340,283,268,346,197,139,395,340,375,318,374,232,131,419,383,460,417,463,241,201,506,494,437,544,517,306,233,529,445,561,637,661,271,300,642,647,756,818,862,323,301,1020,1071,961,1057,1248,492,336,1026,1018,1066,1087,967,392,286,1115,1269,1175,1226,1217,663,296,1247,1188,1474,1668,1566,936,476,2184,2800,3871,5401,7771,4279,2472,717
