fecha	IRAG_GEN_Ocupadas	IRAG_GEN_Disponibles	IRAG_GEN_Total	IRAG_VENT_Ocupadas	IRAG_VENT_Disponibles	IRAG_VENT_Total	estado
2020-04-07	3	14	17	1	21	22	Aguascalientes
2020-04-08	4	14	18	1	21	22	Aguascalientes
2020-04-09	1	67	68	1	23	24	Aguascalientes
2020-04-10	1	164	165	2	35	37	Aguascalientes
2020-04-11	2	68	70	2	32	34	Aguascalientes
2020-04-12	3	68	71	2	31	33	Aguascalientes
2020-04-13	4	68	72	3	31	34	Aguascalientes
2020-04-14	2	43	45	3	37	40	Aguascalientes
2020-04-15	1	102	103	3	96	99	Aguascalientes
2020-04-16	2	102	104	4	96	100	Aguascalientes
2020-04-17	2	102	104	3	76	79	Aguascalientes
2020-04-18	5	102	107	2	88	90	Aguascalientes
2020-04-19	7	102	109	3	88	91	Aguascalientes
2020-04-20	5	104	109	3	124	127	Aguascalientes
2020-04-21	6	104	110	3	190	193	Aguascalientes
2020-04-22	7	104	111	4	99	103	Aguascalientes
2020-04-23	8	104	112	3	99	102	Aguascalientes
2020-04-24	8	104	112	4	99	103	Aguascalientes
2020-04-25	8	104	112	5	101	106	Aguascalientes
2020-04-26	6	120	126	5	97	102	Aguascalientes
2020-04-27	9	120	129	7	97	104	Aguascalientes
2020-04-28	10	120	130	5	63	68	Aguascalientes
2020-04-29	13	120	133	6	58	64	Aguascalientes
2020-04-30	14	120	134	5	57	62	Aguascalientes
2020-05-01	12	120	132	6	55	61	Aguascalientes
2020-05-02	11	120	131	6	57	63	Aguascalientes
2020-05-03	11	120	131	6	60	66	Aguascalientes
2020-05-04	11	120	131	6	52	58	Aguascalientes
2020-05-05	11	120	131	6	55	61	Aguascalientes
2020-05-06	12	120	132	5	61	66	Aguascalientes
2020-05-07	10	120	130	4	59	63	Aguascalientes
2020-05-08	17	120	137	4	52	56	Aguascalientes
2020-05-09	18	120	138	5	55	60	Aguascalientes
2020-05-10	24	120	144	4	53	57	Aguascalientes
2020-05-11	17	120	137	4	48	52	Aguascalientes
2020-05-12	19	120	139	4	49	53	Aguascalientes
2020-05-13	16	120	136	6	53	59	Aguascalientes
2020-05-14	19	120	139	5	52	57	Aguascalientes
2020-05-15	21	120	141	5	54	59	Aguascalientes
2020-05-16	24	120	144	6	49	55	Aguascalientes
2020-05-17	24	120	144	6	54	60	Aguascalientes
2020-05-18	27	120	147	8	52	60	Aguascalientes
2020-05-19	24	120	144	8	47	55	Aguascalientes
2020-05-20	28	120	148	8	44	52	Aguascalientes
2020-05-21	30	120	150	9	52	61	Aguascalientes
2020-05-22	30	226	256	9	54	63	Aguascalientes
2020-05-23	36	251	287	12	55	67	Aguascalientes
2020-05-24	37	232	269	10	55	65	Aguascalientes
2020-05-25	41	232	273	9	58	67	Aguascalientes
2020-05-26	38	254	292	10	73	83	Aguascalientes
2020-05-27	60	301	361	19	117	136	Aguascalientes
2020-05-28	51	306	357	21	113	134	Aguascalientes
2020-05-29	41	314	355	21	111	132	Aguascalientes
2020-05-30	36	317	353	22	114	136	Aguascalientes
2020-05-31	43	308	351	23	112	135	Aguascalientes
2020-06-01	43	305	348	25	105	130	Aguascalientes
2020-06-02	45	313	358	26	104	130	Aguascalientes
2020-06-03	37	320	357	27	109	136	Aguascalientes
2020-06-04	47	317	364	29	111	140	Aguascalientes
2020-06-05	58	318	376	28	116	144	Aguascalientes
2020-06-06	69	308	377	33	110	143	Aguascalientes
2020-06-07	72	306	378	34	110	144	Aguascalientes
2020-06-08	82	299	381	33	108	141	Aguascalientes
2020-06-09	71	304	375	37	106	143	Aguascalientes
2020-06-10	74	300	374	32	115	147	Aguascalientes
2020-06-11	56	252	308	23	63	86	Aguascalientes
2020-06-12	78	301	379	33	110	143	Aguascalientes
2020-06-13	72	300	372	34	110	144	Aguascalientes
2020-06-14	72	310	382	39	111	150	Aguascalientes
2020-06-15	82	300	382	39	78	117	Aguascalientes
2020-06-16	53	256	309	29	59	88	Aguascalientes
2020-06-17	86	265	351	47	64	111	Aguascalientes
2020-06-18	76	273	349	43	64	107	Aguascalientes
2020-06-19	69	284	353	43	68	111	Aguascalientes
2020-06-20	71	282	353	45	64	109	Aguascalientes
2020-06-21	67	287	354	50	61	111	Aguascalientes
2020-06-22	78	279	357	48	68	116	Aguascalientes
2020-06-23	87	277	364	50	67	117	Aguascalientes
2020-06-24	92	278	370	47	66	113	Aguascalientes
2020-06-25	97	323	420	46	99	145	Aguascalientes
2020-06-26	91	326	417	48	103	151	Aguascalientes
2020-06-27	84	325	409	48	101	149	Aguascalientes
2020-06-28	101	314	415	42	109	151	Aguascalientes
2020-06-29	80	223	303	31	75	106	Aguascalientes
2020-06-30	122	294	416	43	112	155	Aguascalientes
2020-07-01	108	303	411	45	112	157	Aguascalientes
2020-07-02	102	303	405	51	99	150	Aguascalientes
2020-07-03	108	298	406	46	110	156	Aguascalientes
2020-07-04	104	302	406	44	111	155	Aguascalientes
2020-07-05	96	304	400	50	111	161	Aguascalientes
2020-07-06	107	297	404	40	111	151	Aguascalientes
2020-07-07	111	281	392	45	103	148	Aguascalientes
2020-07-08	114	305	419	50	102	152	Aguascalientes
2020-07-09	116	299	415	50	100	150	Aguascalientes
2020-07-10	119	292	411	43	106	149	Aguascalientes
2020-07-11	104	301	405	41	109	150	Aguascalientes
2020-07-12	108	309	417	42	103	145	Aguascalientes
2020-07-13	113	298	411	37	100	137	Aguascalientes
2020-07-14	100	302	402	41	105	146	Aguascalientes
2020-07-15	96	318	414	41	107	148	Aguascalientes
2020-07-16	91	318	409	37	105	142	Aguascalientes
2020-07-17	99	314	413	41	104	145	Aguascalientes
2020-07-18	98	315	413	46	99	145	Aguascalientes
2020-07-19	98	315	413	53	90	143	Aguascalientes
2020-07-20	103	306	409	54	95	149	Aguascalientes
2020-07-21	97	316	413	57	92	149	Aguascalientes
2020-07-22	104	303	407	54	95	149	Aguascalientes
2020-07-23	90	321	411	56	90	146	Aguascalientes
2020-07-24	87	320	407	54	97	151	Aguascalientes
2020-07-25	89	316	405	52	97	149	Aguascalientes
2020-07-26	94	312	406	52	98	150	Aguascalientes
2020-07-27	103	312	415	53	95	148	Aguascalientes
2020-07-28	100	311	411	60	79	139	Aguascalientes
2020-07-29	107	311	418	62	86	148	Aguascalientes
2020-07-30	98	318	416	63	88	151	Aguascalientes
2020-07-31	117	297	414	61	90	151	Aguascalientes
2020-08-01	121	310	431	62	90	152	Aguascalientes
2020-08-02	122	304	426	59	96	155	Aguascalientes
2020-08-03	138	295	433	61	94	155	Aguascalientes
2020-08-04	131	267	398	61	90	151	Aguascalientes
2020-08-05	130	288	418	65	90	155	Aguascalientes
2020-08-06	135	257	392	66	84	150	Aguascalientes
2020-08-07	140	255	395	66	87	153	Aguascalientes
2020-08-08	140	253	393	70	87	157	Aguascalientes
2020-08-09	140	274	414	70	88	158	Aguascalientes
2020-08-10	140	255	395	74	79	153	Aguascalientes
2020-08-11	143	251	394	79	78	157	Aguascalientes
2020-08-12	147	271	418	76	91	167	Aguascalientes
2020-08-13	143	250	393	74	88	162	Aguascalientes
2020-08-14	144	292	436	70	88	158	Aguascalientes
2020-08-15	147	283	430	65	91	156	Aguascalientes
2020-08-16	131	263	394	73	81	154	Aguascalientes
2020-08-17	144	276	420	78	96	174	Aguascalientes
2020-08-18	148	250	398	73	77	150	Aguascalientes
2020-08-19	141	330	471	75	100	175	Aguascalientes
2020-08-20	112	336	448	96	110	206	Aguascalientes
2020-08-21	118	335	453	102	98	200	Aguascalientes
2020-08-22	117	326	443	103	112	215	Aguascalientes
2020-08-23	140	314	454	105	98	203	Aguascalientes
2020-08-24	137	314	451	115	91	206	Aguascalientes
2020-08-25	145	315	460	108	87	195	Aguascalientes
2020-08-26	147	310	457	105	96	201	Aguascalientes
2020-08-27	150	313	463	98	92	190	Aguascalientes
2020-08-28	142	314	456	98	96	194	Aguascalientes
2020-08-29	135	317	452	106	103	209	Aguascalientes
2020-08-30	126	194	320	56	79	135	Aguascalientes
2020-08-31	158	286	444	102	110	212	Aguascalientes
2020-09-01	151	294	445	110	108	218	Aguascalientes
2020-09-02	154	286	440	103	107	210	Aguascalientes
2020-09-03	151	289	440	106	107	213	Aguascalientes
2020-09-04	147	291	438	105	111	216	Aguascalientes
2020-09-05	139	264	403	105	111	216	Aguascalientes
2020-09-06	130	308	438	93	121	214	Aguascalientes
2020-04-07	57	173	230	11	149	160	Baja California
2020-04-08	57	165	222	8	129	137	Baja California
2020-04-09	64	168	232	7	90	97	Baja California
2020-04-10	63	168	231	6	94	100	Baja California
2020-04-11	57	154	211	4	91	95	Baja California
2020-04-12	57	154	211	4	91	95	Baja California
2020-04-13	57	154	211	5	68	73	Baja California
2020-04-14	60	134	194	4	73	77	Baja California
2020-04-15	58	134	192	4	84	88	Baja California
2020-04-16	57	134	191	3	75	78	Baja California
2020-04-17	54	134	188	3	76	79	Baja California
2020-04-18	61	134	195	3	90	93	Baja California
2020-04-19	63	134	197	3	65	68	Baja California
2020-04-20	241	328	569	57	133	190	Baja California
2020-04-21	266	344	610	67	217	284	Baja California
2020-04-22	151	213	364	23	167	190	Baja California
2020-04-23	257	282	539	70	178	248	Baja California
2020-04-24	177	296	473	41	199	240	Baja California
2020-04-25	295	308	603	90	204	294	Baja California
2020-04-26	319	287	606	80	197	277	Baja California
2020-04-27	225	285	510	47	202	249	Baja California
2020-04-28	282	356	638	78	99	177	Baja California
2020-04-29	501	366	867	86	90	176	Baja California
2020-04-30	499	361	860	82	84	166	Baja California
2020-05-01	496	316	812	85	80	165	Baja California
2020-05-02	386	346	732	52	78	130	Baja California
2020-05-03	508	297	805	87	95	182	Baja California
2020-05-04	541	290	831	88	96	184	Baja California
2020-05-05	501	375	876	88	102	190	Baja California
2020-05-06	524	349	873	89	106	195	Baja California
2020-05-07	544	353	897	83	105	188	Baja California
2020-05-08	544	371	915	79	89	168	Baja California
2020-05-09	511	374	885	89	90	179	Baja California
2020-05-10	517	366	883	88	95	183	Baja California
2020-05-11	505	381	886	83	96	179	Baja California
2020-05-12	407	339	746	47	78	125	Baja California
2020-05-13	496	383	879	87	97	184	Baja California
2020-05-14	460	389	849	94	88	182	Baja California
2020-05-15	448	416	864	93	67	160	Baja California
2020-05-16	467	397	864	95	87	182	Baja California
2020-05-17	475	402	877	100	77	177	Baja California
2020-05-18	479	394	873	102	74	176	Baja California
2020-05-19	458	418	876	109	105	214	Baja California
2020-05-20	426	470	896	102	80	182	Baja California
2020-05-21	466	431	897	105	89	194	Baja California
2020-05-22	436	430	866	162	89	251	Baja California
2020-05-23	357	322	679	127	81	208	Baja California
2020-05-24	412	344	756	165	95	260	Baja California
2020-05-25	435	361	796	157	99	256	Baja California
2020-05-26	395	374	769	165	90	255	Baja California
2020-05-27	397	369	766	173	84	257	Baja California
2020-05-28	402	373	775	175	70	245	Baja California
2020-05-29	403	377	780	170	78	248	Baja California
2020-05-30	380	352	732	163	71	234	Baja California
2020-05-31	395	383	778	165	84	249	Baja California
2020-06-01	394	379	773	173	85	258	Baja California
2020-06-02	369	429	798	174	72	246	Baja California
2020-06-03	401	339	740	170	86	256	Baja California
2020-06-04	329	267	596	150	59	209	Baja California
2020-06-05	332	260	592	134	72	206	Baja California
2020-06-06	386	313	699	173	95	268	Baja California
2020-06-07	404	305	709	173	90	263	Baja California
2020-06-08	399	330	729	172	84	256	Baja California
2020-06-09	410	334	744	162	99	261	Baja California
2020-06-10	363	257	620	135	92	227	Baja California
2020-06-11	381	360	741	170	91	261	Baja California
2020-06-12	404	373	777	164	95	259	Baja California
2020-06-13	395	381	776	157	107	264	Baja California
2020-06-14	385	365	750	170	93	263	Baja California
2020-06-15	421	375	796	151	95	246	Baja California
2020-06-16	388	362	750	157	85	242	Baja California
2020-06-17	402	332	734	155	87	242	Baja California
2020-06-18	380	368	748	159	93	252	Baja California
2020-06-19	340	264	604	124	80	204	Baja California
2020-06-20	370	335	705	173	92	265	Baja California
2020-06-21	377	336	713	170	101	271	Baja California
2020-06-22	382	366	748	169	110	279	Baja California
2020-06-23	394	364	758	178	92	270	Baja California
2020-06-24	388	378	766	176	85	261	Baja California
2020-06-25	409	360	769	166	90	256	Baja California
2020-06-26	388	350	738	175	84	259	Baja California
2020-06-27	354	342	696	185	107	292	Baja California
2020-06-28	439	309	748	180	109	289	Baja California
2020-06-29	438	316	754	180	98	278	Baja California
2020-06-30	426	359	785	174	112	286	Baja California
2020-07-01	432	358	790	182	125	307	Baja California
2020-07-02	470	424	894	171	106	277	Baja California
2020-07-03	452	415	867	183	111	294	Baja California
2020-07-04	402	349	751	185	116	301	Baja California
2020-07-05	458	430	888	183	112	295	Baja California
2020-07-06	436	457	893	186	111	297	Baja California
2020-07-07	472	469	941	160	135	295	Baja California
2020-07-08	455	394	849	154	144	298	Baja California
2020-07-09	454	401	855	155	127	282	Baja California
2020-07-10	418	469	887	172	126	298	Baja California
2020-07-11	383	489	872	167	123	290	Baja California
2020-07-12	362	488	850	146	115	261	Baja California
2020-07-13	402	498	900	157	130	287	Baja California
2020-07-14	423	486	909	155	129	284	Baja California
2020-07-15	391	444	835	166	123	289	Baja California
2020-07-16	369	466	835	167	117	284	Baja California
2020-07-17	394	461	855	166	119	285	Baja California
2020-07-18	354	497	851	169	124	293	Baja California
2020-07-19	416	440	856	160	114	274	Baja California
2020-07-20	423	429	852	158	129	287	Baja California
2020-07-21	359	466	825	160	123	283	Baja California
2020-07-22	344	460	804	167	123	290	Baja California
2020-07-23	367	466	833	164	125	289	Baja California
2020-07-24	317	468	785	166	121	287	Baja California
2020-07-25	275	508	783	158	135	293	Baja California
2020-07-26	326	481	807	145	140	285	Baja California
2020-07-27	301	474	775	151	121	272	Baja California
2020-07-28	338	503	841	139	148	287	Baja California
2020-07-29	339	475	814	145	146	291	Baja California
2020-07-30	333	485	818	144	141	285	Baja California
2020-07-31	348	508	856	140	145	285	Baja California
2020-08-01	348	466	814	142	136	278	Baja California
2020-08-02	352	459	811	145	132	277	Baja California
2020-08-03	351	471	822	140	140	280	Baja California
2020-08-04	337	489	826	143	142	285	Baja California
2020-08-05	311	460	771	141	146	287	Baja California
2020-08-06	301	518	819	136	155	291	Baja California
2020-08-07	306	501	807	136	154	290	Baja California
2020-08-08	305	545	850	144	153	297	Baja California
2020-08-09	298	493	791	132	165	297	Baja California
2020-08-10	296	535	831	138	145	283	Baja California
2020-08-11	292	537	829	137	151	288	Baja California
2020-08-12	294	559	853	127	160	287	Baja California
2020-08-13	300	583	883	130	159	289	Baja California
2020-08-14	290	472	762	126	157	283	Baja California
2020-08-15	288	502	790	126	167	293	Baja California
2020-08-16	282	501	783	129	165	294	Baja California
2020-08-17	285	540	825	116	170	286	Baja California
2020-08-18	294	529	823	127	162	289	Baja California
2020-08-19	286	534	820	114	172	286	Baja California
2020-08-20	301	520	821	112	165	277	Baja California
2020-08-21	299	529	828	101	167	268	Baja California
2020-08-22	270	546	816	105	176	281	Baja California
2020-08-23	272	544	816	113	164	277	Baja California
2020-08-24	258	561	819	113	152	265	Baja California
2020-08-25	241	546	787	95	132	227	Baja California
2020-08-26	262	548	810	106	158	264	Baja California
2020-08-27	249	572	821	106	157	263	Baja California
2020-08-28	257	558	815	114	148	262	Baja California
2020-08-29	254	532	786	115	143	258	Baja California
2020-08-30	256	569	825	105	150	255	Baja California
2020-08-31	258	518	776	96	166	262	Baja California
2020-09-01	243	580	823	94	171	265	Baja California
2020-09-02	243	573	816	94	172	266	Baja California
2020-09-03	235	567	802	95	169	264	Baja California
2020-09-04	227	523	750	79	114	193	Baja California
2020-09-05	236	572	808	96	170	266	Baja California
2020-09-06	242	597	839	89	182	271	Baja California
2020-04-07	8	40	48	4	30	34	Baja California Sur
2020-04-08	7	40	47	3	28	31	Baja California Sur
2020-04-09	10	41	51	3	3	6	Baja California Sur
2020-04-10	4	38	42	5	2	7	Baja California Sur
2020-04-11	14	51	65	4	14	18	Baja California Sur
2020-04-12	15	51	66	5	26	31	Baja California Sur
2020-04-13	18	52	70	3	27	30	Baja California Sur
2020-04-14	23	105	128	3	39	42	Baja California Sur
2020-04-15	19	51	70	5	27	32	Baja California Sur
2020-04-16	24	69	93	4	34	38	Baja California Sur
2020-04-17	25	98	123	8	67	75	Baja California Sur
2020-04-18	24	108	132	8	62	70	Baja California Sur
2020-04-19	23	105	128	12	54	66	Baja California Sur
2020-04-20	18	114	132	14	56	70	Baja California Sur
2020-04-21	24	112	136	13	49	62	Baja California Sur
2020-04-22	21	123	144	11	39	50	Baja California Sur
2020-04-23	16	125	141	10	40	50	Baja California Sur
2020-04-24	14	145	159	10	37	47	Baja California Sur
2020-04-25	13	118	131	9	34	43	Baja California Sur
2020-04-26	14	137	151	8	42	50	Baja California Sur
2020-04-27	12	151	163	7	48	55	Baja California Sur
2020-04-28	13	233	246	9	55	64	Baja California Sur
2020-04-29	14	231	245	5	58	63	Baja California Sur
2020-04-30	13	199	212	6	45	51	Baja California Sur
2020-05-01	14	200	214	7	44	51	Baja California Sur
2020-05-02	16	201	217	6	45	51	Baja California Sur
2020-05-03	16	203	219	6	45	51	Baja California Sur
2020-05-04	17	201	218	5	49	54	Baja California Sur
2020-05-05	22	199	221	5	48	53	Baja California Sur
2020-05-06	24	183	207	4	46	50	Baja California Sur
2020-05-07	26	183	209	6	43	49	Baja California Sur
2020-05-08	28	186	214	6	39	45	Baja California Sur
2020-05-09	22	187	209	7	40	47	Baja California Sur
2020-05-10	19	190	209	6	41	47	Baja California Sur
2020-05-11	19	189	208	6	42	48	Baja California Sur
2020-05-12	24	185	209	5	46	51	Baja California Sur
2020-05-13	19	187	206	5	46	51	Baja California Sur
2020-05-14	20	194	214	5	47	52	Baja California Sur
2020-05-15	21	193	214	4	45	49	Baja California Sur
2020-05-16	15	194	209	6	48	54	Baja California Sur
2020-05-17	17	194	211	6	47	53	Baja California Sur
2020-05-18	15	196	211	7	45	52	Baja California Sur
2020-05-19	17	196	213	5	42	47	Baja California Sur
2020-05-20	16	195	211	6	40	46	Baja California Sur
2020-05-21	18	197	215	4	44	48	Baja California Sur
2020-05-22	17	187	204	5	41	46	Baja California Sur
2020-05-23	17	188	205	5	44	49	Baja California Sur
2020-05-24	18	198	216	5	42	47	Baja California Sur
2020-05-25	16	208	224	5	42	47	Baja California Sur
2020-05-26	20	213	233	6	42	48	Baja California Sur
2020-05-27	28	197	225	5	41	46	Baja California Sur
2020-05-28	24	192	216	8	44	52	Baja California Sur
2020-05-29	28	217	245	6	49	55	Baja California Sur
2020-05-30	26	217	243	10	44	54	Baja California Sur
2020-05-31	27	219	246	10	43	53	Baja California Sur
2020-06-01	29	217	246	10	43	53	Baja California Sur
2020-06-02	25	220	245	12	35	47	Baja California Sur
2020-06-03	28	219	247	11	35	46	Baja California Sur
2020-06-04	22	219	241	13	35	48	Baja California Sur
2020-06-05	20	222	242	11	36	47	Baja California Sur
2020-06-06	19	225	244	12	35	47	Baja California Sur
2020-06-07	21	224	245	11	36	47	Baja California Sur
2020-06-08	17	228	245	12	36	48	Baja California Sur
2020-06-09	21	229	250	14	36	50	Baja California Sur
2020-06-10	25	228	253	13	30	43	Baja California Sur
2020-06-11	29	186	215	12	52	64	Baja California Sur
2020-06-12	20	184	204	19	53	72	Baja California Sur
2020-06-13	20	226	246	19	88	107	Baja California Sur
2020-06-14	18	228	246	17	90	107	Baja California Sur
2020-06-15	20	230	250	16	92	108	Baja California Sur
2020-06-16	17	236	253	12	103	115	Baja California Sur
2020-06-17	18	231	249	15	100	115	Baja California Sur
2020-06-18	23	229	252	15	111	126	Baja California Sur
2020-06-19	25	228	253	13	102	115	Baja California Sur
2020-06-20	26	241	267	13	99	112	Baja California Sur
2020-06-21	30	221	251	12	100	112	Baja California Sur
2020-06-22	31	249	280	15	94	109	Baja California Sur
2020-06-23	20	250	270	15	98	113	Baja California Sur
2020-06-24	38	244	282	15	99	114	Baja California Sur
2020-06-25	44	242	286	16	96	112	Baja California Sur
2020-06-26	45	212	257	16	97	113	Baja California Sur
2020-06-27	44	240	284	18	94	112	Baja California Sur
2020-06-28	40	211	251	18	93	111	Baja California Sur
2020-06-29	38	211	249	19	89	108	Baja California Sur
2020-06-30	37	238	275	26	83	109	Baja California Sur
2020-07-01	41	230	271	25	91	116	Baja California Sur
2020-07-02	44	229	273	24	94	118	Baja California Sur
2020-07-03	54	226	280	17	100	117	Baja California Sur
2020-07-04	54	227	281	21	92	113	Baja California Sur
2020-07-05	53	231	284	25	89	114	Baja California Sur
2020-07-06	55	230	285	21	97	118	Baja California Sur
2020-07-07	64	234	298	21	95	116	Baja California Sur
2020-07-08	73	235	308	26	92	118	Baja California Sur
2020-07-09	79	226	305	31	86	117	Baja California Sur
2020-07-10	82	228	310	27	91	118	Baja California Sur
2020-07-11	80	186	266	31	82	113	Baja California Sur
2020-07-12	79	174	253	31	102	133	Baja California Sur
2020-07-13	84	142	226	34	96	130	Baja California Sur
2020-07-14	94	162	256	35	99	134	Baja California Sur
2020-07-15	84	168	252	40	94	134	Baja California Sur
2020-07-16	80	177	257	46	80	126	Baja California Sur
2020-07-17	73	191	264	45	82	127	Baja California Sur
2020-07-18	73	193	266	44	85	129	Baja California Sur
2020-07-19	87	178	265	43	86	129	Baja California Sur
2020-07-20	104	175	279	38	91	129	Baja California Sur
2020-07-21	100	150	250	38	98	136	Baja California Sur
2020-07-22	98	152	250	40	110	150	Baja California Sur
2020-07-23	114	143	257	47	112	159	Baja California Sur
2020-07-24	111	143	254	48	110	158	Baja California Sur
2020-07-25	116	145	261	48	114	162	Baja California Sur
2020-07-26	117	139	256	48	115	163	Baja California Sur
2020-07-27	122	139	261	49	111	160	Baja California Sur
2020-07-28	123	100	223	42	89	131	Baja California Sur
2020-07-29	136	120	256	45	131	176	Baja California Sur
2020-07-30	149	114	263	51	132	183	Baja California Sur
2020-07-31	129	128	257	51	120	171	Baja California Sur
2020-08-01	126	136	262	52	118	170	Baja California Sur
2020-08-02	121	144	265	55	116	171	Baja California Sur
2020-08-03	137	128	265	51	122	173	Baja California Sur
2020-08-04	154	154	308	55	132	187	Baja California Sur
2020-08-05	157	141	298	61	119	180	Baja California Sur
2020-08-06	143	143	286	63	137	200	Baja California Sur
2020-08-07	121	149	270	63	111	174	Baja California Sur
2020-08-08	140	154	294	63	131	194	Baja California Sur
2020-08-09	138	151	289	72	130	202	Baja California Sur
2020-08-10	136	145	281	66	137	203	Baja California Sur
2020-08-11	119	180	299	74	133	207	Baja California Sur
2020-08-12	127	163	290	70	145	215	Baja California Sur
2020-08-13	118	191	309	66	150	216	Baja California Sur
2020-08-14	109	146	255	72	138	210	Baja California Sur
2020-08-15	110	173	283	69	141	210	Baja California Sur
2020-08-16	112	192	304	68	148	216	Baja California Sur
2020-08-17	110	202	312	66	152	218	Baja California Sur
2020-08-18	115	155	270	64	142	206	Baja California Sur
2020-08-19	104	194	298	59	132	191	Baja California Sur
2020-08-20	111	147	258	57	151	208	Baja California Sur
2020-08-21	120	183	303	58	146	204	Baja California Sur
2020-08-22	118	190	308	58	159	217	Baja California Sur
2020-08-23	122	186	308	58	161	219	Baja California Sur
2020-08-24	119	187	306	54	165	219	Baja California Sur
2020-08-25	118	186	304	51	166	217	Baja California Sur
2020-08-26	100	201	301	53	163	216	Baja California Sur
2020-08-27	101	155	256	53	207	260	Baja California Sur
2020-08-28	97	205	302	58	159	217	Baja California Sur
2020-08-29	86	210	296	64	155	219	Baja California Sur
2020-08-30	85	216	301	60	159	219	Baja California Sur
2020-08-31	83	216	299	64	150	214	Baja California Sur
2020-09-01	73	223	296	58	156	214	Baja California Sur
2020-09-02	70	219	289	50	136	186	Baja California Sur
2020-09-03	71	212	283	46	142	188	Baja California Sur
2020-09-04	84	212	296	47	164	211	Baja California Sur
2020-09-05	80	223	303	41	162	203	Baja California Sur
2020-09-06	84	219	303	43	162	205	Baja California Sur
2020-04-07	0	27	27	1	7	8	Campeche
2020-04-08	1	31	32	1	11	12	Campeche
2020-04-09	1	27	28	1	24	25	Campeche
2020-04-10	1	27	28	1	24	25	Campeche
2020-04-11	0	27	27	2	23	25	Campeche
2020-04-12	0	27	27	2	21	23	Campeche
2020-04-13	4	27	31	2	20	22	Campeche
2020-04-14	4	27	31	2	20	22	Campeche
2020-04-15	3	27	30	3	19	22	Campeche
2020-04-16	3	27	30	3	19	22	Campeche
2020-04-17	3	27	30	3	17	20	Campeche
2020-04-18	1	27	28	3	19	22	Campeche
2020-04-19	1	28	29	3	18	21	Campeche
2020-04-20	2	28	30	3	19	22	Campeche
2020-04-21	7	32	39	3	99	102	Campeche
2020-04-22	7	32	39	3	38	41	Campeche
2020-04-23	6	33	39	3	38	41	Campeche
2020-04-24	10	32	42	3	38	41	Campeche
2020-04-25	11	31	42	3	38	41	Campeche
2020-04-26	9	32	41	3	43	46	Campeche
2020-04-27	18	56	74	5	45	50	Campeche
2020-04-28	16	45	61	4	39	43	Campeche
2020-04-29	21	45	66	3	38	41	Campeche
2020-04-30	22	44	66	4	37	41	Campeche
2020-05-01	32	76	108	5	62	67	Campeche
2020-05-02	29	77	106	5	64	69	Campeche
2020-05-03	38	77	115	3	59	62	Campeche
2020-05-04	38	69	107	3	64	67	Campeche
2020-05-05	45	65	110	4	55	59	Campeche
2020-05-06	45	65	110	4	54	58	Campeche
2020-05-07	38	59	97	2	48	50	Campeche
2020-05-08	56	67	123	5	47	52	Campeche
2020-05-09	47	64	111	5	45	50	Campeche
2020-05-10	54	63	117	9	47	56	Campeche
2020-05-11	58	413	471	8	75	83	Campeche
2020-05-12	41	403	444	7	72	79	Campeche
2020-05-13	55	407	462	13	73	86	Campeche
2020-05-14	52	343	395	15	73	88	Campeche
2020-05-15	45	350	395	15	75	90	Campeche
2020-05-16	53	345	398	15	73	88	Campeche
2020-05-17	56	352	408	15	74	89	Campeche
2020-05-18	42	360	402	15	75	90	Campeche
2020-05-19	40	338	378	5	71	76	Campeche
2020-05-20	57	359	416	11	69	80	Campeche
2020-05-21	60	369	429	12	71	83	Campeche
2020-05-22	68	373	441	12	67	79	Campeche
2020-05-23	53	367	420	10	61	71	Campeche
2020-05-24	60	370	430	9	61	70	Campeche
2020-05-25	68	381	449	10	53	63	Campeche
2020-05-26	57	371	428	6	55	61	Campeche
2020-05-27	67	382	449	9	66	75	Campeche
2020-05-28	62	320	382	7	46	53	Campeche
2020-05-29	72	396	468	10	47	57	Campeche
2020-05-30	58	351	409	7	54	61	Campeche
2020-05-31	78	364	442	9	57	66	Campeche
2020-06-01	63	356	419	10	55	65	Campeche
2020-06-02	78	345	423	12	54	66	Campeche
2020-06-03	79	366	445	14	54	68	Campeche
2020-06-04	75	373	448	11	59	70	Campeche
2020-06-05	74	412	486	13	55	68	Campeche
2020-06-06	64	397	461	8	55	63	Campeche
2020-06-07	66	394	460	11	55	66	Campeche
2020-06-08	83	369	452	14	53	67	Campeche
2020-06-09	94	361	455	15	50	65	Campeche
2020-06-10	94	365	459	15	55	70	Campeche
2020-06-11	92	404	496	18	50	68	Campeche
2020-06-12	93	390	483	18	47	65	Campeche
2020-06-13	90	378	468	15	52	67	Campeche
2020-06-14	103	390	493	22	49	71	Campeche
2020-06-15	104	391	495	16	49	65	Campeche
2020-06-16	103	372	475	17	51	68	Campeche
2020-06-17	113	360	473	20	51	71	Campeche
2020-06-18	131	374	505	20	56	76	Campeche
2020-06-19	125	379	504	20	60	80	Campeche
2020-06-20	124	382	506	19	57	76	Campeche
2020-06-21	132	381	513	20	59	79	Campeche
2020-06-22	150	396	546	22	62	84	Campeche
2020-06-23	163	380	543	24	58	82	Campeche
2020-06-24	180	367	547	25	55	80	Campeche
2020-06-25	172	209	381	28	52	80	Campeche
2020-06-26	162	335	497	24	50	74	Campeche
2020-06-27	171	384	555	29	57	86	Campeche
