fecha	IRAG_GEN_Ocupadas	IRAG_GEN_Disponibles	IRAG_GEN_Total	IRAG_VENT_Ocupadas	IRAG_VENT_Disponibles	IRAG_VENT_Total	estado
2020-08-19	325	486	811	67	194	261	Michoacán
2020-08-20	325	482	807	71	201	272	Michoacán
2020-08-21	332	490	822	76	194	270	Michoacán
2020-08-22	318	500	818	70	201	271	Michoacán
2020-08-23	333	462	795	69	196	265	Michoacán
2020-08-24	349	477	826	72	186	258	Michoacán
2020-08-25	354	470	824	74	187	261	Michoacán
2020-08-26	351	480	831	66	193	259	Michoacán
2020-08-27	345	478	823	70	205	275	Michoacán
2020-08-28	345	514	859	73	205	278	Michoacán
2020-08-29	326	516	842	73	200	273	Michoacán
2020-08-30	312	524	836	77	205	282	Michoacán
2020-08-31	324	528	852	82	199	281	Michoacán
2020-09-01	333	483	816	74	197	271	Michoacán
2020-09-02	348	526	874	69	204	273	Michoacán
2020-09-03	336	536	872	68	207	275	Michoacán
2020-09-04	325	553	878	66	212	278	Michoacán
2020-09-05	304	568	872	72	208	280	Michoacán
2020-09-06	323	553	876	68	208	276	Michoacán
2020-04-07	8	69	77	0	94	94	Morelos
2020-04-08	9	68	77	0	93	93	Morelos
2020-04-09	10	67	77	0	58	58	Morelos
2020-04-10	14	65	79	1	57	58	Morelos
2020-04-11	18	65	83	3	55	58	Morelos
2020-04-12	21	62	83	4	55	59	Morelos
2020-04-13	21	62	83	4	54	58	Morelos
2020-04-14	22	62	84	3	56	59	Morelos
2020-04-15	20	61	81	3	56	59	Morelos
2020-04-16	20	61	81	3	58	61	Morelos
2020-04-17	23	58	81	3	56	59	Morelos
2020-04-18	16	64	80	5	52	57	Morelos
2020-04-19	25	60	85	5	53	58	Morelos
2020-04-20	19	64	83	7	50	57	Morelos
2020-04-21	23	70	93	6	74	80	Morelos
2020-04-22	19	79	98	6	61	67	Morelos
2020-04-23	35	309	344	7	63	70	Morelos
2020-04-24	35	308	343	8	62	70	Morelos
2020-04-25	37	310	347	7	62	69	Morelos
2020-04-26	44	309	353	7	66	73	Morelos
2020-04-27	54	301	355	15	66	81	Morelos
2020-04-28	65	298	363	9	44	53	Morelos
2020-04-29	153	308	461	18	64	82	Morelos
2020-04-30	161	308	469	16	64	80	Morelos
2020-05-01	172	309	481	17	65	82	Morelos
2020-05-02	172	315	487	15	67	82	Morelos
2020-05-03	162	319	481	20	66	86	Morelos
2020-05-04	152	326	478	19	67	86	Morelos
2020-05-05	167	324	491	21	66	87	Morelos
2020-05-06	182	326	508	21	66	87	Morelos
2020-05-07	181	330	511	25	63	88	Morelos
2020-05-08	152	331	483	24	63	87	Morelos
2020-05-09	197	325	522	20	65	85	Morelos
2020-05-10	193	315	508	20	68	88	Morelos
2020-05-11	201	323	524	16	70	86	Morelos
2020-05-12	197	320	517	22	72	94	Morelos
2020-05-13	199	322	521	16	80	96	Morelos
2020-05-14	193	338	531	17	62	79	Morelos
2020-05-15	194	332	526	19	90	109	Morelos
2020-05-16	185	330	515	18	85	103	Morelos
2020-05-17	182	327	509	22	84	106	Morelos
2020-05-18	198	331	529	17	77	94	Morelos
2020-05-19	197	329	526	16	83	99	Morelos
2020-05-20	205	341	546	17	81	98	Morelos
2020-05-21	187	335	522	18	84	102	Morelos
2020-05-22	177	334	511	22	79	101	Morelos
2020-05-23	152	340	492	29	75	104	Morelos
2020-05-24	143	340	483	24	77	101	Morelos
2020-05-25	145	340	485	26	78	104	Morelos
2020-05-26	143	340	483	27	76	103	Morelos
2020-05-27	148	127	275	30	71	101	Morelos
2020-05-28	162	193	355	26	78	104	Morelos
2020-05-29	157	169	326	29	80	109	Morelos
2020-05-30	151	124	275	35	73	108	Morelos
2020-05-31	188	149	337	28	73	101	Morelos
2020-06-01	192	167	359	29	80	109	Morelos
2020-06-02	180	117	297	36	71	107	Morelos
2020-06-03	187	155	342	38	73	111	Morelos
2020-06-04	180	165	345	40	72	112	Morelos
2020-06-05	179	156	335	36	70	106	Morelos
2020-06-06	185	163	348	35	75	110	Morelos
2020-06-07	175	158	333	38	79	117	Morelos
2020-06-08	192	157	349	38	79	117	Morelos
2020-06-09	173	198	371	34	76	110	Morelos
2020-06-10	179	190	369	33	77	110	Morelos
2020-06-11	168	155	323	36	74	110	Morelos
2020-06-12	167	196	363	32	69	101	Morelos
2020-06-13	167	190	357	41	72	113	Morelos
2020-06-14	178	190	368	38	70	108	Morelos
2020-06-15	198	194	392	38	73	111	Morelos
2020-06-16	211	174	385	35	69	104	Morelos
2020-06-17	175	143	318	33	69	102	Morelos
2020-06-18	182	199	381	40	72	112	Morelos
2020-06-19	184	198	382	46	68	114	Morelos
2020-06-20	173	199	372	37	77	114	Morelos
2020-06-21	182	204	386	39	70	109	Morelos
2020-06-22	172	214	386	39	77	116	Morelos
2020-06-23	160	191	351	28	77	105	Morelos
2020-06-24	164	214	378	32	82	114	Morelos
2020-06-25	179	199	378	31	93	124	Morelos
2020-06-26	185	227	412	32	86	118	Morelos
2020-06-27	132	234	366	40	83	123	Morelos
2020-06-28	151	255	406	36	87	123	Morelos
2020-06-29	151	298	449	35	117	152	Morelos
2020-06-30	144	301	445	37	115	152	Morelos
2020-07-01	133	326	459	32	119	151	Morelos
2020-07-02	124	322	446	29	126	155	Morelos
2020-07-03	126	331	457	33	125	158	Morelos
2020-07-04	111	346	457	34	117	151	Morelos
2020-07-05	111	347	458	33	115	148	Morelos
2020-07-06	110	332	442	36	120	156	Morelos
2020-07-07	104	327	431	34	127	161	Morelos
2020-07-08	119	322	441	35	120	155	Morelos
2020-07-09	118	347	465	32	107	139	Morelos
2020-07-10	107	339	446	30	122	152	Morelos
2020-07-11	107	346	453	29	124	153	Morelos
2020-07-12	113	343	456	25	127	152	Morelos
2020-07-13	101	306	407	29	94	123	Morelos
2020-07-14	107	340	447	29	126	155	Morelos
2020-07-15	109	312	421	26	125	151	Morelos
2020-07-16	119	327	446	24	129	153	Morelos
2020-07-17	125	313	438	24	120	144	Morelos
2020-07-18	108	274	382	26	131	157	Morelos
2020-07-19	112	322	434	31	122	153	Morelos
2020-07-20	111	304	415	26	110	136	Morelos
2020-07-21	102	281	383	26	93	119	Morelos
2020-07-22	111	277	388	28	95	123	Morelos
2020-07-23	111	280	391	28	92	120	Morelos
2020-07-24	122	275	397	25	93	118	Morelos
2020-07-25	111	280	391	24	99	123	Morelos
2020-07-26	117	272	389	26	98	124	Morelos
2020-07-27	122	279	401	23	100	123	Morelos
2020-07-28	140	294	434	27	120	147	Morelos
2020-07-29	139	301	440	29	120	149	Morelos
2020-07-30	144	284	428	35	119	154	Morelos
2020-07-31	140	290	430	38	116	154	Morelos
2020-08-01	140	297	437	39	115	154	Morelos
2020-08-02	148	291	439	36	112	148	Morelos
2020-08-03	153	245	398	27	94	121	Morelos
2020-08-04	140	283	423	36	116	152	Morelos
2020-08-05	113	261	374	32	91	123	Morelos
2020-08-06	120	266	386	30	94	124	Morelos
2020-08-07	124	298	422	34	117	151	Morelos
2020-08-08	127	314	441	32	122	154	Morelos
2020-08-09	114	327	441	38	120	158	Morelos
2020-08-10	114	267	381	32	93	125	Morelos
2020-08-11	125	261	386	35	116	151	Morelos
2020-08-12	116	297	413	30	112	142	Morelos
2020-08-13	108	311	419	38	116	154	Morelos
2020-08-14	119	330	449	32	124	156	Morelos
2020-08-15	103	332	435	34	128	162	Morelos
2020-08-16	146	348	494	23	124	147	Morelos
2020-08-17	136	322	458	30	125	155	Morelos
2020-08-18	126	327	453	32	127	159	Morelos
2020-08-19	119	327	446	36	128	164	Morelos
2020-08-20	107	334	441	34	131	165	Morelos
2020-08-21	115	341	456	37	114	151	Morelos
2020-08-22	129	331	460	31	111	142	Morelos
2020-08-23	117	318	435	39	130	169	Morelos
2020-08-24	121	343	464	34	115	149	Morelos
2020-08-25	99	319	418	29	113	142	Morelos
2020-08-26	112	287	399	33	122	155	Morelos
2020-08-27	104	294	398	32	125	157	Morelos
2020-08-28	139	343	482	27	127	154	Morelos
2020-08-29	133	249	382	19	99	118	Morelos
2020-08-30	155	326	481	25	114	139	Morelos
2020-08-31	122	301	423	28	114	142	Morelos
2020-09-01	125	343	468	26	113	139	Morelos
2020-09-02	140	337	477	21	121	142	Morelos
2020-09-03	107	334	441	27	119	146	Morelos
2020-09-04	96	336	432	24	95	119	Morelos
2020-09-05	87	376	463	27	120	147	Morelos
2020-09-06	81	340	421	31	89	120	Morelos
2020-04-07	9	4	13	2	15	17	Nayarit
2020-04-08	10	4	14	2	15	17	Nayarit
2020-04-09	8	19	27	2	30	32	Nayarit
2020-04-10	7	19	26	2	32	34	Nayarit
2020-04-11	6	31	37	2	19	21	Nayarit
2020-04-12	0	33	33	2	23	25	Nayarit
2020-04-13	7	24	31	1	28	29	Nayarit
2020-04-14	4	25	29	1	28	29	Nayarit
2020-04-15	4	25	29	1	28	29	Nayarit
2020-04-16	5	25	30	1	29	30	Nayarit
2020-04-17	6	25	31	1	27	28	Nayarit
2020-04-18	6	26	32	1	26	27	Nayarit
2020-04-19	8	26	34	1	26	27	Nayarit
2020-04-20	9	25	34	1	25	26	Nayarit
2020-04-21	5	25	30	1	30	31	Nayarit
2020-04-22	8	23	31	1	41	42	Nayarit
2020-04-23	10	23	33	1	41	42	Nayarit
2020-04-24	6	23	29	2	41	43	Nayarit
2020-04-25	5	23	28	1	41	42	Nayarit
2020-04-26	8	22	30	0	41	41	Nayarit
2020-04-27	6	24	30	1	40	41	Nayarit
2020-04-28	9	24	33	1	29	30	Nayarit
2020-04-29	11	43	54	2	57	59	Nayarit
2020-04-30	10	45	55	1	61	62	Nayarit
2020-05-01	11	96	107	2	64	66	Nayarit
2020-05-02	13	106	119	2	39	41	Nayarit
2020-05-03	16	100	116	2	41	43	Nayarit
2020-05-04	21	104	125	4	41	45	Nayarit
2020-05-05	22	102	124	4	39	43	Nayarit
2020-05-06	24	123	147	4	50	54	Nayarit
2020-05-07	21	99	120	4	36	40	Nayarit
2020-05-08	21	105	126	5	39	44	Nayarit
2020-05-09	24	87	111	3	37	40	Nayarit
2020-05-10	24	102	126	4	39	43	Nayarit
2020-05-11	24	101	125	5	34	39	Nayarit
2020-05-12	26	105	131	4	38	42	Nayarit
2020-05-13	37	105	142	9	52	61	Nayarit
2020-05-14	41	105	146	7	55	62	Nayarit
2020-05-15	40	104	144	11	57	68	Nayarit
2020-05-16	61	95	156	12	41	53	Nayarit
2020-05-17	55	98	153	11	43	54	Nayarit
2020-05-18	51	105	156	12	44	56	Nayarit
2020-05-19	51	105	156	10	43	53	Nayarit
2020-05-20	50	106	156	12	43	55	Nayarit
2020-05-21	39	99	138	11	48	59	Nayarit
2020-05-22	42	98	140	11	54	65	Nayarit
2020-05-23	45	97	142	12	51	63	Nayarit
2020-05-24	47	90	137	17	49	66	Nayarit
2020-05-25	47	96	143	19	47	66	Nayarit
2020-05-26	51	103	154	19	38	57	Nayarit
2020-05-27	47	98	145	22	39	61	Nayarit
2020-05-28	60	85	145	21	44	65	Nayarit
2020-05-29	63	86	149	20	43	63	Nayarit
2020-05-30	57	96	153	21	40	61	Nayarit
2020-05-31	54	76	130	14	47	61	Nayarit
2020-06-01	51	92	143	21	49	70	Nayarit
2020-06-02	58	99	157	20	49	69	Nayarit
2020-06-03	63	85	148	21	50	71	Nayarit
2020-06-04	66	96	162	21	55	76	Nayarit
2020-06-05	62	101	163	20	56	76	Nayarit
2020-06-06	73	89	162	20	54	74	Nayarit
2020-06-07	68	87	155	20	53	73	Nayarit
2020-06-08	69	93	162	21	59	80	Nayarit
2020-06-09	67	79	146	22	61	83	Nayarit
2020-06-10	59	96	155	24	58	82	Nayarit
2020-06-11	65	95	160	25	54	79	Nayarit
2020-06-12	69	91	160	22	52	74	Nayarit
2020-06-13	73	71	144	21	50	71	Nayarit
2020-06-14	68	82	150	26	56	82	Nayarit
2020-06-15	66	90	156	28	64	92	Nayarit
2020-06-16	73	91	164	27	60	87	Nayarit
2020-06-17	72	98	170	30	55	85	Nayarit
2020-06-18	69	102	171	31	53	84	Nayarit
2020-06-19	82	97	179	27	58	85	Nayarit
2020-06-20	80	81	161	24	61	85	Nayarit
2020-06-21	75	91	166	24	62	86	Nayarit
2020-06-22	89	93	182	25	69	94	Nayarit
2020-06-23	87	102	189	27	67	94	Nayarit
2020-06-24	88	100	188	26	65	91	Nayarit
2020-06-25	87	97	184	25	67	92	Nayarit
2020-06-26	81	59	140	23	73	96	Nayarit
2020-06-27	86	74	160	24	79	103	Nayarit
2020-06-28	86	73	159	25	74	99	Nayarit
2020-06-29	124	68	192	26	76	102	Nayarit
2020-06-30	119	78	197	19	82	101	Nayarit
2020-07-01	108	81	189	21	78	99	Nayarit
2020-07-02	117	69	186	19	81	100	Nayarit
2020-07-03	113	39	152	31	80	111	Nayarit
2020-07-04	103	38	141	26	77	103	Nayarit
2020-07-05	134	38	172	30	79	109	Nayarit
2020-07-06	133	46	179	31	83	114	Nayarit
2020-07-07	129	39	168	34	82	116	Nayarit
2020-07-08	131	39	170	34	79	113	Nayarit
2020-07-09	126	40	166	33	78	111	Nayarit
2020-07-10	116	40	156	33	69	102	Nayarit
2020-07-11	124	32	156	30	70	100	Nayarit
2020-07-12	92	36	128	33	69	102	Nayarit
2020-07-13	96	37	133	35	64	99	Nayarit
2020-07-14	119	41	160	35	62	97	Nayarit
2020-07-15	117	40	157	35	62	97	Nayarit
2020-07-16	112	47	159	41	60	101	Nayarit
2020-07-17	107	43	150	43	57	100	Nayarit
2020-07-18	109	41	150	39	58	97	Nayarit
2020-07-19	123	39	162	43	60	103	Nayarit
2020-07-20	128	36	164	38	67	105	Nayarit
2020-07-21	118	36	154	46	62	108	Nayarit
2020-07-22	110	43	153	46	61	107	Nayarit
2020-07-23	126	40	166	38	64	102	Nayarit
2020-07-24	118	42	160	46	61	107	Nayarit
2020-07-25	121	47	168	36	50	86	Nayarit
2020-07-26	103	57	160	42	51	93	Nayarit
2020-07-27	122	41	163	46	60	106	Nayarit
2020-07-28	117	48	165	45	52	97	Nayarit
2020-07-29	118	37	155	41	55	96	Nayarit
2020-07-30	124	44	168	35	69	104	Nayarit
2020-07-31	131	30	161	35	65	100	Nayarit
2020-08-01	135	47	182	36	66	102	Nayarit
2020-08-02	130	52	182	36	65	101	Nayarit
2020-08-03	113	51	164	41	71	112	Nayarit
2020-08-04	140	47	187	32	68	100	Nayarit
2020-08-05	140	38	178	35	53	88	Nayarit
2020-08-06	128	39	167	37	66	103	Nayarit
2020-08-07	135	43	178	34	67	101	Nayarit
2020-08-08	118	46	164	36	66	102	Nayarit
2020-08-09	127	43	170	34	53	87	Nayarit
2020-08-10	115	60	175	45	55	100	Nayarit
2020-08-11	119	61	180	40	84	124	Nayarit
2020-08-12	111	63	174	43	82	125	Nayarit
2020-08-13	104	65	169	41	81	122	Nayarit
2020-08-14	116	63	179	38	78	116	Nayarit
2020-08-15	118	66	184	35	82	117	Nayarit
2020-08-16	110	64	174	36	84	120	Nayarit
2020-08-17	103	64	167	42	80	122	Nayarit
2020-08-18	104	61	165	42	79	121	Nayarit
2020-08-19	116	59	175	36	84	120	Nayarit
2020-08-20	123	61	184	38	79	117	Nayarit
2020-08-21	127	60	187	31	87	118	Nayarit
2020-08-22	124	62	186	29	90	119	Nayarit
2020-08-23	129	60	189	26	92	118	Nayarit
2020-08-24	133	57	190	24	93	117	Nayarit
2020-08-25	126	60	186	26	90	116	Nayarit
2020-08-26	133	62	195	22	93	115	Nayarit
2020-08-27	118	71	189	30	93	123	Nayarit
2020-08-28	126	113	239	23	120	143	Nayarit
2020-08-29	118	107	225	29	112	141	Nayarit
2020-08-30	124	83	207	29	100	129	Nayarit
2020-08-31	127	83	210	26	105	131	Nayarit
2020-09-01	116	86	202	26	115	141	Nayarit
2020-09-02	118	88	206	26	113	139	Nayarit
2020-09-03	117	88	205	29	109	138	Nayarit
2020-09-04	119	89	208	25	115	140	Nayarit
2020-09-05	116	89	205	25	121	146	Nayarit
2020-09-06	108	81	189	27	116	143	Nayarit
2020-04-07	8	450	458	2	191	193	Nuevo León
2020-04-08	7	442	449	1	181	182	Nuevo León
2020-04-09	4	457	461	1	165	166	Nuevo León
2020-04-10	3	442	445	3	161	164	Nuevo León
2020-04-11	13	445	458	3	153	156	Nuevo León
2020-04-12	19	395	414	7	148	155	Nuevo León
2020-04-13	21	384	405	5	161	166	Nuevo León
2020-04-14	22	399	421	6	164	170	Nuevo León
2020-04-15	14	397	411	8	200	208	Nuevo León
2020-04-16	15	395	410	9	194	203	Nuevo León
2020-04-17	18	401	419	10	192	202	Nuevo León
2020-04-18	35	743	778	16	361	377	Nuevo León
2020-04-19	35	742	777	20	349	369	Nuevo León
2020-04-20	43	802	845	17	378	395	Nuevo León
2020-04-21	45	771	816	20	397	417	Nuevo León
2020-04-22	45	955	1,000	20	424	444	Nuevo León
2020-04-23	40	955	995	17	434	451	Nuevo León
2020-04-24	35	808	843	17	401	418	Nuevo León
2020-04-25	62	954	1,016	20	439	459	Nuevo León
2020-04-26	59	953	1,012	20	443	463	Nuevo León
2020-04-27	53	943	996	23	444	467	Nuevo León
2020-04-28	68	985	1,053	20	311	331	Nuevo León
2020-04-29	89	858	947	17	225	242	Nuevo León
2020-04-30	102	988	1,090	24	313	337	Nuevo León
2020-05-01	100	984	1,084	24	299	323	Nuevo León
2020-05-02	108	1020	1,128	29	273	302	Nuevo León
2020-05-03	108	986	1,094	26	274	300	Nuevo León
2020-05-04	116	1027	1,143	26	256	282	Nuevo León
2020-05-05	104	867	971	29	298	327	Nuevo León
2020-05-06	103	866	969	30	293	323	Nuevo León
2020-05-07	112	861	973	29	299	328	Nuevo León
2020-05-08	80	863	943	32	292	324	Nuevo León
2020-05-09	105	862	967	32	288	320	Nuevo León
2020-05-10	108	862	970	34	288	322	Nuevo León
2020-05-11	107	861	968	33	282	315	Nuevo León
2020-05-12	142	862	1,004	36	282	318	Nuevo León
2020-05-13	137	860	997	29	282	311	Nuevo León
2020-05-14	149	854	1,003	32	271	303	Nuevo León
2020-05-15	156	851	1,007	32	282	314	Nuevo León
2020-05-16	147	851	998	34	285	319	Nuevo León
2020-05-17	157	851	1,008	34	284	318	Nuevo León
2020-05-18	178	847	1,025	39	274	313	Nuevo León
2020-05-19	182	809	991	43	276	319	Nuevo León
2020-05-20	184	808	992	40	277	317	Nuevo León
2020-05-21	180	850	1,030	42	268	310	Nuevo León
2020-05-22	178	880	1,058	55	267	322	Nuevo León
2020-05-23	163	911	1,074	57	263	320	Nuevo León
2020-05-24	205	936	1,141	56	260	316	Nuevo León
2020-05-25	213	936	1,149	57	266	323	Nuevo León
2020-05-26	216	929	1,145	59	246	305	Nuevo León
2020-05-27	179	730	909	45	155	200	Nuevo León
2020-05-28	205	824	1,029	65	262	327	Nuevo León
2020-05-29	192	782	974	68	261	329	Nuevo León
2020-05-30	185	790	975	66	256	322	Nuevo León
2020-05-31	199	776	975	67	253	320	Nuevo León
2020-06-01	210	765	975	63	265	328	Nuevo León
2020-06-02	218	760	978	60	269	329	Nuevo León
2020-06-03	209	861	1,070	63	269	332	Nuevo León
2020-06-04	222	856	1,078	62	290	352	Nuevo León
2020-06-05	240	840	1,080	59	294	353	Nuevo León
2020-06-06	248	840	1,088	66	288	354	Nuevo León
2020-06-07	259	837	1,096	72	270	342	Nuevo León
2020-06-08	265	845	1,110	71	265	336	Nuevo León
2020-06-09	259	829	1,088	80	262	342	Nuevo León
2020-06-10	249	843	1,092	75	273	348	Nuevo León
2020-06-11	266	873	1,139	80	268	348	Nuevo León
2020-06-12	287	862	1,149	89	262	351	Nuevo León
2020-06-13	278	873	1,151	86	265	351	Nuevo León
2020-06-14	281	861	1,142	89	273	362	Nuevo León
2020-06-15	307	885	1,192	95	271	366	Nuevo León
2020-06-16	303	872	1,175	108	264	372	Nuevo León
2020-06-17	361	860	1,221	112	257	369	Nuevo León
2020-06-18	394	843	1,237	99	267	366	Nuevo León
2020-06-19	412	759	1,171	104	203	307	Nuevo León
2020-06-20	412	762	1,174	109	214	323	Nuevo León
2020-06-21	447	721	1,168	114	216	330	Nuevo León
2020-06-22	464	693	1,157	119	199	318	Nuevo León
2020-06-23	515	670	1,185	131	169	300	Nuevo León
2020-06-24	523	666	1,189	136	156	292	Nuevo León
2020-06-25	523	690	1,213	142	149	291	Nuevo León
2020-06-26	512	507	1,019	114	155	269	Nuevo León
2020-06-27	577	484	1,061	183	152	335	Nuevo León
2020-06-28	636	451	1,087	176	153	329	Nuevo León
2020-06-29	681	526	1,207	195	146	341	Nuevo León
2020-06-30	678	519	1,197	208	142	350	Nuevo León
2020-07-01	677	490	1,167	202	265	467	Nuevo León
2020-07-02	689	408	1,097	202	161	363	Nuevo León
2020-07-03	752	463	1,215	209	183	392	Nuevo León
2020-07-04	734	370	1,104	225	173	398	Nuevo León
2020-07-05	767	271	1,038	228	175	403	Nuevo León
2020-07-06	783	343	1,126	236	191	427	Nuevo León
2020-07-07	827	352	1,179	229	202	431	Nuevo León
2020-07-08	799	357	1,156	220	241	461	Nuevo León
2020-07-09	858	311	1,169	217	202	419	Nuevo León
2020-07-10	872	232	1,104	217	190	407	Nuevo León
2020-07-11	886	263	1,149	223	173	396	Nuevo León
2020-07-12	862	195	1,057	230	154	384	Nuevo León
2020-07-13	975	283	1,258	246	142	388	Nuevo León
2020-07-14	968	285	1,253	241	122	363	Nuevo León
2020-07-15	1011	299	1,310	251	140	391	Nuevo León
2020-07-16	1027	332	1,359	245	126	371	Nuevo León
2020-07-17	993	308	1,301	240	133	373	Nuevo León
2020-07-18	1028	263	1,291	242	140	382	Nuevo León
2020-07-19	1026	274	1,300	246	160	406	Nuevo León
2020-07-20	1058	343	1,401	254	148	402	Nuevo León
2020-07-21	1033	288	1,321	260	141	401	Nuevo León
2020-07-22	1043	299	1,342	253	209	462	Nuevo León
2020-07-23	1052	258	1,310	247	117	364	Nuevo León
2020-07-24	1039	244	1,283	242	73	315	Nuevo León
2020-07-25	1022	294	1,316	267	123	390	Nuevo León
2020-07-26	1073	280	1,353	258	112	370	Nuevo León
2020-07-27	1050	282	1,332	267	137	404	Nuevo León
2020-07-28	1065	300	1,365	269	126	395	Nuevo León
2020-07-29	1091	408	1,499	271	145	416	Nuevo León
2020-07-30	1104	348	1,452	284	126	410	Nuevo León
2020-07-31	1126	302	1,428	291	214	505	Nuevo León
2020-08-01	1079	370	1,449	277	147	424	Nuevo León
2020-08-02	1119	382	1,501	294	130	424	Nuevo León
2020-08-03	1111	409	1,520	280	144	424	Nuevo León
2020-08-04	990	475	1,465	252	146	398	Nuevo León
2020-08-05	1131	451	1,582	278	150	428	Nuevo León
2020-08-06	959	502	1,461	278	159	437	Nuevo León
2020-08-07	1106	492	1,598	290	159	449	Nuevo León
2020-08-08	1076	477	1,553	280	150	430	Nuevo León
2020-08-09	1094	477	1,571	261	151	412	Nuevo León
2020-08-10	1113	511	1,624	259	200	459	Nuevo León
2020-08-11	1119	504	1,623	260	200	460	Nuevo León
2020-08-12	1108	492	1,600	241	232	473	Nuevo León
2020-08-13	1069	598	1,667	235	230	465	Nuevo León
2020-08-14	1115	641	1,756	263	218	481	Nuevo León
2020-08-15	1058	662	1,720	277	175	452	Nuevo León
2020-08-16	1095	637	1,732	259	184	443	Nuevo León
2020-08-17	928	624	1,552	361	207	568	Nuevo León
2020-08-18	1096	606	1,702	263	207	470	Nuevo León
2020-08-19	1146	629	1,775	252	221	473	Nuevo León
2020-08-20	1110	603	1,713	261	219	480	Nuevo León
2020-08-21	1136	604	1,740	270	219	489	Nuevo León
2020-08-22	1080	619	1,699	268	203	471	Nuevo León
2020-08-23	1084	600	1,684	266	193	459	Nuevo León
2020-08-24	1089	669	1,758	291	230	521	Nuevo León
2020-08-25	1088	642	1,730	285	219	504	Nuevo León
2020-08-26	1051	663	1,714	281	215	496	Nuevo León
2020-08-27	1088	807	1,895	294	241	535	Nuevo León
2020-08-28	1065	623	1,688	298	210	508	Nuevo León
2020-08-29	1092	654	1,746	276	220	496	Nuevo León
2020-08-30	1086	644	1,730	264	231	495	Nuevo León
2020-08-31	1112	608	1,720	270	217	487	Nuevo León
2020-09-01	1050	663	1,713	268	231	499	Nuevo León
2020-09-02	995	741	1,736	260	247	507	Nuevo León
2020-09-03	998	772	1,770	253	257	510	Nuevo León
2020-09-04	1041	707	1,748	249	323	572	Nuevo León
2020-09-05	949	756	1,705	282	345	627	Nuevo León
2020-09-06	1011	740	1,751	270	347	617	Nuevo León
2020-04-01	1	0	1	0	5	5	Oaxaca
2020-04-02	1	0	1	0	11	11	Oaxaca
2020-04-03	2	0	2	0	21	21	Oaxaca
2020-04-04	2	0	2	1	18	19	Oaxaca
2020-04-05	3	0	3	1	17	18	Oaxaca
2020-04-06	1	0	1	1	19	20	Oaxaca
2020-04-07	7	34	41	3	46	49	Oaxaca
2020-04-08	8	37	45	4	41	45	Oaxaca
2020-04-09	7	55	62	4	28	32	Oaxaca
2020-04-10	11	163	174	5	66	71	Oaxaca
2020-04-11	17	166	183	5	67	72	Oaxaca
2020-04-12	63	153	216	4	61	65	Oaxaca
2020-04-13	65	160	225	4	71	75	Oaxaca
2020-04-14	16	161	177	5	59	64	Oaxaca
2020-04-15	22	159	181	2	74	76	Oaxaca
2020-04-16	17	156	173	5	80	85	Oaxaca
2020-04-17	12	157	169	8	77	85	Oaxaca
2020-04-18	16	200	216	7	83	90	Oaxaca
2020-04-19	17	198	215	6	84	90	Oaxaca
2020-04-20	19	192	211	7	91	98	Oaxaca
2020-04-21	24	337	361	5	148	153	Oaxaca
2020-04-22	27	354	381	6	110	116	Oaxaca
2020-04-23	22	333	355	7	108	115	Oaxaca
2020-04-24	22	330	352	12	116	128	Oaxaca
2020-04-25	27	325	352	14	113	127	Oaxaca
2020-04-26	31	333	364	15	132	147	Oaxaca
2020-04-27	23	338	361	8	133	141	Oaxaca
2020-04-28	35	448	483	21	122	143	Oaxaca
2020-04-29	30	377	407	23	122	145	Oaxaca
2020-04-30	35	379	414	27	108	135	Oaxaca
2020-05-01	41	366	407	26	80	106	Oaxaca
2020-05-02	26	350	376	29	97	126	Oaxaca
2020-05-03	34	349	383	28	92	120	Oaxaca
2020-05-04	29	349	378	32	89	121	Oaxaca
2020-05-05	33	348	381	32	89	121	Oaxaca
2020-05-06	37	365	402	31	92	123	Oaxaca
2020-05-07	45	342	387	28	97	125	Oaxaca
2020-05-08	35	345	380	34	103	137	Oaxaca
2020-05-09	35	351	386	31	103	134	Oaxaca
2020-05-10	41	349	390	28	109	137	Oaxaca
2020-05-11	52	337	389	31	96	127	Oaxaca
2020-05-12	50	331	381	35	84	119	Oaxaca
2020-05-13	59	342	401	40	88	128	Oaxaca
2020-05-14	61	276	337	41	82	123	Oaxaca
2020-05-15	75	288	363	46	83	129	Oaxaca
2020-05-16	86	291	377	39	82	121	Oaxaca
2020-05-17	72	175	247	18	39	57	Oaxaca
2020-05-18	88	281	369	43	88	131	Oaxaca
2020-05-19	90	284	374	46	77	123	Oaxaca
2020-05-20	110	311	421	35	73	108	Oaxaca
2020-05-21	112	300	412	35	78	113	Oaxaca
2020-05-22	122	293	415	36	71	107	Oaxaca
2020-05-23	122	252	374	43	69	112	Oaxaca
2020-05-24	126	283	409	42	74	116	Oaxaca
2020-05-25	132	291	423	42	78	120	Oaxaca
2020-05-26	124	312	436	42	79	121	Oaxaca
2020-05-27	134	306	440	40	84	124	Oaxaca
2020-05-28	124	294	418	41	84	125	Oaxaca
2020-05-29	130	272	402	36	71	107	Oaxaca
2020-05-30	129	297	426	38	72	110	Oaxaca
2020-05-31	130	311	441	39	70	109	Oaxaca
2020-06-01	121	320	441	37	71	108	Oaxaca
2020-06-02	130	231	361	38	71	109	Oaxaca
2020-06-03	149	226	375	44	92	136	Oaxaca
