cve_ent,poblacion,nombre,12-01-2020,13-01-2020,14-01-2020,15-01-2020,16-01-2020,17-01-2020,18-01-2020,19-01-2020,20-01-2020,21-01-2020,22-01-2020,23-01-2020,24-01-2020,25-01-2020,26-01-2020,27-01-2020,28-01-2020,29-01-2020,30-01-2020,31-01-2020,01-02-2020,02-02-2020,03-02-2020,04-02-2020,05-02-2020,06-02-2020,07-02-2020,08-02-2020,09-02-2020,10-02-2020,11-02-2020,12-02-2020,13-02-2020,14-02-2020,15-02-2020,16-02-2020,17-02-2020,18-02-2020,19-02-2020,20-02-2020,21-02-2020,22-02-2020,23-02-2020,24-02-2020,25-02-2020,26-02-2020,27-02-2020,28-02-2020,29-02-2020,01-03-2020,02-03-2020,03-03-2020,04-03-2020,05-03-2020,06-03-2020,07-03-2020,08-03-2020,09-03-2020,10-03-2020,11-03-2020,12-03-2020,13-03-2020,14-03-2020,15-03-2020,16-03-2020,17-03-2020,18-03-2020,19-03-2020,20-03-2020,21-03-2020,22-03-2020,23-03-2020,24-03-2020,25-03-2020,26-03-2020,27-03-2020,28-03-2020,29-03-2020,30-03-2020,31-03-2020,01-04-2020,02-04-2020,03-04-2020,04-04-2020,05-04-2020,06-04-2020,07-04-2020,08-04-2020,09-04-2020,10-04-2020,11-04-2020,12-04-2020,13-04-2020,14-04-2020,15-04-2020,16-04-2020,17-04-2020,18-04-2020,19-04-2020,20-04-2020,21-04-2020,22-04-2020,23-04-2020,24-04-2020,25-04-2020,26-04-2020,27-04-2020,28-04-2020,29-04-2020,30-04-2020,01-05-2020,02-05-2020,03-05-2020,04-05-2020,05-05-2020,06-05-2020,07-05-2020,08-05-2020,09-05-2020,10-05-2020,11-05-2020,12-05-2020,13-05-2020,14-05-2020,15-05-2020,16-05-2020,17-05-2020,18-05-2020,19-05-2020,20-05-2020,21-05-2020,22-05-2020,23-05-2020,24-05-2020,25-05-2020,26-05-2020,27-05-2020,28-05-2020,29-05-2020,30-05-2020,31-05-2020,01-06-2020,02-06-2020,03-06-2020,04-06-2020,05-06-2020,06-06-2020,07-06-2020,08-06-2020,09-06-2020,10-06-2020,11-06-2020,12-06-2020,13-06-2020,14-06-2020,15-06-2020,16-06-2020,17-06-2020,18-06-2020,19-06-2020,20-06-2020,21-06-2020,22-06-2020,23-06-2020,24-06-2020,25-06-2020,26-06-2020,27-06-2020,28-06-2020,29-06-2020,30-06-2020,01-07-2020,02-07-2020,03-07-2020,04-07-2020,05-07-2020,06-07-2020,07-07-2020,08-07-2020,09-07-2020,10-07-2020,11-07-2020,12-07-2020,13-07-2020,14-07-2020
"21",6604451,"PUEBLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,3,2,5,6,7,5,4,2,8,15,6,15,9,13,4,15,21,16,19,14,11,8,24,13,23,12,8,15,5,27,16,28,21,30,25,18,31,22,27,32,39,43,24,36,44,44,46,41,43,38,48,37,49,64,47,48,37,73,72,90,106,105,76,67,131,129,121,145,174,146,81,168,166,201,169,153,121,63,197,180,195,206,209,124,92,308,246,257,308,310,175,146,447,414,433,503,439,216,165,504,416,366,457,342,180,133,344,353,297,261,264,166,119,313,307,238,120,16,9,2,22,13
"22",2279637,"QUERETARO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,0,2,2,3,0,1,0,3,4,2,1,4,2,1,1,4,3,1,4,1,0,4,5,3,3,2,3,1,8,8,2,6,5,2,2,5,2,7,9,10,1,2,3,9,12,6,8,12,4,10,10,9,14,26,26,19,47,34,29,41,49,28,17,47,61,42,37,34,22,12,51,38,36,31,37,28,21,40,49,47,44,39,30,28,52,43,39,33,39,34,22,55,42,39,31,28,24,16,49,35,37,37,45,16,21,52,45,52,49,28,19,32,40,59,42,39,27,28,21,6,0
"23",1723259,"QUINTANA ROO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,3,4,2,5,1,3,4,3,8,10,9,7,7,3,22,15,24,11,13,8,10,32,23,26,8,22,17,22,22,17,20,31,34,45,23,45,42,34,47,23,31,31,43,42,38,34,32,69,29,32,25,41,39,26,19,22,44,37,27,39,21,18,13,43,34,44,41,44,38,25,49,32,42,43,47,25,22,45,62,43,38,39,22,29,52,49,56,56,49,28,52,88,61,64,68,82,39,53,109,92,82,97,133,59,62,172,143,125,147,127,73,61,191,156,165,164,140,52,14,3,0
"24",2866142,"SAN LUIS POTOSI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,1,3,3,4,1,2,0,0,1,6,0,6,3,2,0,0,0,3,2,3,5,2,4,1,3,0,1,1,2,2,7,1,0,1,3,3,5,4,8,3,15,18,9,10,14,14,11,28,17,34,13,26,12,19,32,23,24,34,29,25,15,34,26,39,37,56,20,20,49,39,59,38,51,24,19,52,55,77,78,79,59,49,114,93,86,77,62,29,23,91,102,114,92,89,45,40,123,119,116,120,97,90,36,128,136,137,121,144,74,51,186,165,176,146,56,12,1,0,0
"25",3156674,"SINALOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,1,2,6,8,9,9,5,6,11,15,14,28,10,12,15,27,20,29,12,33,23,22,46,46,47,40,38,31,31,61,46,48,67,70,44,36,78,46,54,55,58,48,30,76,50,83,64,59,52,40,69,85,77,98,96,68,64,139,101,121,117,142,59,80,170,181,192,159,180,131,69,207,171,212,191,215,152,102,211,239,222,231,292,89,85,185,205,189,162,169,136,85,203,193,190,128,181,91,76,167,161,175,147,151,88,75,140,168,148,100,60,2,0,2,1
"26",3074745,"SONORA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,3,4,3,1,5,4,0,2,5,1,3,1,7,2,11,14,16,6,7,5,3,18,9,13,13,14,14,7,9,14,21,9,20,9,15,35,15,17,33,23,32,26,64,56,44,40,58,46,29,76,65,108,85,107,66,61,158,126,112,135,144,121,89,216,226,210,215,170,147,125,248,242,236,229,249,160,108,259,256,249,261,248,153,119,292,291,304,264,299,189,157,343,348,312,279,266,135,106,268,286,230,267,189,90,100,259,207,167,88,16,1,0,5,0
"27",2572287,"TABASCO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,3,12,3,5,11,1,9,10,11,9,15,20,3,9,7,13,18,11,15,19,27,30,47,39,43,56,48,40,72,84,65,63,65,43,41,59,58,50,84,54,48,46,85,72,95,104,81,53,65,115,87,116,127,145,86,80,122,106,162,142,138,97,83,175,197,224,222,171,103,73,205,160,180,189,177,132,109,284,293,317,274,367,181,105,312,312,310,318,297,194,105,274,277,287,319,256,194,149,389,403,401,420,337,146,131,302,333,376,391,278,162,98,85,0
"28",3650602,"TAMAULIPAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1,1,0,0,1,3,3,4,5,8,1,9,3,4,10,7,3,5,9,5,9,14,19,16,28,31,14,11,25,19,29,33,26,40,34,27,42,35,18,31,31,25,43,35,47,44,31,27,22,43,48,40,35,63,48,17,63,51,69,71,88,68,34,114,115,106,63,96,68,48,131,97,80,94,101,79,65,135,125,170,125,228,131,114,239,288,189,205,214,183,116,298,281,286,357,375,177,134,343,245,273,237,213,81,85,115,110,233,179,115,17,1,1,1
"29",1380011,"TLAXCALA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0,4,1,0,2,6,8,7,6,1,6,6,2,5,7,4,7,6,3,10,9,11,7,12,15,21,13,14,24,8,16,9,16,7,25,16,23,17,20,20,16,36,37,39,21,37,29,25,42,50,41,50,43,28,16,59,37,39,44,45,39,25,64,46,59,55,48,34,26,68,53,61,53,55,26,30,62,55,74,55,48,34,28,64,77,73,62,86,25,48,85,89,68,93,70,20,44,60,82,41,49,30,12,5,0,1
"30",8539862,"VERACRUZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,5,1,1,0,4,2,2,5,1,1,1,4,2,10,6,8,2,2,6,11,5,12,9,14,9,14,13,30,39,35,18,18,37,46,29,51,48,44,30,68,74,74,63,66,65,58,94,104,109,120,104,79,70,139,123,131,169,192,132,87,164,150,181,174,174,115,105,211,196,183,179,185,135,112,227,182,197,233,204,109,103,212,219,233,202,186,137,136,333,306,248,256,277,166,138,367,299,296,314,322,158,160,345,366,371,355,370,165,190,331,337,242,220,93,16,2,2,0
"31",2259098,"YUCATAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,6,0,2,6,0,8,5,8,3,0,2,4,2,10,4,9,2,9,2,5,12,13,9,11,4,6,7,18,18,27,12,15,6,7,26,20,22,34,33,24,20,37,42,31,60,26,28,30,49,44,34,37,36,19,27,45,52,59,58,42,32,49,54,52,57,70,61,34,30,53,57,61,60,46,29,25,58,48,50,44,34,44,35,89,68,75,84,67,41,59,104,97,116,100,111,94,88,144,153,172,189,140,98,71,191,160,164,152,189,68,70,172,179,163,183,168,81,78,128,1
"32",1666426,"ZACATECAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,4,1,0,0,0,0,1,0,1,1,1,0,2,2,0,2,1,0,1,6,3,2,7,1,9,2,2,8,5,4,3,4,10,9,4,7,7,2,5,5,11,9,9,4,2,10,3,8,13,8,3,3,6,0,15,5,9,11,6,11,12,4,7,15,7,5,16,13,16,17,17,14,12,20,27,34,19,25,19,10,37,34,20,23,16,11,9,22,29,24,32,30,16,24,43,53,46,46,49,21,20,58,45,52,37,45,53,8,3,0
"000",127792286,"Nacional",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,2,0,2,1,0,1,4,1,9,27,28,60,50,36,68,93,102,109,100,66,48,129,164,140,172,211,159,142,312,278,325,303,336,220,226,538,461,522,408,492,409,428,854,842,874,899,1026,729,673,1370,1320,1254,1340,1521,969,946,1732,1714,1703,1700,1327,1315,1206,2422,2001,2203,2293,2311,1452,1347,2835,2774,3008,2946,3350,2076,1557,3867,3405,3700,3773,3808,2161,1764,4444,4128,4294,4057,4162,2640,1997,5118,4589,4776,4726,4854,2863,2240,5936,5522,5484,5205,5406,2920,2468,6272,6148,5860,5773,5839,3360,2330,6546,6296,5972,5850,5962,3340,2636,6703,6373,6547,5917,5948,2916,2340,6134,5812,5194,4274,3213,1202,666,638,36
