estado,fecha,casos_acumulados_um,casos_acumulados_res,muertes_acumuladas_um,muertes_acumuladas_res,casos_nuevos_um,casos_nuevos_res,muertes_nuevas_um,muertes_nuevas_res
Michoacán,2020-06-16,3719,3666,307,308,61,64,20,19
Michoacán,2020-06-17,4040,3984,324,325,321,318,17,17
Michoacán,2020-06-18,4232,4175,341,342,192,191,17,17
Michoacán,2020-06-19,4340,4283,353,355,108,108,12,13
Michoacán,2020-06-20,4536,4477,361,363,196,194,8,8
Morelos,2020-03-20,2,NA,0,NA,2,NA,0,NA
Morelos,2020-03-21,2,NA,0,NA,0,NA,0,NA
Morelos,2020-03-22,2,NA,0,NA,0,NA,0,NA
Morelos,2020-03-23,2,NA,0,NA,0,NA,0,NA
Morelos,2020-03-24,2,NA,0,NA,0,NA,0,NA
Morelos,2020-03-25,2,NA,0,NA,0,NA,0,NA
Morelos,2020-03-26,4,NA,0,NA,2,NA,0,NA
Morelos,2020-03-27,4,NA,0,NA,0,NA,0,NA
Morelos,2020-03-28,4,NA,0,NA,0,NA,0,NA
Morelos,2020-03-29,6,NA,1,NA,2,NA,1,NA
Morelos,2020-03-30,6,NA,1,NA,0,NA,0,NA
Morelos,2020-03-31,7,NA,1,NA,1,NA,0,NA
Morelos,2020-04-01,9,NA,1,NA,2,NA,0,NA
Morelos,2020-04-02,9,NA,3,NA,0,NA,2,NA
Morelos,2020-04-03,12,NA,3,NA,3,NA,0,NA
Morelos,2020-04-04,14,NA,3,NA,2,NA,0,NA
Morelos,2020-04-05,15,NA,3,NA,1,NA,0,NA
Morelos,2020-04-06,17,NA,3,NA,2,NA,0,NA
Morelos,2020-04-07,24,NA,4,NA,7,NA,1,NA
Morelos,2020-04-08,26,NA,5,NA,2,NA,1,NA
Morelos,2020-04-09,35,NA,7,NA,9,NA,2,NA
Morelos,2020-04-10,35,NA,7,NA,0,NA,0,NA
Morelos,2020-04-11,40,NA,7,NA,5,NA,0,NA
Morelos,2020-04-12,44,48,7,7,4,NA,0,NA
Morelos,2020-04-13,49,54,7,7,5,6,0,0
Morelos,2020-04-14,53,58,9,9,4,4,2,2
Morelos,2020-04-15,56,62,10,10,3,4,1,1
Morelos,2020-04-16,58,65,10,10,2,3,0,0
Morelos,2020-04-17,73,81,10,10,15,16,0,0
Morelos,2020-04-18,77,86,11,11,4,5,1,1
Morelos,2020-04-19,82,91,12,12,5,5,1,1
Morelos,2020-04-20,85,95,12,12,3,4,0,0
Morelos,2020-04-21,89,99,14,15,4,4,2,3
Morelos,2020-04-22,96,106,18,19,7,7,4,4
Morelos,2020-04-23,112,123,20,21,16,17,2,2
Morelos,2020-04-24,135,146,24,25,23,23,4,4
Morelos,2020-04-25,158,169,25,26,23,23,1,1
Morelos,2020-04-26,178,190,27,28,20,21,2,2
Morelos,2020-04-27,181,194,27,28,3,4,0,0
Morelos,2020-04-28,229,244,28,29,48,50,1,1
Morelos,2020-04-29,261,278,30,31,32,34,2,2
Morelos,2020-04-30,307,324,36,37,46,46,6,6
Morelos,2020-05-01,349,366,43,44,42,42,7,7
Morelos,2020-05-02,400,417,46,47,51,51,3,3
Morelos,2020-05-03,413,430,49,50,13,13,3,3
Morelos,2020-05-04,487,501,57,59,74,71,8,9
Morelos,2020-05-05,539,554,69,71,52,53,12,12
Morelos,2020-05-06,597,612,74,76,58,58,5,5
Morelos,2020-05-07,642,656,84,86,45,44,10,10
Morelos,2020-05-08,697,713,93,95,55,57,9,9
Morelos,2020-05-09,760,775,99,101,63,62,6,6
Morelos,2020-05-10,786,803,99,101,26,28,0,0
Morelos,2020-05-11,801,820,99,101,15,17,0,0
Morelos,2020-05-12,856,874,125,127,55,54,26,26
Morelos,2020-05-13,895,915,134,135,39,41,9,8
Morelos,2020-05-14,960,979,139,140,65,64,5,5
Morelos,2020-05-15,999,1021,142,143,39,42,3,3
Morelos,2020-05-16,1012,1031,144,145,13,10,2,2
Morelos,2020-05-17,1070,1090,150,151,58,59,6,6
Morelos,2020-05-18,1074,1097,150,151,4,7,0,0
Morelos,2020-05-19,1073,1099,182,183,-1,2,32,32
Morelos,2020-05-20,1087,1115,205,206,14,16,23,23
Morelos,2020-05-21,1132,1164,210,212,45,49,5,6
Morelos,2020-05-22,1102,1134,228,228,-30,-30,18,16
Morelos,2020-05-23,1134,1171,238,238,32,37,10,10
Morelos,2020-05-24,1178,1213,236,236,44,42,-2,-2
Morelos,2020-05-25,1196,1232,239,238,18,19,3,2
Morelos,2020-05-26,1181,1220,248,248,-15,-12,9,10
Morelos,2020-05-27,1218,1264,250,251,37,44,2,3
Morelos,2020-05-28,1254,1302,259,259,36,38,9,8
Morelos,2020-05-29,1280,1333,262,262,26,31,3,3
Morelos,2020-05-30,1341,1391,262,262,61,58,0,0
Morelos,2020-05-31,1341,1391,265,265,0,0,3,3
Morelos,2020-06-01,1347,1397,270,270,6,6,5,5
Morelos,2020-06-02,1380,1438,273,273,33,41,3,3
Morelos,2020-06-03,1405,1464,281,282,25,26,8,9
Morelos,2020-06-04,1423,1491,288,289,18,27,7,7
Morelos,2020-06-05,1475,1540,295,294,52,49,7,5
Morelos,2020-06-06,1508,1574,296,295,33,34,1,1
Morelos,2020-06-07,1544,1608,298,297,36,34,2,2
Morelos,2020-06-08,1544,1610,298,298,0,2,0,1
Morelos,2020-06-09,1571,1643,312,312,27,33,14,14
Morelos,2020-06-10,1637,1715,319,320,66,72,7,8
Morelos,2020-06-11,1677,1758,326,327,40,43,7,7
Morelos,2020-06-12,1725,1808,334,335,48,50,8,8
Morelos,2020-06-13,1755,1841,334,336,30,33,0,1
Morelos,2020-06-14,1789,1875,335,337,34,34,1,1
Morelos,2020-06-15,1807,1893,336,338,18,18,1,1
Morelos,2020-06-16,1838,1925,349,351,31,32,13,13
Morelos,2020-06-17,1896,1980,355,356,58,55,6,5
Morelos,2020-06-18,1945,2030,361,362,49,50,6,6
Morelos,2020-06-19,1982,2069,366,366,37,39,5,4
Morelos,2020-06-20,2017,2104,372,372,35,35,6,6
Nayarit,2020-03-21,1,NA,0,NA,1,NA,0,NA
Nayarit,2020-03-22,1,NA,0,NA,0,NA,0,NA
Nayarit,2020-03-23,1,NA,0,NA,0,NA,0,NA
Nayarit,2020-03-24,1,NA,0,NA,0,NA,0,NA
Nayarit,2020-03-25,4,NA,0,NA,3,NA,0,NA
Nayarit,2020-03-26,4,NA,0,NA,0,NA,0,NA
Nayarit,2020-03-27,5,NA,0,NA,1,NA,0,NA
Nayarit,2020-03-28,5,NA,0,NA,0,NA,0,NA
Nayarit,2020-03-29,5,NA,0,NA,0,NA,0,NA
Nayarit,2020-03-30,6,NA,0,NA,1,NA,0,NA
Nayarit,2020-03-31,6,NA,0,NA,0,NA,0,NA
Nayarit,2020-04-01,8,NA,1,NA,2,NA,1,NA
Nayarit,2020-04-02,8,NA,1,NA,0,NA,0,NA
Nayarit,2020-04-03,8,NA,1,NA,0,NA,0,NA
Nayarit,2020-04-04,9,NA,1,NA,1,NA,0,NA
Nayarit,2020-04-05,9,NA,1,NA,0,NA,0,NA
Nayarit,2020-04-06,10,NA,1,NA,1,NA,0,NA
Nayarit,2020-04-07,10,NA,1,NA,0,NA,0,NA
Nayarit,2020-04-08,12,NA,1,NA,2,NA,0,NA
Nayarit,2020-04-09,16,NA,3,NA,4,NA,2,NA
Nayarit,2020-04-10,19,NA,3,NA,3,NA,0,NA
Nayarit,2020-04-11,21,NA,4,NA,2,NA,1,NA
Nayarit,2020-04-12,22,24,4,4,1,NA,0,NA
Nayarit,2020-04-13,25,27,4,4,3,3,0,0
Nayarit,2020-04-14,25,28,4,4,0,1,0,0
Nayarit,2020-04-15,27,29,5,5,2,1,1,1
Nayarit,2020-04-16,29,31,5,5,2,2,0,0
Nayarit,2020-04-17,31,35,5,5,2,4,0,0
Nayarit,2020-04-18,33,37,5,5,2,2,0,0
Nayarit,2020-04-19,35,39,5,5,2,2,0,0
Nayarit,2020-04-20,37,41,5,5,2,2,0,0
Nayarit,2020-04-21,41,45,5,5,4,4,0,0
Nayarit,2020-04-22,43,47,6,6,2,2,1,1
Nayarit,2020-04-23,49,54,7,7,6,7,1,1
Nayarit,2020-04-24,51,56,7,7,2,2,0,0
Nayarit,2020-04-25,53,59,7,7,2,3,0,0
Nayarit,2020-04-26,57,63,7,7,4,4,0,0
Nayarit,2020-04-27,58,64,7,7,1,1,0,0
Nayarit,2020-04-28,61,67,11,11,3,3,4,4
Nayarit,2020-04-29,66,72,12,12,5,5,1,1
Nayarit,2020-04-30,86,93,12,12,20,21,0,0
Nayarit,2020-05-01,89,96,12,12,3,3,0,0
Nayarit,2020-05-02,99,106,12,12,10,10,0,0
Nayarit,2020-05-03,107,115,12,12,8,9,0,0
Nayarit,2020-05-04,116,124,13,13,9,9,1,1
Nayarit,2020-05-05,124,133,17,16,8,9,4,3
Nayarit,2020-05-06,142,151,20,19,18,18,3,3
Nayarit,2020-05-07,170,179,20,19,28,28,0,0
Nayarit,2020-05-08,193,206,21,21,23,27,1,2
Nayarit,2020-05-09,199,211,22,20,6,5,1,-1
Nayarit,2020-05-10,208,220,23,21,9,9,1,1
Nayarit,2020-05-11,224,238,23,21,16,18,0,0
Nayarit,2020-05-12,233,247,25,23,9,9,2,2
Nayarit,2020-05-13,237,252,26,24,4,5,1,1
Nayarit,2020-05-14,260,275,26,24,23,23,0,0
Nayarit,2020-05-15,273,287,26,25,13,12,0,1
Nayarit,2020-05-16,291,307,29,28,18,20,3,3
Nayarit,2020-05-17,300,316,30,29,9,9,1,1
Nayarit,2020-05-18,308,324,31,30,8,8,1,1
Nayarit,2020-05-19,320,335,35,33,12,11,4,3
Nayarit,2020-05-20,335,349,37,35,15,14,2,2
Nayarit,2020-05-21,348,362,38,35,13,13,1,0
Nayarit,2020-05-22,364,381,40,38,16,19,2,3
Nayarit,2020-05-23,386,404,41,39,22,23,1,1
Nayarit,2020-05-24,401,421,42,40,15,17,1,1
Nayarit,2020-05-25,420,439,42,40,19,18,0,0
Nayarit,2020-05-26,437,457,45,43,17,18,3,3
Nayarit,2020-05-27,457,476,46,44,20,19,1,1
Nayarit,2020-05-28,479,503,49,47,22,27,3,3
Nayarit,2020-05-29,500,524,51,49,21,21,2,2
Nayarit,2020-05-30,526,552,52,50,26,28,1,1
Nayarit,2020-05-31,555,580,53,51,29,28,1,1
Nayarit,2020-06-01,597,620,59,57,42,40,6,6
Nayarit,2020-06-02,610,638,68,68,13,18,9,11
Nayarit,2020-06-03,624,654,75,75,14,16,7,7
Nayarit,2020-06-04,665,695,78,78,41,41,3,3
Nayarit,2020-06-05,692,722,81,81,27,27,3,3
Nayarit,2020-06-06,721,752,85,85,29,30,4,4
Nayarit,2020-06-07,756,786,86,87,35,34,1,2
Nayarit,2020-06-08,781,814,87,88,25,28,1,1
Nayarit,2020-06-09,804,838,90,91,23,24,3,3
Nayarit,2020-06-10,835,870,96,97,31,32,6,6
Nayarit,2020-06-11,871,907,101,103,36,37,5,6
Nayarit,2020-06-12,913,951,108,111,42,44,7,8
Nayarit,2020-06-13,947,985,110,113,34,34,2,2
Nayarit,2020-06-14,984,1023,111,114,37,38,1,1
Nayarit,2020-06-15,1000,1039,113,115,16,16,2,1
Nayarit,2020-06-16,1045,1085,125,125,45,46,12,10
Nayarit,2020-06-17,1088,1131,126,126,43,46,1,1
Nayarit,2020-06-18,1127,1169,137,137,39,38,11,11
Nayarit,2020-06-19,1170,1216,140,140,43,47,3,3
Nayarit,2020-06-20,1221,1266,144,144,51,50,4,4
Nuevo León,2020-03-12,1,NA,0,NA,1,NA,0,NA
Nuevo León,2020-03-13,1,NA,0,NA,0,NA,0,NA
Nuevo León,2020-03-14,3,NA,0,NA,2,NA,0,NA
Nuevo León,2020-03-15,5,NA,0,NA,2,NA,0,NA
Nuevo León,2020-03-16,13,NA,0,NA,8,NA,0,NA
Nuevo León,2020-03-17,14,NA,0,NA,1,NA,0,NA
Nuevo León,2020-03-18,19,NA,0,NA,5,NA,0,NA
Nuevo León,2020-03-19,19,NA,0,NA,0,NA,0,NA
Nuevo León,2020-03-20,29,NA,0,NA,10,NA,0,NA
Nuevo León,2020-03-21,32,NA,0,NA,3,NA,0,NA
Nuevo León,2020-03-22,35,NA,0,NA,3,NA,0,NA
Nuevo León,2020-03-23,40,NA,0,NA,5,NA,0,NA
Nuevo León,2020-03-24,52,NA,0,NA,12,NA,0,NA
Nuevo León,2020-03-25,52,NA,0,NA,0,NA,0,NA
Nuevo León,2020-03-26,57,NA,0,NA,5,NA,0,NA
Nuevo León,2020-03-27,64,NA,0,NA,7,NA,0,NA
Nuevo León,2020-03-28,64,NA,0,NA,0,NA,0,NA
Nuevo León,2020-03-29,67,NA,0,NA,3,NA,0,NA
Nuevo León,2020-03-30,75,NA,0,NA,8,NA,0,NA
Nuevo León,2020-03-31,76,NA,0,NA,1,NA,0,NA
Nuevo León,2020-04-01,78,NA,0,NA,2,NA,0,NA
Nuevo León,2020-04-02,84,NA,0,NA,6,NA,0,NA
Nuevo León,2020-04-03,85,NA,0,NA,1,NA,0,NA
Nuevo León,2020-04-04,88,NA,1,NA,3,NA,1,NA
Nuevo León,2020-04-05,91,NA,2,NA,3,NA,1,NA
Nuevo León,2020-04-06,93,NA,3,NA,2,NA,1,NA
Nuevo León,2020-04-07,93,NA,4,NA,0,NA,1,NA
Nuevo León,2020-04-08,98,NA,4,NA,5,NA,0,NA
Nuevo León,2020-04-09,107,NA,5,NA,9,NA,1,NA
Nuevo León,2020-04-10,110,NA,5,NA,3,NA,0,NA
Nuevo León,2020-04-11,119,NA,5,NA,9,NA,0,NA
Nuevo León,2020-04-12,124,119,5,4,5,NA,0,NA
Nuevo León,2020-04-13,132,127,5,4,8,8,0,0
Nuevo León,2020-04-14,136,131,5,4,4,4,0,0
Nuevo León,2020-04-15,150,145,5,4,14,14,0,0
Nuevo León,2020-04-16,159,156,5,4,9,11,0,0
Nuevo León,2020-04-17,159,156,5,4,0,0,0,0
Nuevo León,2020-04-18,172,169,6,5,13,13,1,1
Nuevo León,2020-04-19,184,174,6,5,12,5,0,0
Nuevo León,2020-04-20,202,193,6,5,18,19,0,0
Nuevo León,2020-04-21,203,194,6,5,1,1,0,0
Nuevo León,2020-04-22,221,211,6,5,18,17,0,0
Nuevo León,2020-04-23,259,249,7,6,38,38,1,1
Nuevo León,2020-04-24,270,260,9,8,11,11,2,2
Nuevo León,2020-04-25,282,271,9,8,12,11,0,0
Nuevo León,2020-04-26,287,276,9,8,5,5,0,0
Nuevo León,2020-04-27,295,284,10,9,8,8,1,1
Nuevo León,2020-04-28,310,299,12,11,15,15,2,2
Nuevo León,2020-04-29,324,313,13,12,14,14,1,1
Nuevo León,2020-04-30,346,334,16,15,22,21,3,3
Nuevo León,2020-05-01,376,366,17,16,30,32,1,1
Nuevo León,2020-05-02,415,406,19,18,39,40,2,2
Nuevo León,2020-05-03,428,418,20,19,13,12,1,1
Nuevo León,2020-05-04,451,442,23,22,23,24,3,3
Nuevo León,2020-05-05,478,469,25,24,27,27,2,2
Nuevo León,2020-05-06,520,511,28,27,42,42,3,3
Nuevo León,2020-05-07,574,566,32,31,54,55,4,4
Nuevo León,2020-05-08,609,601,33,32,35,35,1,1
Nuevo León,2020-05-09,616,607,33,32,7,6,0,0
Nuevo León,2020-05-10,650,641,33,32,34,34,0,0
Nuevo León,2020-05-11,672,664,33,32,22,23,0,0
Nuevo León,2020-05-12,694,687,36,35,22,23,3,3
Nuevo León,2020-05-13,724,717,39,38,30,30,3,3
Nuevo León,2020-05-14,762,755,42,41,38,38,3,3
Nuevo León,2020-05-15,784,776,49,48,22,21,7,7
Nuevo León,2020-05-16,800,791,49,48,16,15,0,0
Nuevo León,2020-05-17,868,860,49,48,68,69,0,0
Nuevo León,2020-05-18,884,876,49,48,16,16,0,0
Nuevo León,2020-05-19,963,957,54,54,79,81,5,6
Nuevo León,2020-05-20,1023,1016,56,56,60,59,2,2
Nuevo León,2020-05-21,1043,1036,58,58,20,20,2,2
Nuevo León,2020-05-22,1095,1089,62,62,52,53,4,4
Nuevo León,2020-05-23,1125,1120,62,62,30,31,0,0
Nuevo León,2020-05-24,1154,1149,62,62,29,29,0,0
Nuevo León,2020-05-25,1174,1168,67,68,20,19,5,6
Nuevo León,2020-05-26,1227,1222,71,72,53,54,4,4
Nuevo León,2020-05-27,1293,1288,76,77,66,66,5,5
Nuevo León,2020-05-28,1329,1324,80,82,36,36,4,5
Nuevo León,2020-05-29,1366,1361,85,86,37,37,5,4
Nuevo León,2020-05-30,1377,1372,87,88,11,11,2,2
Nuevo León,2020-05-31,1423,1419,88,90,46,47,1,2
Nuevo León,2020-06-01,1488,1481,96,98,65,62,8,8
Nuevo León,2020-06-02,1530,1523,99,101,42,42,3,3
Nuevo León,2020-06-03,1634,1626,103,105,104,103,4,4
Nuevo León,2020-06-04,1734,1725,105,107,100,99,2,2
Nuevo León,2020-06-05,1766,1758,109,111,32,33,4,4
Nuevo León,2020-06-06,1807,1798,126,128,41,40,17,17
Nuevo León,2020-06-07,1926,1915,130,132,119,117,4,4
Nuevo León,2020-06-08,1978,1967,130,132,52,52,0,0
Nuevo León,2020-06-09,2019,2010,131,133,41,43,1,1
Nuevo León,2020-06-10,2128,2121,136,138,109,111,5,5
Nuevo León,2020-06-11,2229,2222,152,154,101,101,16,16
Nuevo León,2020-06-12,2340,2333,156,158,111,111,4,4
Nuevo León,2020-06-13,2462,2456,165,167,122,123,9,9
Nuevo León,2020-06-14,2552,2546,165,167,90,90,0,0
Nuevo León,2020-06-15,2895,2884,180,183,343,338,15,16
Nuevo León,2020-06-16,3003,2991,188,191,108,107,8,8
Nuevo León,2020-06-17,3257,3245,196,199,254,254,8,8
Nuevo León,2020-06-18,3414,3400,215,218,157,155,19,19
Nuevo León,2020-06-19,3491,3478,228,231,77,78,13,13
Nuevo León,2020-06-20,3647,3634,235,238,156,156,7,7
Oaxaca,2020-03-14,1,NA,0,NA,1,NA,0,NA
Oaxaca,2020-03-15,2,NA,0,NA,1,NA,0,NA
Oaxaca,2020-03-16,2,NA,0,NA,0,NA,0,NA
Oaxaca,2020-03-17,2,NA,0,NA,0,NA,0,NA
Oaxaca,2020-03-18,2,NA,0,NA,0,NA,0,NA
Oaxaca,2020-03-19,2,NA,0,NA,0,NA,0,NA
Oaxaca,2020-03-20,2,NA,0,NA,0,NA,0,NA
Oaxaca,2020-03-21,2,NA,0,NA,0,NA,0,NA
Oaxaca,2020-03-22,3,NA,0,NA,1,NA,0,NA
Oaxaca,2020-03-23,4,NA,0,NA,1,NA,0,NA
Oaxaca,2020-03-24,4,NA,0,NA,0,NA,0,NA
Oaxaca,2020-03-25,7,NA,0,NA,3,NA,0,NA
Oaxaca,2020-03-26,8,NA,0,NA,1,NA,0,NA
Oaxaca,2020-03-27,11,NA,0,NA,3,NA,0,NA
Oaxaca,2020-03-28,12,NA,0,NA,1,NA,0,NA
Oaxaca,2020-03-29,14,NA,0,NA,2,NA,0,NA
Oaxaca,2020-03-30,14,NA,1,NA,0,NA,1,NA
Oaxaca,2020-03-31,14,NA,1,NA,0,NA,0,NA
Oaxaca,2020-04-01,22,NA,1,NA,8,NA,0,NA
Oaxaca,2020-04-02,22,NA,1,NA,0,NA,0,NA
Oaxaca,2020-04-03,22,NA,1,NA,0,NA,0,NA
Oaxaca,2020-04-04,22,NA,1,NA,0,NA,0,NA
Oaxaca,2020-04-05,25,NA,1,NA,3,NA,0,NA
Oaxaca,2020-04-06,27,NA,1,NA,2,NA,0,NA
Oaxaca,2020-04-07,35,NA,1,NA,8,NA,0,NA
Oaxaca,2020-04-08,37,NA,1,NA,2,NA,0,NA
Oaxaca,2020-04-09,40,NA,1,NA,3,NA,0,NA
Oaxaca,2020-04-10,41,NA,2,NA,1,NA,1,NA
Oaxaca,2020-04-11,43,NA,2,NA,2,NA,0,NA
Oaxaca,2020-04-12,43,44,3,3,0,NA,1,NA
Oaxaca,2020-04-13,44,44,4,3,1,0,1,0
Oaxaca,2020-04-14,46,46,5,4,2,2,1,1
Oaxaca,2020-04-15,50,50,5,4,4,4,0,0
Oaxaca,2020-04-16,53,54,5,4,3,4,0,0
Oaxaca,2020-04-17,56,57,5,4,3,3,0,0
Oaxaca,2020-04-18,62,63,6,6,6,6,1,2
Oaxaca,2020-04-19,63,64,6,6,1,1,0,0
Oaxaca,2020-04-20,69,70,6,6,6,6,0,0
Oaxaca,2020-04-21,72,73,7,7,3,3,1,1
Oaxaca,2020-04-22,80,81,8,8,8,8,1,1
Oaxaca,2020-04-23,86,87,9,9,6,6,1,1
Oaxaca,2020-04-24,87,89,11,11,1,2,2,2
Oaxaca,2020-04-25,102,104,13,13,15,15,2,2
Oaxaca,2020-04-26,105,106,15,15,3,2,2,2
Oaxaca,2020-04-27,116,117,15,15,11,11,0,0
Oaxaca,2020-04-28,119,121,17,17,3,4,2,2
Oaxaca,2020-04-29,128,130,18,18,9,9,1,1
Oaxaca,2020-04-30,136,138,19,19,8,8,1,1
Oaxaca,2020-05-01,145,147,20,20,9,9,1,1
Oaxaca,2020-05-02,162,163,22,22,17,16,2,2
Oaxaca,2020-05-03,164,166,23,23,2,3,1,1
Oaxaca,2020-05-04,170,172,24,24,6,6,1,1
Oaxaca,2020-05-05,182,185,27,27,12,13,3,3
Oaxaca,2020-05-06,197,202,30,31,15,17,3,4
Oaxaca,2020-05-07,207,212,32,34,10,10,2,3
Oaxaca,2020-05-08,213,217,37,38,6,5,5,4
Oaxaca,2020-05-09,221,225,40,41,8,8,3,3
Oaxaca,2020-05-10,244,250,45,47,23,25,5,6
Oaxaca,2020-05-11,252,258,45,47,8,8,0,0
Oaxaca,2020-05-12,265,271,51,52,13,13,6,5
Oaxaca,2020-05-13,285,291,54,55,20,20,3,3
Oaxaca,2020-05-14,320,326,58,59,35,35,4,4
Oaxaca,2020-05-15,363,369,63,64,43,43,5,5
Oaxaca,2020-05-16,411,416,67,68,48,47,4,4
Oaxaca,2020-05-17,439,445,69,70,28,29,2,2
Oaxaca,2020-05-18,598,606,75,76,159,161,6,6
Oaxaca,2020-05-19,682,692,78,79,84,86,3,3
Oaxaca,2020-05-20,733,743,84,85,51,51,6,6
Oaxaca,2020-05-21,797,808,89,90,64,65,5,5
Oaxaca,2020-05-22,889,902,93,94,92,94,4,4
Oaxaca,2020-05-23,951,964,93,94,62,62,0,0
Oaxaca,2020-05-24,988,1001,100,101,37,37,7,7
Oaxaca,2020-05-25,1054,1070,106,107,66,69,6,6
Oaxaca,2020-05-26,1092,1109,114,115,38,39,8,8
Oaxaca,2020-05-27,1127,1144,121,122,35,35,7,7
Oaxaca,2020-05-28,1169,1186,130,131,42,42,9,9
Oaxaca,2020-05-29,1233,1251,141,143,64,65,11,12
Oaxaca,2020-05-30,1315,1333,148,150,82,82,7,7
Oaxaca,2020-05-31,1397,1416,152,154,82,83,4,4
Oaxaca,2020-06-01,1490,1512,162,164,93,96,10,10
Oaxaca,2020-06-02,1599,1623,166,168,109,111,4,4
Oaxaca,2020-06-03,1746,1771,198,201,147,148,32,33
Oaxaca,2020-06-04,1856,1883,205,208,110,112,7,7
Oaxaca,2020-06-05,1970,2000,215,218,114,117,10,10
Oaxaca,2020-06-06,2062,2092,224,227,92,92,9,9
Oaxaca,2020-06-07,2181,2210,232,235,119,118,8,8
Oaxaca,2020-06-08,2293,2323,236,239,112,113,4,4
Oaxaca,2020-06-09,2363,2392,250,253,70,69,14,14
Oaxaca,2020-06-10,2420,2452,266,269,57,60,16,16
Oaxaca,2020-06-11,2498,2537,289,292,78,85,23,23
Oaxaca,2020-06-12,2748,2798,320,323,250,261,31,31
Oaxaca,2020-06-13,2888,2938,331,334,140,140,11,11
Oaxaca,2020-06-14,3024,3078,340,343,136,140,9,9
Oaxaca,2020-06-15,3142,3194,362,365,118,116,22,22
Oaxaca,2020-06-16,3263,3318,385,388,121,124,23,23
Oaxaca,2020-06-17,3391,3450,397,400,128,132,12,12
Oaxaca,2020-06-18,3506,3566,417,420,115,116,20,20
Oaxaca,2020-06-19,3710,3771,428,431,204,205,11,11
Oaxaca,2020-06-20,3840,3906,438,443,130,135,10,12
Puebla,2020-03-11,1,NA,0,NA,1,NA,0,NA
Puebla,2020-03-12,1,NA,0,NA,0,NA,0,NA
Puebla,2020-03-13,2,NA,0,NA,1,NA,0,NA
Puebla,2020-03-14,3,NA,0,NA,1,NA,0,NA
Puebla,2020-03-15,6,NA,0,NA,3,NA,0,NA
Puebla,2020-03-16,8,NA,0,NA,2,NA,0,NA
Puebla,2020-03-17,9,NA,0,NA,1,NA,0,NA
Puebla,2020-03-18,9,NA,0,NA,0,NA,0,NA
Puebla,2020-03-19,11,NA,0,NA,2,NA,0,NA
Puebla,2020-03-20,14,NA,0,NA,3,NA,0,NA
Puebla,2020-03-21,16,NA,0,NA,2,NA,0,NA
Puebla,2020-03-22,16,NA,0,NA,0,NA,0,NA
Puebla,2020-03-23,16,NA,0,NA,0,NA,0,NA
Puebla,2020-03-24,22,NA,0,NA,6,NA,0,NA
Puebla,2020-03-25,34,NA,0,NA,12,NA,0,NA
Puebla,2020-03-26,45,NA,0,NA,11,NA,0,NA
Puebla,2020-03-27,51,NA,0,NA,6,NA,0,NA
Puebla,2020-03-28,52,NA,0,NA,1,NA,0,NA
Puebla,2020-03-29,66,NA,1,NA,14,NA,1,NA
Puebla,2020-03-30,76,NA,1,NA,10,NA,0,NA
Puebla,2020-03-31,81,NA,1,NA,5,NA,0,NA
Puebla,2020-04-01,97,NA,1,NA,16,NA,0,NA
Puebla,2020-04-02,100,NA,1,NA,3,NA,0,NA
Puebla,2020-04-03,109,NA,1,NA,9,NA,0,NA
Puebla,2020-04-04,125,NA,1,NA,16,NA,0,NA
Puebla,2020-04-05,147,NA,1,NA,22,NA,0,NA
Puebla,2020-04-06,156,NA,2,NA,9,NA,1,NA
Puebla,2020-04-07,179,NA,4,NA,23,NA,2,NA
Puebla,2020-04-08,183,NA,9,NA,4,NA,5,NA
Puebla,2020-04-09,198,NA,10,NA,15,NA,1,NA
Puebla,2020-04-10,214,NA,15,NA,16,NA,5,NA
Puebla,2020-04-11,243,NA,18,NA,29,NA,3,NA
Puebla,2020-04-12,256,255,20,20,13,NA,2,NA
Puebla,2020-04-13,269,271,22,24,13,16,2,4
Puebla,2020-04-14,276,278,27,29,7,7,5,5
Puebla,2020-04-15,291,294,31,33,15,16,4,4
Puebla,2020-04-16,305,307,32,34,14,13,1,1
Puebla,2020-04-17,314,315,37,39,9,8,5,5
Puebla,2020-04-18,330,331,40,42,16,16,3,3
Puebla,2020-04-19,352,351,41,43,22,20,1,1
Puebla,2020-04-20,360,359,45,47,8,8,4,4
Puebla,2020-04-21,382,383,53,55,22,24,8,8
Puebla,2020-04-22,386,388,56,58,4,5,3,3
Puebla,2020-04-23,415,414,61,64,29,26,5,6
Puebla,2020-04-24,456,454,62,64,41,40,1,0
Puebla,2020-04-25,486,483,65,69,30,29,3,5
Puebla,2020-04-26,514,511,65,69,28,28,0,0
Puebla,2020-04-27,556,552,65,69,42,41,0,0
Puebla,2020-04-28,586,583,75,78,30,31,10,9
Puebla,2020-04-29,625,621,81,84,39,38,6,6
Puebla,2020-04-30,642,639,86,89,17,18,5,5
Puebla,2020-05-01,717,708,88,91,75,69,2,2
Puebla,2020-05-02,765,755,92,95,48,47,4,4
Puebla,2020-05-03,815,806,102,105,50,51,10,10
Puebla,2020-05-04,852,842,106,109,37,36,4,4
Puebla,2020-05-05,893,880,113,117,41,38,7,8
Puebla,2020-05-06,927,910,116,121,34,30,3,4
Puebla,2020-05-07,977,962,124,129,50,52,8,8
Puebla,2020-05-08,1030,1017,129,134,53,55,5,5
Puebla,2020-05-09,1076,1060,145,149,46,43,16,15
