estado,fecha,casos_acumulados_um,casos_acumulados_res,muertes_acumuladas_um,muertes_acumuladas_res,casos_nuevos_um,casos_nuevos_res,muertes_nuevas_um,muertes_nuevas_res
Puebla,2020-05-10,1083,1068,145,149,7,8,0,0
Puebla,2020-05-11,1134,1120,146,150,51,52,1,1
Puebla,2020-05-12,1186,1172,160,165,52,52,14,15
Puebla,2020-05-13,1226,1213,165,169,40,41,5,4
Puebla,2020-05-14,1288,1272,167,172,62,59,2,3
Puebla,2020-05-15,1353,1338,180,184,65,66,13,12
Puebla,2020-05-16,1419,1404,184,188,66,66,4,4
Puebla,2020-05-17,1461,1449,188,190,42,45,4,2
Puebla,2020-05-18,1511,1500,191,195,50,51,3,5
Puebla,2020-05-19,1624,1615,220,220,113,115,29,25
Puebla,2020-05-20,1721,1702,231,230,97,87,11,10
Puebla,2020-05-21,1828,1803,244,242,107,101,13,12
Puebla,2020-05-22,1881,1859,244,243,53,56,0,1
Puebla,2020-05-23,2036,2015,251,251,155,156,7,8
Puebla,2020-05-24,2103,2082,257,257,67,67,6,6
Puebla,2020-05-25,2185,2165,260,261,82,83,3,4
Puebla,2020-05-26,2343,2320,268,269,158,155,8,8
Puebla,2020-05-27,2475,2458,307,307,132,138,39,38
Puebla,2020-05-28,2678,2662,335,333,203,204,28,26
Puebla,2020-05-29,2866,2843,346,342,188,181,11,9
Puebla,2020-05-30,2940,2918,349,345,74,75,3,3
Puebla,2020-05-31,3076,3046,350,346,136,128,1,1
Puebla,2020-06-01,3148,3117,359,355,72,71,9,9
Puebla,2020-06-02,3280,3239,392,385,132,122,33,30
Puebla,2020-06-03,3489,3446,433,421,209,207,41,36
Puebla,2020-06-04,3658,3611,463,451,169,165,30,30
Puebla,2020-06-05,3858,3804,525,509,200,193,62,58
Puebla,2020-06-06,4068,4014,553,539,210,210,28,30
Puebla,2020-06-07,4297,4236,564,552,229,222,11,13
Puebla,2020-06-08,4436,4369,613,598,139,133,49,46
Puebla,2020-06-09,4567,4497,652,635,131,128,39,37
Puebla,2020-06-10,4818,4742,667,651,251,245,15,16
Puebla,2020-06-11,5065,4988,693,677,247,246,26,26
Puebla,2020-06-12,5241,5166,717,701,176,178,24,24
Puebla,2020-06-13,5469,5388,728,710,228,222,11,9
Puebla,2020-06-14,5662,5585,733,715,193,197,5,5
Puebla,2020-06-15,5749,5672,735,717,87,87,2,2
Puebla,2020-06-16,5984,5901,779,760,235,229,44,43
Puebla,2020-06-17,6374,6284,825,805,390,383,46,45
Puebla,2020-06-18,6688,6590,879,858,314,306,54,53
Puebla,2020-06-19,7168,7049,916,894,480,459,37,36
Puebla,2020-06-20,7455,7336,930,909,287,287,14,15
Querétaro,2020-03-11,1,NA,0,NA,1,NA,0,NA
Querétaro,2020-03-12,1,NA,0,NA,0,NA,0,NA
Querétaro,2020-03-13,4,NA,0,NA,3,NA,0,NA
Querétaro,2020-03-14,4,NA,0,NA,0,NA,0,NA
Querétaro,2020-03-15,6,NA,0,NA,2,NA,0,NA
Querétaro,2020-03-16,7,NA,0,NA,1,NA,0,NA
Querétaro,2020-03-17,7,NA,0,NA,0,NA,0,NA
Querétaro,2020-03-18,7,NA,0,NA,0,NA,0,NA
Querétaro,2020-03-19,9,NA,0,NA,2,NA,0,NA
Querétaro,2020-03-20,11,NA,0,NA,2,NA,0,NA
Querétaro,2020-03-21,14,NA,0,NA,3,NA,0,NA
Querétaro,2020-03-22,14,NA,0,NA,0,NA,0,NA
Querétaro,2020-03-23,16,NA,0,NA,2,NA,0,NA
Querétaro,2020-03-24,16,NA,0,NA,0,NA,0,NA
Querétaro,2020-03-25,18,NA,0,NA,2,NA,0,NA
Querétaro,2020-03-26,21,NA,0,NA,3,NA,0,NA
Querétaro,2020-03-27,23,NA,0,NA,2,NA,0,NA
Querétaro,2020-03-28,25,NA,0,NA,2,NA,0,NA
Querétaro,2020-03-29,26,NA,0,NA,1,NA,0,NA
Querétaro,2020-03-30,27,NA,1,NA,1,NA,1,NA
Querétaro,2020-03-31,29,NA,1,NA,2,NA,0,NA
Querétaro,2020-04-01,29,NA,1,NA,0,NA,0,NA
Querétaro,2020-04-02,32,NA,1,NA,3,NA,0,NA
Querétaro,2020-04-03,35,NA,2,NA,3,NA,1,NA
Querétaro,2020-04-04,36,NA,2,NA,1,NA,0,NA
Querétaro,2020-04-05,38,NA,2,NA,2,NA,0,NA
Querétaro,2020-04-06,40,NA,2,NA,2,NA,0,NA
Querétaro,2020-04-07,45,NA,2,NA,5,NA,0,NA
Querétaro,2020-04-08,47,NA,2,NA,2,NA,0,NA
Querétaro,2020-04-09,50,NA,2,NA,3,NA,0,NA
Querétaro,2020-04-10,55,NA,3,NA,5,NA,1,NA
Querétaro,2020-04-11,57,NA,3,NA,2,NA,0,NA
Querétaro,2020-04-12,61,59,3,3,4,NA,0,NA
Querétaro,2020-04-13,61,59,3,3,0,0,0,0
Querétaro,2020-04-14,65,63,4,4,4,4,1,1
Querétaro,2020-04-15,69,67,5,5,4,4,1,1
Querétaro,2020-04-16,76,74,5,5,7,7,0,0
Querétaro,2020-04-17,78,77,6,6,2,3,1,1
Querétaro,2020-04-18,79,79,6,6,1,2,0,0
Querétaro,2020-04-19,81,81,6,6,2,2,0,0
Querétaro,2020-04-20,85,85,6,6,4,4,0,0
Querétaro,2020-04-21,88,86,6,6,3,1,0,0
Querétaro,2020-04-22,91,90,7,7,3,4,1,1
Querétaro,2020-04-23,94,93,7,7,3,3,0,0
Querétaro,2020-04-24,104,103,7,7,10,10,0,0
Querétaro,2020-04-25,110,109,7,7,6,6,0,0
Querétaro,2020-04-26,112,111,9,9,2,2,2,2
Querétaro,2020-04-27,123,121,10,9,11,10,1,0
Querétaro,2020-04-28,125,123,12,10,2,2,2,1
Querétaro,2020-04-29,130,128,12,10,5,5,0,0
Querétaro,2020-04-30,136,133,13,11,6,5,1,1
Querétaro,2020-05-01,150,146,13,11,14,13,0,0
Querétaro,2020-05-02,158,151,15,13,8,5,2,2
Querétaro,2020-05-03,165,157,16,14,7,6,1,1
Querétaro,2020-05-04,177,165,17,15,12,8,1,1
Querétaro,2020-05-05,177,167,19,17,0,2,2,2
Querétaro,2020-05-06,189,179,19,17,12,12,0,0
Querétaro,2020-05-07,205,193,20,18,16,14,1,1
Querétaro,2020-05-08,220,208,21,18,15,15,1,0
Querétaro,2020-05-09,230,218,21,18,10,10,0,0
Querétaro,2020-05-10,248,232,22,18,18,14,1,0
Querétaro,2020-05-11,270,252,25,21,22,20,3,3
Querétaro,2020-05-12,291,273,26,23,21,21,1,2
Querétaro,2020-05-13,332,315,27,24,41,42,1,1
Querétaro,2020-05-14,359,341,30,27,27,26,3,3
Querétaro,2020-05-15,379,361,31,28,20,20,1,1
Querétaro,2020-05-16,421,396,35,31,42,35,4,3
Querétaro,2020-05-17,442,416,43,39,21,20,8,8
Querétaro,2020-05-18,480,452,45,41,38,36,2,2
Querétaro,2020-05-19,537,506,52,48,57,54,7,7
Querétaro,2020-05-20,578,544,58,53,41,38,6,5
Querétaro,2020-05-21,632,592,61,55,54,48,3,2
Querétaro,2020-05-22,675,633,69,62,43,41,8,7
Querétaro,2020-05-23,712,669,69,62,37,36,0,0
Querétaro,2020-05-24,732,688,75,67,20,19,6,5
Querétaro,2020-05-25,755,710,78,70,23,22,3,3
Querétaro,2020-05-26,788,742,84,75,33,32,6,5
Querétaro,2020-05-27,835,786,89,80,47,44,5,5
Querétaro,2020-05-28,867,812,95,84,32,26,6,4
Querétaro,2020-05-29,889,833,100,88,22,21,5,4
Querétaro,2020-05-30,937,875,104,92,48,42,4,4
Querétaro,2020-05-31,982,917,105,95,45,42,1,3
Querétaro,2020-06-01,998,933,108,97,16,16,3,2
Querétaro,2020-06-02,1026,960,114,104,28,27,6,7
Querétaro,2020-06-03,1084,1017,124,113,58,57,10,9
Querétaro,2020-06-04,1123,1050,127,115,39,33,3,2
Querétaro,2020-06-05,1181,1106,139,126,58,56,12,11
Querétaro,2020-06-06,1232,1159,145,132,51,53,6,6
Querétaro,2020-06-07,1253,1179,148,134,21,20,3,2
Querétaro,2020-06-08,1293,1218,158,141,40,39,10,7
Querétaro,2020-06-09,1330,1257,168,150,37,39,10,9
Querétaro,2020-06-10,1385,1307,170,152,55,50,2,2
Querétaro,2020-06-11,1425,1346,174,156,40,39,4,4
Querétaro,2020-06-12,1456,1375,182,163,31,29,8,7
Querétaro,2020-06-13,1485,1404,188,169,29,29,6,6
Querétaro,2020-06-14,1541,1459,195,176,56,55,7,7
Querétaro,2020-06-15,1573,1490,203,183,32,31,8,7
Querétaro,2020-06-16,1622,1533,212,192,49,43,9,9
Querétaro,2020-06-17,1662,1574,215,195,40,41,3,3
Querétaro,2020-06-18,1702,1614,221,201,40,40,6,6
Querétaro,2020-06-19,1734,1643,223,203,32,29,2,2
Querétaro,2020-06-20,1783,1691,225,206,49,48,2,3
Quintana Roo,2020-03-13,1,NA,0,NA,1,NA,0,NA
Quintana Roo,2020-03-14,1,NA,0,NA,0,NA,0,NA
Quintana Roo,2020-03-15,1,NA,0,NA,0,NA,0,NA
Quintana Roo,2020-03-16,4,NA,0,NA,3,NA,0,NA
Quintana Roo,2020-03-17,4,NA,0,NA,0,NA,0,NA
Quintana Roo,2020-03-18,6,NA,0,NA,2,NA,0,NA
Quintana Roo,2020-03-19,6,NA,0,NA,0,NA,0,NA
Quintana Roo,2020-03-20,11,NA,0,NA,5,NA,0,NA
Quintana Roo,2020-03-21,12,NA,0,NA,1,NA,0,NA
Quintana Roo,2020-03-22,12,NA,0,NA,0,NA,0,NA
Quintana Roo,2020-03-23,21,NA,0,NA,9,NA,0,NA
Quintana Roo,2020-03-24,22,NA,0,NA,1,NA,0,NA
Quintana Roo,2020-03-25,22,NA,0,NA,0,NA,0,NA
Quintana Roo,2020-03-26,29,NA,0,NA,7,NA,0,NA
Quintana Roo,2020-03-27,29,NA,0,NA,0,NA,0,NA
Quintana Roo,2020-03-28,33,NA,1,NA,4,NA,1,NA
Quintana Roo,2020-03-29,38,NA,1,NA,5,NA,0,NA
Quintana Roo,2020-03-30,43,NA,1,NA,5,NA,0,NA
Quintana Roo,2020-03-31,47,NA,1,NA,4,NA,0,NA
Quintana Roo,2020-04-01,51,NA,1,NA,4,NA,0,NA
Quintana Roo,2020-04-02,56,NA,1,NA,5,NA,0,NA
Quintana Roo,2020-04-03,65,NA,1,NA,9,NA,0,NA
Quintana Roo,2020-04-04,75,NA,2,NA,10,NA,1,NA
Quintana Roo,2020-04-05,86,NA,4,NA,11,NA,2,NA
Quintana Roo,2020-04-06,115,NA,8,NA,29,NA,4,NA
Quintana Roo,2020-04-07,135,NA,9,NA,20,NA,1,NA
Quintana Roo,2020-04-08,143,NA,10,NA,8,NA,1,NA
Quintana Roo,2020-04-09,159,NA,12,NA,16,NA,2,NA
Quintana Roo,2020-04-10,163,NA,13,NA,4,NA,1,NA
Quintana Roo,2020-04-11,216,NA,18,NA,53,NA,5,NA
Quintana Roo,2020-04-12,223,226,19,19,7,NA,1,NA
Quintana Roo,2020-04-13,239,242,22,22,16,16,3,3
Quintana Roo,2020-04-14,245,248,25,25,6,6,3,3
Quintana Roo,2020-04-15,269,272,27,27,24,24,2,2
Quintana Roo,2020-04-16,276,279,28,28,7,7,1,1
Quintana Roo,2020-04-17,280,282,31,31,4,3,3,3
Quintana Roo,2020-04-18,315,317,31,31,35,35,0,0
Quintana Roo,2020-04-19,322,325,31,31,7,8,0,0
Quintana Roo,2020-04-20,360,364,34,34,38,39,3,3
Quintana Roo,2020-04-21,393,398,47,47,33,34,13,13
Quintana Roo,2020-04-22,426,432,56,56,33,34,9,9
Quintana Roo,2020-04-23,461,468,61,61,35,36,5,5
Quintana Roo,2020-04-24,511,519,71,72,50,51,10,11
Quintana Roo,2020-04-25,540,550,76,77,29,31,5,5
Quintana Roo,2020-04-26,593,604,79,80,53,54,3,3
Quintana Roo,2020-04-27,643,653,85,86,50,49,6,6
Quintana Roo,2020-04-28,688,698,90,91,45,45,5,5
Quintana Roo,2020-04-29,701,711,108,109,13,13,18,18
Quintana Roo,2020-04-30,778,788,114,116,77,77,6,7
Quintana Roo,2020-05-01,820,830,116,118,42,42,2,2
Quintana Roo,2020-05-02,878,889,116,118,58,59,0,0
Quintana Roo,2020-05-03,900,911,118,120,22,22,2,2
Quintana Roo,2020-05-04,912,922,119,121,12,11,1,1
Quintana Roo,2020-05-05,944,955,142,144,32,33,23,23
Quintana Roo,2020-05-06,970,980,158,160,26,25,16,16
Quintana Roo,2020-05-07,989,999,168,169,19,19,10,9
Quintana Roo,2020-05-08,1022,1032,175,177,33,33,7,8
Quintana Roo,2020-05-09,1062,1071,182,184,40,39,7,7
Quintana Roo,2020-05-10,1072,1081,183,185,10,10,1,1
Quintana Roo,2020-05-11,1109,1118,192,193,37,37,9,8
Quintana Roo,2020-05-12,1135,1144,211,211,26,26,19,18
Quintana Roo,2020-05-13,1168,1177,222,222,33,33,11,11
Quintana Roo,2020-05-14,1217,1227,229,229,49,50,7,7
Quintana Roo,2020-05-15,1247,1257,234,234,30,30,5,5
Quintana Roo,2020-05-16,1278,1289,242,242,31,32,8,8
Quintana Roo,2020-05-17,1305,1315,246,246,27,26,4,4
Quintana Roo,2020-05-18,1336,1346,253,253,31,31,7,7
Quintana Roo,2020-05-19,1355,1365,262,263,19,19,9,10
Quintana Roo,2020-05-20,1382,1392,271,272,27,27,9,9
Quintana Roo,2020-05-21,1440,1450,280,281,58,58,9,9
Quintana Roo,2020-05-22,1520,1530,283,284,80,80,3,3
Quintana Roo,2020-05-23,1568,1580,288,289,48,50,5,5
Quintana Roo,2020-05-24,1597,1609,291,292,29,29,3,3
Quintana Roo,2020-05-25,1629,1641,294,294,32,32,3,2
Quintana Roo,2020-05-26,1671,1683,304,304,42,42,10,10
Quintana Roo,2020-05-27,1717,1729,323,323,46,46,19,19
Quintana Roo,2020-05-28,1765,1776,337,337,48,47,14,14
Quintana Roo,2020-05-29,1804,1815,341,341,39,39,4,4
Quintana Roo,2020-05-30,1839,1850,347,347,35,35,6,6
Quintana Roo,2020-05-31,1871,1882,352,352,32,32,5,5
Quintana Roo,2020-06-01,1915,1926,355,355,44,44,3,3
Quintana Roo,2020-06-02,1945,1956,363,363,30,30,8,8
Quintana Roo,2020-06-03,1999,2010,393,393,54,54,30,30
Quintana Roo,2020-06-04,2061,2072,401,401,62,62,8,8
Quintana Roo,2020-06-05,2105,2116,411,411,44,44,10,10
Quintana Roo,2020-06-06,2151,2161,418,418,46,45,7,7
Quintana Roo,2020-06-07,2168,2179,418,418,17,18,0,0
Quintana Roo,2020-06-08,2186,2197,422,422,18,18,4,4
Quintana Roo,2020-06-09,2224,2235,442,441,38,38,20,19
Quintana Roo,2020-06-10,2272,2283,448,447,48,48,6,6
Quintana Roo,2020-06-11,2317,2329,456,455,45,46,8,8
Quintana Roo,2020-06-12,2372,2384,459,458,55,55,3,3
Quintana Roo,2020-06-13,2429,2443,464,464,57,59,5,6
Quintana Roo,2020-06-14,2491,2505,467,467,62,62,3,3
Quintana Roo,2020-06-15,2497,2512,474,474,6,7,7,7
Quintana Roo,2020-06-16,2547,2562,487,487,50,50,13,13
Quintana Roo,2020-06-17,2643,2659,498,498,96,97,11,11
Quintana Roo,2020-06-18,2719,2736,500,500,76,77,2,2
Quintana Roo,2020-06-19,2778,2795,507,507,59,59,7,7
Quintana Roo,2020-06-20,2838,2855,510,510,60,60,3,3
San Luis Potosí,2020-03-14,1,NA,0,NA,1,NA,0,NA
San Luis Potosí,2020-03-15,2,NA,0,NA,1,NA,0,NA
San Luis Potosí,2020-03-16,2,NA,0,NA,0,NA,0,NA
San Luis Potosí,2020-03-17,2,NA,0,NA,0,NA,0,NA
San Luis Potosí,2020-03-18,3,NA,0,NA,1,NA,0,NA
San Luis Potosí,2020-03-19,7,NA,0,NA,4,NA,0,NA
San Luis Potosí,2020-03-20,7,NA,0,NA,0,NA,0,NA
San Luis Potosí,2020-03-21,9,NA,0,NA,2,NA,0,NA
San Luis Potosí,2020-03-22,12,NA,0,NA,3,NA,0,NA
San Luis Potosí,2020-03-23,16,NA,0,NA,4,NA,0,NA
San Luis Potosí,2020-03-24,16,NA,0,NA,0,NA,0,NA
San Luis Potosí,2020-03-25,17,NA,1,NA,1,NA,1,NA
San Luis Potosí,2020-03-26,18,NA,2,NA,1,NA,1,NA
San Luis Potosí,2020-03-27,19,NA,2,NA,1,NA,0,NA
San Luis Potosí,2020-03-28,20,NA,2,NA,1,NA,0,NA
San Luis Potosí,2020-03-29,24,NA,2,NA,4,NA,0,NA
San Luis Potosí,2020-03-30,25,NA,2,NA,1,NA,0,NA
San Luis Potosí,2020-03-31,25,NA,2,NA,0,NA,0,NA
San Luis Potosí,2020-04-01,31,NA,2,NA,6,NA,0,NA
San Luis Potosí,2020-04-02,33,NA,2,NA,2,NA,0,NA
San Luis Potosí,2020-04-03,35,NA,2,NA,2,NA,0,NA
San Luis Potosí,2020-04-04,35,NA,2,NA,0,NA,0,NA
San Luis Potosí,2020-04-05,37,NA,2,NA,2,NA,0,NA
San Luis Potosí,2020-04-06,37,NA,3,NA,0,NA,1,NA
San Luis Potosí,2020-04-07,41,NA,3,NA,4,NA,0,NA
San Luis Potosí,2020-04-08,43,NA,4,NA,2,NA,1,NA
San Luis Potosí,2020-04-09,47,NA,4,NA,4,NA,0,NA
San Luis Potosí,2020-04-10,48,NA,4,NA,1,NA,0,NA
San Luis Potosí,2020-04-11,51,NA,4,NA,3,NA,0,NA
San Luis Potosí,2020-04-12,53,52,4,4,2,NA,0,NA
San Luis Potosí,2020-04-13,55,54,4,4,2,2,0,0
San Luis Potosí,2020-04-14,55,54,4,4,0,0,0,0
San Luis Potosí,2020-04-15,56,55,4,4,1,1,0,0
San Luis Potosí,2020-04-16,56,55,4,4,0,0,0,0
San Luis Potosí,2020-04-17,58,57,4,4,2,2,0,0
San Luis Potosí,2020-04-18,59,58,4,4,1,1,0,0
San Luis Potosí,2020-04-19,63,62,4,4,4,4,0,0
San Luis Potosí,2020-04-20,66,65,4,4,3,3,0,0
San Luis Potosí,2020-04-21,67,66,5,5,1,1,1,1
San Luis Potosí,2020-04-22,68,67,5,5,1,1,0,0
San Luis Potosí,2020-04-23,73,72,6,6,5,5,1,1
San Luis Potosí,2020-04-24,73,72,6,6,0,0,0,0
San Luis Potosí,2020-04-25,76,75,6,6,3,3,0,0
San Luis Potosí,2020-04-26,79,78,6,6,3,3,0,0
San Luis Potosí,2020-04-27,84,83,6,6,5,5,0,0
San Luis Potosí,2020-04-28,85,85,7,7,1,2,1,1
San Luis Potosí,2020-04-29,98,98,7,7,13,13,0,0
San Luis Potosí,2020-04-30,108,108,7,7,10,10,0,0
San Luis Potosí,2020-05-01,120,121,8,9,12,13,1,2
San Luis Potosí,2020-05-02,129,131,8,9,9,10,0,0
San Luis Potosí,2020-05-03,145,146,8,9,16,15,0,0
San Luis Potosí,2020-05-04,155,157,8,10,10,11,0,1
San Luis Potosí,2020-05-05,165,167,8,10,10,10,0,0
San Luis Potosí,2020-05-06,185,187,9,11,20,20,1,1
San Luis Potosí,2020-05-07,203,204,10,12,18,17,1,1
San Luis Potosí,2020-05-08,227,227,11,13,24,23,1,1
San Luis Potosí,2020-05-09,237,237,12,14,10,10,1,1
San Luis Potosí,2020-05-10,265,264,12,14,28,27,0,0
San Luis Potosí,2020-05-11,279,278,12,14,14,14,0,0
San Luis Potosí,2020-05-12,313,308,14,16,34,30,2,2
San Luis Potosí,2020-05-13,343,338,17,19,30,30,3,3
San Luis Potosí,2020-05-14,368,363,19,20,25,25,2,1
San Luis Potosí,2020-05-15,405,399,19,20,37,36,0,0
San Luis Potosí,2020-05-16,430,426,20,21,25,27,1,1
San Luis Potosí,2020-05-17,458,454,22,23,28,28,2,2
San Luis Potosí,2020-05-18,484,480,23,24,26,26,1,1
San Luis Potosí,2020-05-19,498,492,23,24,14,12,0,0
San Luis Potosí,2020-05-20,530,524,24,25,32,32,1,1
San Luis Potosí,2020-05-21,563,558,25,26,33,34,1,1
San Luis Potosí,2020-05-22,602,595,26,26,39,37,1,0
San Luis Potosí,2020-05-23,646,640,26,26,44,45,0,0
San Luis Potosí,2020-05-24,698,692,36,36,52,52,10,10
San Luis Potosí,2020-05-25,699,692,40,40,1,0,4,4
San Luis Potosí,2020-05-26,742,734,41,41,43,42,1,1
San Luis Potosí,2020-05-27,794,786,46,46,52,52,5,5
San Luis Potosí,2020-05-28,823,815,49,49,29,29,3,3
San Luis Potosí,2020-05-29,856,850,49,49,33,35,0,0
San Luis Potosí,2020-05-30,888,882,50,50,32,32,1,1
San Luis Potosí,2020-05-31,937,931,51,51,49,49,1,1
San Luis Potosí,2020-06-01,963,957,54,54,26,26,3,3
San Luis Potosí,2020-06-02,989,984,57,57,26,27,3,3
San Luis Potosí,2020-06-03,1030,1026,57,57,41,42,0,0
San Luis Potosí,2020-06-04,1093,1086,60,60,63,60,3,3
San Luis Potosí,2020-06-05,1131,1124,62,62,38,38,2,2
San Luis Potosí,2020-06-06,1198,1192,65,65,67,68,3,3
San Luis Potosí,2020-06-07,1237,1230,65,65,39,38,0,0
San Luis Potosí,2020-06-08,1308,1301,69,68,71,71,4,3
San Luis Potosí,2020-06-09,1384,1375,79,79,76,74,10,11
San Luis Potosí,2020-06-10,1432,1424,83,83,48,49,4,4
San Luis Potosí,2020-06-11,1536,1524,84,85,104,100,1,2
San Luis Potosí,2020-06-12,1584,1570,86,87,48,46,2,2
San Luis Potosí,2020-06-13,1667,1650,89,89,83,80,3,2
San Luis Potosí,2020-06-14,1726,1706,90,90,59,56,1,1
San Luis Potosí,2020-06-15,1728,1709,91,91,2,3,1,1
San Luis Potosí,2020-06-16,1859,1840,92,92,131,131,1,1
San Luis Potosí,2020-06-17,1942,1922,98,98,83,82,6,6
San Luis Potosí,2020-06-18,2044,2023,101,101,102,101,3,3
San Luis Potosí,2020-06-19,2084,2063,102,102,40,40,1,1
San Luis Potosí,2020-06-20,2186,2164,101,101,102,101,-1,-1
Sinaloa,2020-02-28,1,NA,0,NA,1,NA,0,NA
Sinaloa,2020-02-29,1,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-01,1,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-02,1,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-03,1,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-04,1,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-05,1,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-06,1,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-07,1,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-08,1,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-09,1,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-10,1,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-11,1,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-12,1,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-13,1,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-14,1,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-15,2,NA,0,NA,1,NA,0,NA
Sinaloa,2020-03-16,2,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-17,2,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-18,2,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-19,3,NA,0,NA,1,NA,0,NA
Sinaloa,2020-03-20,3,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-21,3,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-22,4,NA,0,NA,1,NA,0,NA
Sinaloa,2020-03-23,4,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-24,4,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-25,4,NA,0,NA,0,NA,0,NA
Sinaloa,2020-03-26,8,NA,0,NA,4,NA,0,NA
Sinaloa,2020-03-27,9,NA,0,NA,1,NA,0,NA
Sinaloa,2020-03-28,14,NA,0,NA,5,NA,0,NA
Sinaloa,2020-03-29,19,NA,0,NA,5,NA,0,NA
Sinaloa,2020-03-30,24,NA,3,NA,5,NA,3,NA
Sinaloa,2020-03-31,27,NA,3,NA,3,NA,0,NA
Sinaloa,2020-04-01,32,NA,4,NA,5,NA,1,NA
Sinaloa,2020-04-02,42,NA,4,NA,10,NA,0,NA
Sinaloa,2020-04-03,51,NA,5,NA,9,NA,1,NA
Sinaloa,2020-04-04,74,NA,10,NA,23,NA,5,NA
Sinaloa,2020-04-05,90,NA,12,NA,16,NA,2,NA
Sinaloa,2020-04-06,97,NA,12,NA,7,NA,0,NA
Sinaloa,2020-04-07,111,NA,13,NA,14,NA,1,NA
Sinaloa,2020-04-08,125,NA,13,NA,14,NA,0,NA
Sinaloa,2020-04-09,138,NA,15,NA,13,NA,2,NA
Sinaloa,2020-04-10,171,NA,18,NA,33,NA,3,NA
Sinaloa,2020-04-11,214,NA,24,NA,43,NA,6,NA
Sinaloa,2020-04-12,229,228,24,24,15,NA,0,NA
Sinaloa,2020-04-13,245,244,28,28,16,16,4,4
Sinaloa,2020-04-14,261,260,34,34,16,16,6,6
Sinaloa,2020-04-15,292,291,38,38,31,31,4,4
Sinaloa,2020-04-16,327,326,40,40,35,35,2,2
Sinaloa,2020-04-17,374,372,43,43,47,46,3,3
Sinaloa,2020-04-18,413,411,45,45,39,39,2,2
Sinaloa,2020-04-19,459,457,45,45,46,46,0,0
Sinaloa,2020-04-20,486,484,45,45,27,27,0,0
Sinaloa,2020-04-21,510,508,52,52,24,24,7,7
Sinaloa,2020-04-22,570,568,59,59,60,60,7,7
Sinaloa,2020-04-23,616,614,62,62,46,46,3,3
Sinaloa,2020-04-24,692,690,92,92,76,76,30,30
Sinaloa,2020-04-25,711,708,98,98,19,18,6,6
Sinaloa,2020-04-26,750,747,105,105,39,39,7,7
Sinaloa,2020-04-27,798,795,122,122,48,48,17,17
Sinaloa,2020-04-28,806,803,130,130,8,8,8,8
Sinaloa,2020-04-29,824,821,133,133,18,18,3,3
Sinaloa,2020-04-30,869,865,139,139,45,44,6,6
Sinaloa,2020-05-01,1012,1008,159,159,143,143,20,20
Sinaloa,2020-05-02,1081,1076,163,163,69,68,4,4
Sinaloa,2020-05-03,1125,1119,170,170,44,43,7,7
Sinaloa,2020-05-04,1168,1161,173,173,43,42,3,3
Sinaloa,2020-05-05,1202,1195,173,173,34,34,0,0
Sinaloa,2020-05-06,1257,1248,180,180,55,53,7,7
Sinaloa,2020-05-07,1319,1312,197,197,62,64,17,17
Sinaloa,2020-05-08,1380,1372,204,204,61,60,7,7
Sinaloa,2020-05-09,1401,1393,207,207,21,21,3,3
Sinaloa,2020-05-10,1479,1470,213,212,78,77,6,5
Sinaloa,2020-05-11,1526,1516,216,215,47,46,3,3
Sinaloa,2020-05-12,1588,1579,230,229,62,63,14,14
Sinaloa,2020-05-13,1629,1620,248,246,41,41,18,17
Sinaloa,2020-05-14,1725,1716,253,251,96,96,5,5
Sinaloa,2020-05-15,1823,1814,261,259,98,98,8,8
Sinaloa,2020-05-16,1871,1862,282,280,48,48,21,21
Sinaloa,2020-05-17,1936,1927,285,283,65,65,3,3
Sinaloa,2020-05-18,2028,2021,299,297,92,94,14,14
Sinaloa,2020-05-19,2088,2080,320,318,60,59,21,21
Sinaloa,2020-05-20,2170,2161,326,324,82,81,6,6
Sinaloa,2020-05-21,2252,2243,354,351,82,82,28,27
Sinaloa,2020-05-22,2338,2328,366,363,86,85,12,12
Sinaloa,2020-05-23,2448,2438,380,377,110,110,14,14
Sinaloa,2020-05-24,2598,2587,390,387,150,149,10,10
Sinaloa,2020-05-25,2808,2794,406,402,210,207,16,15
