fecha,sintomas_nuevos,ingreso_nuevos,muertes_nuevas,sintomas_acumulados,ingreso_acumulados,muertes_acumuladas,estado
2020-03-29,4,1,0,53,31,1,Veracruz
2020-03-30,5,3,0,58,34,1,Veracruz
2020-03-31,5,2,0,63,36,1,Veracruz
2020-04-01,5,8,1,68,44,2,Veracruz
2020-04-02,11,5,0,79,49,2,Veracruz
2020-04-03,6,8,1,85,57,3,Veracruz
2020-04-04,5,2,0,90,59,3,Veracruz
2020-04-05,9,2,0,99,61,3,Veracruz
2020-04-06,12,6,0,111,67,3,Veracruz
2020-04-07,13,11,0,124,78,3,Veracruz
2020-04-08,22,5,0,146,83,3,Veracruz
2020-04-09,17,12,1,163,95,4,Veracruz
2020-04-10,19,9,0,182,104,4,Veracruz
2020-04-11,21,14,0,203,118,4,Veracruz
2020-04-12,25,9,3,228,127,7,Veracruz
2020-04-13,31,14,1,259,141,8,Veracruz
2020-04-14,21,13,1,280,154,9,Veracruz
2020-04-15,35,30,0,315,184,9,Veracruz
2020-04-16,31,39,1,346,223,10,Veracruz
2020-04-17,30,34,1,376,257,11,Veracruz
2020-04-18,39,18,2,415,275,13,Veracruz
2020-04-19,26,18,5,441,293,18,Veracruz
2020-04-20,67,36,3,508,329,21,Veracruz
2020-04-21,41,44,3,549,373,24,Veracruz
2020-04-22,38,28,5,587,401,29,Veracruz
2020-04-23,43,51,2,630,452,31,Veracruz
2020-04-24,59,47,3,689,499,34,Veracruz
2020-04-25,52,42,9,741,541,43,Veracruz
2020-04-26,37,29,8,778,570,51,Veracruz
2020-04-27,54,66,5,832,636,56,Veracruz
2020-04-28,46,67,2,878,703,58,Veracruz
2020-04-29,27,63,11,905,766,69,Veracruz
2020-04-30,17,43,2,922,809,71,Veracruz
2020-05-01,22,42,2,944,851,73,Veracruz
2020-05-02,9,43,9,953,894,82,Veracruz
2020-05-03,6,29,5,959,923,87,Veracruz
2020-05-04,0,24,5,959,947,92,Veracruz
2020-05-05,0,11,2,959,958,94,Veracruz
2020-05-06,0,1,4,959,959,98,Veracruz
2020-05-07,0,0,0,959,959,98,Veracruz
2020-03-07,1,0,0,1,0,0,Yucatán
2020-03-08,3,0,0,4,0,0,Yucatán
2020-03-09,1,0,0,5,0,0,Yucatán
2020-03-10,3,0,0,8,0,0,Yucatán
2020-03-11,3,0,0,11,0,0,Yucatán
2020-03-12,1,1,0,12,1,0,Yucatán
2020-03-13,5,0,0,17,1,0,Yucatán
2020-03-14,3,0,0,20,1,0,Yucatán
2020-03-15,1,4,0,21,5,0,Yucatán
2020-03-16,2,2,0,23,7,0,Yucatán
2020-03-17,7,6,0,30,13,0,Yucatán
2020-03-18,5,0,0,35,13,0,Yucatán
2020-03-19,9,2,0,44,15,0,Yucatán
2020-03-20,3,6,0,47,21,0,Yucatán
2020-03-21,4,0,0,51,21,0,Yucatán
2020-03-22,5,8,0,56,29,0,Yucatán
2020-03-23,3,5,0,59,34,0,Yucatán
2020-03-24,3,8,0,62,42,0,Yucatán
2020-03-25,1,3,0,63,45,0,Yucatán
2020-03-26,3,0,0,66,45,0,Yucatán
2020-03-27,4,2,0,70,47,0,Yucatán
2020-03-28,6,4,0,76,51,0,Yucatán
2020-03-29,7,2,0,83,53,0,Yucatán
2020-03-30,5,10,0,88,63,0,Yucatán
2020-03-31,5,4,0,93,67,0,Yucatán
2020-04-01,7,8,0,100,75,0,Yucatán
2020-04-02,7,2,0,107,77,0,Yucatán
2020-04-03,11,8,2,118,85,2,Yucatán
2020-04-04,7,2,0,125,87,2,Yucatán
2020-04-05,4,5,0,129,92,2,Yucatán
2020-04-06,11,12,1,140,104,3,Yucatán
2020-04-07,12,11,2,152,115,5,Yucatán
2020-04-08,12,9,0,164,124,5,Yucatán
2020-04-09,3,11,0,167,135,5,Yucatán
2020-04-10,7,4,2,174,139,7,Yucatán
2020-04-11,17,6,0,191,145,7,Yucatán
2020-04-12,19,7,0,210,152,7,Yucatán
2020-04-13,15,17,1,225,169,8,Yucatán
2020-04-14,8,18,0,233,187,8,Yucatán
2020-04-15,13,24,2,246,211,10,Yucatán
2020-04-16,17,13,1,263,224,11,Yucatán
2020-04-17,18,15,1,281,239,12,Yucatán
2020-04-18,22,5,0,303,244,12,Yucatán
2020-04-19,24,6,1,327,250,13,Yucatán
2020-04-20,28,25,1,355,275,14,Yucatán
2020-04-21,31,19,3,386,294,17,Yucatán
2020-04-22,14,20,1,400,314,18,Yucatán
2020-04-23,31,32,4,431,346,22,Yucatán
2020-04-24,38,33,2,469,379,24,Yucatán
2020-04-25,35,24,1,504,403,25,Yucatán
2020-04-26,37,19,0,541,422,25,Yucatán
2020-04-27,49,37,1,590,459,26,Yucatán
2020-04-28,30,42,3,620,501,29,Yucatán
2020-04-29,17,33,2,637,534,31,Yucatán
2020-04-30,36,57,0,673,591,31,Yucatán
2020-05-01,18,21,1,691,612,32,Yucatán
2020-05-02,18,21,2,709,633,34,Yucatán
2020-05-03,10,27,1,719,660,35,Yucatán
2020-05-04,7,37,1,726,697,36,Yucatán
2020-05-05,1,24,3,727,721,39,Yucatán
2020-05-06,0,6,0,727,727,39,Yucatán
2020-05-07,0,0,0,727,727,39,Yucatán
2020-03-09,1,0,0,1,0,0,Zacatecas
2020-03-10,0,0,0,1,0,0,Zacatecas
2020-03-11,0,0,0,1,0,0,Zacatecas
2020-03-12,1,0,0,2,0,0,Zacatecas
2020-03-13,0,0,0,2,0,0,Zacatecas
2020-03-14,0,0,0,2,0,0,Zacatecas
2020-03-15,0,0,0,2,0,0,Zacatecas
2020-03-16,1,1,0,3,1,0,Zacatecas
2020-03-17,1,0,0,4,1,0,Zacatecas
2020-03-18,1,0,0,5,1,0,Zacatecas
2020-03-19,3,0,0,8,1,0,Zacatecas
2020-03-20,0,1,0,8,2,0,Zacatecas
2020-03-21,2,1,0,10,3,0,Zacatecas
2020-03-22,1,1,0,11,4,0,Zacatecas
2020-03-23,0,0,0,11,4,0,Zacatecas
2020-03-24,0,1,0,11,5,0,Zacatecas
2020-03-25,0,0,0,11,5,0,Zacatecas
2020-03-26,0,0,0,11,5,0,Zacatecas
2020-03-27,0,4,0,11,9,0,Zacatecas
2020-03-28,0,1,0,11,10,0,Zacatecas
2020-03-29,0,0,0,11,10,0,Zacatecas
2020-03-30,0,0,0,11,10,0,Zacatecas
2020-03-31,2,0,1,13,10,1,Zacatecas
2020-04-01,0,0,0,13,10,1,Zacatecas
2020-04-02,2,1,0,15,11,1,Zacatecas
2020-04-03,2,0,0,17,11,1,Zacatecas
2020-04-04,0,1,1,17,12,2,Zacatecas
2020-04-05,0,1,0,17,13,2,Zacatecas
2020-04-06,0,1,0,17,14,2,Zacatecas
2020-04-07,1,0,0,18,14,2,Zacatecas
2020-04-08,6,2,0,24,16,2,Zacatecas
2020-04-09,1,1,0,25,17,2,Zacatecas
2020-04-10,5,0,0,30,17,2,Zacatecas
2020-04-11,4,2,0,34,19,2,Zacatecas
2020-04-12,2,1,0,36,20,2,Zacatecas
2020-04-13,2,0,0,38,20,2,Zacatecas
2020-04-14,3,1,0,41,21,2,Zacatecas
2020-04-15,1,6,0,42,27,2,Zacatecas
2020-04-16,7,3,0,49,30,2,Zacatecas
2020-04-17,2,2,0,51,32,2,Zacatecas
2020-04-18,5,7,0,56,39,2,Zacatecas
2020-04-19,6,1,1,62,40,3,Zacatecas
2020-04-20,5,9,0,67,49,3,Zacatecas
2020-04-21,2,2,0,69,51,3,Zacatecas
2020-04-22,4,2,0,73,53,3,Zacatecas
2020-04-23,3,8,1,76,61,4,Zacatecas
2020-04-24,3,5,0,79,66,4,Zacatecas
2020-04-25,2,4,0,81,70,4,Zacatecas
2020-04-26,5,3,1,86,73,5,Zacatecas
2020-04-27,17,4,1,103,77,6,Zacatecas
2020-04-28,7,10,1,110,87,7,Zacatecas
2020-04-29,7,9,1,117,96,8,Zacatecas
2020-04-30,4,4,1,121,100,9,Zacatecas
2020-05-01,4,7,1,125,107,10,Zacatecas
2020-05-02,1,7,3,126,114,13,Zacatecas
2020-05-03,0,2,3,126,116,16,Zacatecas
2020-05-04,2,5,1,128,121,17,Zacatecas
2020-05-05,0,5,1,128,126,18,Zacatecas
2020-05-06,0,2,0,128,128,18,Zacatecas
2020-05-07,0,0,0,128,128,18,Zacatecas
