municipio,fecha,casos_acumulados,muertes_acumuladas,casos_nuevos,muertes_nuevas,clave
"Aguascalientes, Aguascalientes",2020-04-12,45,1,NA,NA,01_001
"Aguascalientes, Aguascalientes",2020-04-13,45,1,0,0,01_001
"Aguascalientes, Aguascalientes",2020-04-14,54,1,9,0,01_001
"Aguascalientes, Aguascalientes",2020-04-15,54,1,0,0,01_001
"Aguascalientes, Aguascalientes",2020-04-16,60,2,6,1,01_001
"Aguascalientes, Aguascalientes",2020-04-17,66,2,6,0,01_001
"Aguascalientes, Aguascalientes",2020-04-18,66,2,0,0,01_001
"Aguascalientes, Aguascalientes",2020-04-19,69,2,3,0,01_001
"Aguascalientes, Aguascalientes",2020-04-20,69,2,0,0,01_001
"Aguascalientes, Aguascalientes",2020-04-21,69,2,0,0,01_001
"Aguascalientes, Aguascalientes",2020-04-22,86,2,17,0,01_001
"Aguascalientes, Aguascalientes",2020-04-23,91,2,5,0,01_001
"Aguascalientes, Aguascalientes",2020-04-24,126,2,35,0,01_001
"Aguascalientes, Aguascalientes",2020-04-25,127,2,1,0,01_001
"Aguascalientes, Aguascalientes",2020-04-26,128,2,1,0,01_001
"Aguascalientes, Aguascalientes",2020-04-27,139,2,11,0,01_001
"Aguascalientes, Aguascalientes",2020-04-28,143,2,4,0,01_001
"Aguascalientes, Aguascalientes",2020-04-29,155,2,12,0,01_001
"Aguascalientes, Aguascalientes",2020-04-30,167,6,12,4,01_001
"Aguascalientes, Aguascalientes",2020-05-01,183,7,16,1,01_001
"Aguascalientes, Aguascalientes",2020-05-02,211,7,28,0,01_001
"Asientos, Aguascalientes",2020-04-12,1,0,NA,NA,01_002
"Asientos, Aguascalientes",2020-04-13,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-14,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-15,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-16,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-17,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-18,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-19,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-20,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-21,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-22,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-23,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-24,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-25,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-26,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-27,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-28,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-29,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-04-30,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-05-01,1,0,0,0,01_002
"Asientos, Aguascalientes",2020-05-02,1,0,0,0,01_002
"Calvillo, Aguascalientes",2020-04-28,2,0,NA,NA,01_003
"Calvillo, Aguascalientes",2020-04-29,5,0,3,0,01_003
"Calvillo, Aguascalientes",2020-04-30,8,0,3,0,01_003
"Calvillo, Aguascalientes",2020-05-01,8,0,0,0,01_003
"Calvillo, Aguascalientes",2020-05-02,8,0,0,0,01_003
"Jesús María, Aguascalientes",2020-04-12,1,0,NA,NA,01_005
"Jesús María, Aguascalientes",2020-04-13,1,0,0,0,01_005
"Jesús María, Aguascalientes",2020-04-14,1,0,0,0,01_005
"Jesús María, Aguascalientes",2020-04-15,1,0,0,0,01_005
"Jesús María, Aguascalientes",2020-04-16,1,0,0,0,01_005
"Jesús María, Aguascalientes",2020-04-17,1,0,0,0,01_005
"Jesús María, Aguascalientes",2020-04-18,1,0,0,0,01_005
"Jesús María, Aguascalientes",2020-04-19,2,0,1,0,01_005
"Jesús María, Aguascalientes",2020-04-20,2,0,0,0,01_005
"Jesús María, Aguascalientes",2020-04-21,2,0,0,0,01_005
"Jesús María, Aguascalientes",2020-04-22,3,0,1,0,01_005
"Jesús María, Aguascalientes",2020-04-23,3,0,0,0,01_005
"Jesús María, Aguascalientes",2020-04-24,7,0,4,0,01_005
"Jesús María, Aguascalientes",2020-04-25,7,0,0,0,01_005
"Jesús María, Aguascalientes",2020-04-26,7,0,0,0,01_005
"Jesús María, Aguascalientes",2020-04-27,8,0,1,0,01_005
"Jesús María, Aguascalientes",2020-04-28,8,0,0,0,01_005
"Jesús María, Aguascalientes",2020-04-29,8,0,0,0,01_005
"Jesús María, Aguascalientes",2020-04-30,10,0,2,0,01_005
"Jesús María, Aguascalientes",2020-05-01,12,0,2,0,01_005
"Jesús María, Aguascalientes",2020-05-02,12,0,0,0,01_005
"Pabellón De Arteaga, Aguascalientes",2020-04-12,5,0,NA,NA,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-13,5,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-14,5,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-15,5,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-16,5,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-17,5,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-18,5,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-19,5,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-20,5,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-21,5,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-22,5,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-23,5,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-24,5,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-25,5,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-26,5,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-27,5,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-28,5,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-29,6,0,1,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-04-30,6,0,0,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-05-01,7,0,1,0,01_006
"Pabellón De Arteaga, Aguascalientes",2020-05-02,7,0,0,0,01_006
"Rincón De Romos, Aguascalientes",2020-04-12,1,0,NA,NA,01_007
"Rincón De Romos, Aguascalientes",2020-04-13,1,0,0,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-14,2,0,1,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-15,2,0,0,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-16,2,0,0,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-17,2,0,0,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-18,2,0,0,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-19,2,0,0,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-20,2,0,0,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-21,2,0,0,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-22,3,0,1,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-23,3,0,0,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-24,3,0,0,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-25,3,0,0,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-26,3,0,0,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-27,3,0,0,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-28,3,0,0,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-29,5,0,2,0,01_007
"Rincón De Romos, Aguascalientes",2020-04-30,6,0,1,0,01_007
"Rincón De Romos, Aguascalientes",2020-05-01,6,0,0,0,01_007
"Rincón De Romos, Aguascalientes",2020-05-02,6,0,0,0,01_007
"San José De Gracia, Aguascalientes",2020-04-27,1,0,NA,NA,01_008
"San José De Gracia, Aguascalientes",2020-04-28,1,0,0,0,01_008
"San José De Gracia, Aguascalientes",2020-04-29,1,0,0,0,01_008
"San José De Gracia, Aguascalientes",2020-04-30,1,0,0,0,01_008
"San José De Gracia, Aguascalientes",2020-05-01,1,0,0,0,01_008
"San José De Gracia, Aguascalientes",2020-05-02,2,0,1,0,01_008
"Tepezalá, Aguascalientes",2020-04-12,1,0,NA,NA,01_009
"Tepezalá, Aguascalientes",2020-04-13,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-14,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-15,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-16,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-17,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-18,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-19,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-20,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-21,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-22,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-23,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-24,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-25,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-26,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-27,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-28,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-29,1,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-04-30,2,0,1,0,01_009
"Tepezalá, Aguascalientes",2020-05-01,2,0,0,0,01_009
"Tepezalá, Aguascalientes",2020-05-02,2,0,0,0,01_009
"El Llano, Aguascalientes",2020-04-12,1,0,NA,NA,01_010
"El Llano, Aguascalientes",2020-04-13,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-14,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-15,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-16,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-17,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-18,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-19,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-20,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-21,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-22,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-23,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-24,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-25,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-26,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-27,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-28,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-29,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-04-30,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-05-01,1,0,0,0,01_010
"El Llano, Aguascalientes",2020-05-02,1,0,0,0,01_010
"San Francisco De Los Romo, Aguascalientes",2020-04-23,1,0,NA,NA,01_011
"San Francisco De Los Romo, Aguascalientes",2020-04-24,2,0,1,0,01_011
"San Francisco De Los Romo, Aguascalientes",2020-04-25,2,0,0,0,01_011
"San Francisco De Los Romo, Aguascalientes",2020-04-26,2,0,0,0,01_011
"San Francisco De Los Romo, Aguascalientes",2020-04-27,2,0,0,0,01_011
"San Francisco De Los Romo, Aguascalientes",2020-04-28,2,0,0,0,01_011
"San Francisco De Los Romo, Aguascalientes",2020-04-29,2,0,0,0,01_011
"San Francisco De Los Romo, Aguascalientes",2020-04-30,3,0,1,0,01_011
"San Francisco De Los Romo, Aguascalientes",2020-05-01,3,0,0,0,01_011
"San Francisco De Los Romo, Aguascalientes",2020-05-02,3,0,0,0,01_011
"Ensenada, Baja California",2020-04-12,5,1,NA,NA,02_001
"Ensenada, Baja California",2020-04-13,5,1,0,0,02_001
"Ensenada, Baja California",2020-04-14,5,1,0,0,02_001
"Ensenada, Baja California",2020-04-15,5,1,0,0,02_001
"Ensenada, Baja California",2020-04-16,5,2,0,1,02_001
"Ensenada, Baja California",2020-04-17,5,2,0,0,02_001
"Ensenada, Baja California",2020-04-18,11,2,6,0,02_001
"Ensenada, Baja California",2020-04-19,12,2,1,0,02_001
"Ensenada, Baja California",2020-04-20,14,2,2,0,02_001
"Ensenada, Baja California",2020-04-21,16,4,2,2,02_001
"Ensenada, Baja California",2020-04-22,20,4,4,0,02_001
"Ensenada, Baja California",2020-04-23,23,4,3,0,02_001
"Ensenada, Baja California",2020-04-24,31,4,8,0,02_001
"Ensenada, Baja California",2020-04-25,34,4,3,0,02_001
"Ensenada, Baja California",2020-04-26,35,4,1,0,02_001
"Ensenada, Baja California",2020-04-27,35,4,0,0,02_001
"Ensenada, Baja California",2020-04-28,40,6,5,2,02_001
"Ensenada, Baja California",2020-04-29,41,6,1,0,02_001
"Ensenada, Baja California",2020-04-30,44,6,3,0,02_001
"Ensenada, Baja California",2020-05-01,45,6,1,0,02_001
"Ensenada, Baja California",2020-05-02,45,6,0,0,02_001
"Mexicali, Baja California",2020-04-12,112,8,NA,NA,02_002
"Mexicali, Baja California",2020-04-13,133,8,21,0,02_002
"Mexicali, Baja California",2020-04-14,163,8,30,0,02_002
"Mexicali, Baja California",2020-04-15,169,8,6,0,02_002
"Mexicali, Baja California",2020-04-16,200,9,31,1,02_002
"Mexicali, Baja California",2020-04-17,214,9,14,0,02_002
"Mexicali, Baja California",2020-04-18,230,19,16,10,02_002
"Mexicali, Baja California",2020-04-19,241,22,11,3,02_002
"Mexicali, Baja California",2020-04-20,256,22,15,0,02_002
"Mexicali, Baja California",2020-04-21,317,24,61,2,02_002
"Mexicali, Baja California",2020-04-22,360,30,43,6,02_002
"Mexicali, Baja California",2020-04-23,364,30,4,0,02_002
"Mexicali, Baja California",2020-04-24,399,31,35,1,02_002
"Mexicali, Baja California",2020-04-25,403,34,4,3,02_002
"Mexicali, Baja California",2020-04-26,473,34,70,0,02_002
"Mexicali, Baja California",2020-04-27,477,34,4,0,02_002
"Mexicali, Baja California",2020-04-28,506,39,29,5,02_002
"Mexicali, Baja California",2020-04-29,530,49,24,10,02_002
"Mexicali, Baja California",2020-04-30,557,50,27,1,02_002
"Mexicali, Baja California",2020-05-01,564,52,7,2,02_002
"Mexicali, Baja California",2020-05-02,575,54,11,2,02_002
"Tecate, Baja California",2020-04-12,8,1,NA,NA,02_003
"Tecate, Baja California",2020-04-13,9,1,1,0,02_003
"Tecate, Baja California",2020-04-14,10,1,1,0,02_003
"Tecate, Baja California",2020-04-15,11,1,1,0,02_003
"Tecate, Baja California",2020-04-16,11,1,0,0,02_003
"Tecate, Baja California",2020-04-17,12,1,1,0,02_003
"Tecate, Baja California",2020-04-18,12,2,0,1,02_003
"Tecate, Baja California",2020-04-19,13,2,1,0,02_003
"Tecate, Baja California",2020-04-20,14,2,1,0,02_003
"Tecate, Baja California",2020-04-21,19,2,5,0,02_003
"Tecate, Baja California",2020-04-22,22,2,3,0,02_003
"Tecate, Baja California",2020-04-23,33,2,11,0,02_003
"Tecate, Baja California",2020-04-24,35,3,2,1,02_003
"Tecate, Baja California",2020-04-25,37,3,2,0,02_003
"Tecate, Baja California",2020-04-26,37,3,0,0,02_003
"Tecate, Baja California",2020-04-27,39,3,2,0,02_003
"Tecate, Baja California",2020-04-28,46,3,7,0,02_003
"Tecate, Baja California",2020-04-29,50,3,4,0,02_003
"Tecate, Baja California",2020-04-30,53,3,3,0,02_003
"Tecate, Baja California",2020-05-01,53,3,0,0,02_003
"Tecate, Baja California",2020-05-02,53,3,0,0,02_003
"Tijuana, Baja California",2020-04-12,204,12,NA,NA,02_004
"Tijuana, Baja California",2020-04-13,213,15,9,3,02_004
"Tijuana, Baja California",2020-04-14,226,17,13,2,02_004
"Tijuana, Baja California",2020-04-15,271,17,45,0,02_004
"Tijuana, Baja California",2020-04-16,280,17,9,0,02_004
"Tijuana, Baja California",2020-04-17,294,19,14,2,02_004
"Tijuana, Baja California",2020-04-18,343,41,49,22,02_004
"Tijuana, Baja California",2020-04-19,401,45,58,4,02_004
"Tijuana, Baja California",2020-04-20,443,45,42,0,02_004
"Tijuana, Baja California",2020-04-21,548,66,105,21,02_004
"Tijuana, Baja California",2020-04-22,569,77,21,11,02_004
"Tijuana, Baja California",2020-04-23,640,85,71,8,02_004
"Tijuana, Baja California",2020-04-24,675,104,35,19,02_004
"Tijuana, Baja California",2020-04-25,706,116,31,12,02_004
"Tijuana, Baja California",2020-04-26,709,116,3,0,02_004
"Tijuana, Baja California",2020-04-27,733,121,24,5,02_004
"Tijuana, Baja California",2020-04-28,782,133,49,12,02_004
"Tijuana, Baja California",2020-04-29,856,152,74,19,02_004
"Tijuana, Baja California",2020-04-30,883,158,27,6,02_004
"Tijuana, Baja California",2020-05-01,887,167,4,9,02_004
"Tijuana, Baja California",2020-05-02,889,170,2,3,02_004
"Playas De Rosarito, Baja California",2020-04-12,5,0,NA,NA,02_005
"Playas De Rosarito, Baja California",2020-04-13,5,0,0,0,02_005
"Playas De Rosarito, Baja California",2020-04-14,5,1,0,1,02_005
"Playas De Rosarito, Baja California",2020-04-15,5,1,0,0,02_005
"Playas De Rosarito, Baja California",2020-04-16,6,1,1,0,02_005
"Playas De Rosarito, Baja California",2020-04-17,6,1,0,0,02_005
"Playas De Rosarito, Baja California",2020-04-18,9,3,3,2,02_005
"Playas De Rosarito, Baja California",2020-04-19,9,3,0,0,02_005
"Playas De Rosarito, Baja California",2020-04-20,10,3,1,0,02_005
"Playas De Rosarito, Baja California",2020-04-21,11,3,1,0,02_005
"Playas De Rosarito, Baja California",2020-04-22,11,4,0,1,02_005
"Playas De Rosarito, Baja California",2020-04-23,12,4,1,0,02_005
"Playas De Rosarito, Baja California",2020-04-24,13,3,1,-1,02_005
"Playas De Rosarito, Baja California",2020-04-25,14,3,1,0,02_005
"Playas De Rosarito, Baja California",2020-04-26,14,3,0,0,02_005
"Playas De Rosarito, Baja California",2020-04-27,14,3,0,0,02_005
"Playas De Rosarito, Baja California",2020-04-28,14,3,0,0,02_005
"Playas De Rosarito, Baja California",2020-04-29,15,3,1,0,02_005
"Playas De Rosarito, Baja California",2020-04-30,17,3,2,0,02_005
"Playas De Rosarito, Baja California",2020-05-01,17,3,0,0,02_005
"Playas De Rosarito, Baja California",2020-05-02,17,3,0,0,02_005
"No Especificado, Baja California",2020-04-13,2,0,NA,NA,02_999
"No Especificado, Baja California",2020-04-14,2,0,0,0,02_999
"No Especificado, Baja California",2020-04-15,2,0,0,0,02_999
"No Especificado, Baja California",2020-04-16,2,0,0,0,02_999
"No Especificado, Baja California",2020-04-17,3,0,1,0,02_999
"No Especificado, Baja California",2020-04-20,3,0,0,0,02_999
"No Especificado, Baja California",2020-04-21,3,0,0,0,02_999
"No Especificado, Baja California",2020-04-22,3,0,0,0,02_999
"No Especificado, Baja California",2020-04-23,3,0,0,0,02_999
"No Especificado, Baja California",2020-04-24,3,0,0,0,02_999
"No Especificado, Baja California",2020-04-25,3,0,0,0,02_999
"No Especificado, Baja California",2020-04-26,3,0,0,0,02_999
"No Especificado, Baja California",2020-04-27,3,0,0,0,02_999
"No Especificado, Baja California",2020-04-28,3,0,0,0,02_999
"No Especificado, Baja California",2020-04-29,3,0,0,0,02_999
"No Especificado, Baja California",2020-04-30,3,0,0,0,02_999
"No Especificado, Baja California",2020-05-01,3,0,0,0,02_999
"No Especificado, Baja California",2020-05-02,3,0,0,0,02_999
NA,2020-04-12,2,0,NA,NA,02_NA
NA,2020-04-18,3,0,1,0,02_NA
NA,2020-04-19,3,0,0,0,02_NA
"Comondú, Baja California Sur",2020-04-18,1,0,NA,NA,03_001
"Comondú, Baja California Sur",2020-04-19,2,0,1,0,03_001
"Comondú, Baja California Sur",2020-04-20,2,0,0,0,03_001
"Comondú, Baja California Sur",2020-04-21,2,0,0,0,03_001
"Comondú, Baja California Sur",2020-04-22,2,0,0,0,03_001
"Comondú, Baja California Sur",2020-04-23,2,0,0,0,03_001
"Comondú, Baja California Sur",2020-04-24,3,0,1,0,03_001
"Comondú, Baja California Sur",2020-04-25,4,0,1,0,03_001
"Comondú, Baja California Sur",2020-04-26,5,0,1,0,03_001
"Comondú, Baja California Sur",2020-04-27,5,0,0,0,03_001
"Comondú, Baja California Sur",2020-04-28,5,0,0,0,03_001
"Comondú, Baja California Sur",2020-04-29,5,0,0,0,03_001
"Comondú, Baja California Sur",2020-04-30,6,0,1,0,03_001
"Comondú, Baja California Sur",2020-05-01,6,0,0,0,03_001
"Comondú, Baja California Sur",2020-05-02,6,0,0,0,03_001
"Mulegé, Baja California Sur",2020-04-12,1,0,NA,NA,03_002
"Mulegé, Baja California Sur",2020-04-13,1,0,0,0,03_002
"Mulegé, Baja California Sur",2020-04-14,1,0,0,0,03_002
"Mulegé, Baja California Sur",2020-04-15,1,0,0,0,03_002
"Mulegé, Baja California Sur",2020-04-16,1,0,0,0,03_002
"Mulegé, Baja California Sur",2020-04-17,1,0,0,0,03_002
"Mulegé, Baja California Sur",2020-04-18,1,0,0,0,03_002
"Mulegé, Baja California Sur",2020-04-19,1,0,0,0,03_002
"Mulegé, Baja California Sur",2020-04-20,1,0,0,0,03_002
"Mulegé, Baja California Sur",2020-04-21,2,0,1,0,03_002
"Mulegé, Baja California Sur",2020-04-22,2,0,0,0,03_002
"Mulegé, Baja California Sur",2020-04-23,2,0,0,0,03_002
"Mulegé, Baja California Sur",2020-04-24,2,0,0,0,03_002
"Mulegé, Baja California Sur",2020-04-25,3,0,1,0,03_002
"Mulegé, Baja California Sur",2020-04-26,5,0,2,0,03_002
"Mulegé, Baja California Sur",2020-04-27,5,0,0,0,03_002
"Mulegé, Baja California Sur",2020-04-28,6,0,1,0,03_002
"Mulegé, Baja California Sur",2020-04-29,6,0,0,0,03_002
"Mulegé, Baja California Sur",2020-04-30,6,0,0,0,03_002
"Mulegé, Baja California Sur",2020-05-01,6,0,0,0,03_002
"Mulegé, Baja California Sur",2020-05-02,7,0,1,0,03_002
"La Paz, Baja California Sur",2020-04-12,32,2,NA,NA,03_003
"La Paz, Baja California Sur",2020-04-13,40,3,8,1,03_003
"La Paz, Baja California Sur",2020-04-14,46,3,6,0,03_003
"La Paz, Baja California Sur",2020-04-15,47,4,1,1,03_003
"La Paz, Baja California Sur",2020-04-16,48,4,1,0,03_003
"La Paz, Baja California Sur",2020-04-17,50,4,2,0,03_003
"La Paz, Baja California Sur",2020-04-18,50,4,0,0,03_003
"La Paz, Baja California Sur",2020-04-19,67,4,17,0,03_003
"La Paz, Baja California Sur",2020-04-20,67,4,0,0,03_003
"La Paz, Baja California Sur",2020-04-21,72,5,5,1,03_003
"La Paz, Baja California Sur",2020-04-22,76,6,4,1,03_003
"La Paz, Baja California Sur",2020-04-23,77,7,1,1,03_003
"La Paz, Baja California Sur",2020-04-24,78,7,1,0,03_003
"La Paz, Baja California Sur",2020-04-25,94,7,16,0,03_003
"La Paz, Baja California Sur",2020-04-26,100,7,6,0,03_003
"La Paz, Baja California Sur",2020-04-27,100,8,0,1,03_003
"La Paz, Baja California Sur",2020-04-28,103,9,3,1,03_003
"La Paz, Baja California Sur",2020-04-29,104,11,1,2,03_003
"La Paz, Baja California Sur",2020-04-30,106,11,2,0,03_003
"La Paz, Baja California Sur",2020-05-01,110,13,4,2,03_003
"La Paz, Baja California Sur",2020-05-02,117,13,7,0,03_003
"Los Cabos, Baja California Sur",2020-04-12,86,0,NA,NA,03_008
"Los Cabos, Baja California Sur",2020-04-13,111,0,25,0,03_008
"Los Cabos, Baja California Sur",2020-04-14,116,2,5,2,03_008
"Los Cabos, Baja California Sur",2020-04-15,116,2,0,0,03_008
"Los Cabos, Baja California Sur",2020-04-16,116,2,0,0,03_008
"Los Cabos, Baja California Sur",2020-04-17,117,2,1,0,03_008
"Los Cabos, Baja California Sur",2020-04-18,120,2,3,0,03_008
"Los Cabos, Baja California Sur",2020-04-19,122,3,2,1,03_008
"Los Cabos, Baja California Sur",2020-04-20,134,3,12,0,03_008
"Los Cabos, Baja California Sur",2020-04-21,151,4,17,1,03_008
"Los Cabos, Baja California Sur",2020-04-22,159,4,8,0,03_008
"Los Cabos, Baja California Sur",2020-04-23,159,4,0,0,03_008
"Los Cabos, Baja California Sur",2020-04-24,163,4,4,0,03_008
"Los Cabos, Baja California Sur",2020-04-25,164,5,1,1,03_008
"Los Cabos, Baja California Sur",2020-04-26,173,5,9,0,03_008
"Los Cabos, Baja California Sur",2020-04-27,174,5,1,0,03_008
"Los Cabos, Baja California Sur",2020-04-28,177,5,3,0,03_008
"Los Cabos, Baja California Sur",2020-04-29,185,5,8,0,03_008
"Los Cabos, Baja California Sur",2020-04-30,189,5,4,0,03_008
"Los Cabos, Baja California Sur",2020-05-01,199,5,10,0,03_008
"Los Cabos, Baja California Sur",2020-05-02,199,5,0,0,03_008
"No Especificado, Baja California Sur",2020-04-13,1,0,NA,NA,03_999
"No Especificado, Baja California Sur",2020-04-14,1,0,0,0,03_999
"No Especificado, Baja California Sur",2020-04-15,1,0,0,0,03_999
"No Especificado, Baja California Sur",2020-04-16,1,0,0,0,03_999
"No Especificado, Baja California Sur",2020-04-17,1,0,0,0,03_999
"No Especificado, Baja California Sur",2020-04-20,1,0,0,0,03_999
"No Especificado, Baja California Sur",2020-04-21,1,0,0,0,03_999
"No Especificado, Baja California Sur",2020-04-22,1,0,0,0,03_999
"No Especificado, Baja California Sur",2020-04-23,1,0,0,0,03_999
"No Especificado, Baja California Sur",2020-04-24,1,0,0,0,03_999
"No Especificado, Baja California Sur",2020-04-25,1,0,0,0,03_999
"No Especificado, Baja California Sur",2020-04-26,1,0,0,0,03_999
"No Especificado, Baja California Sur",2020-04-27,1,0,0,0,03_999
"No Especificado, Baja California Sur",2020-04-28,1,0,0,0,03_999
"No Especificado, Baja California Sur",2020-04-29,1,0,0,0,03_999
"No Especificado, Baja California Sur",2020-04-30,1,0,0,0,03_999
"No Especificado, Baja California Sur",2020-05-01,1,0,0,0,03_999
"No Especificado, Baja California Sur",2020-05-02,1,0,0,0,03_999
NA,2020-04-12,1,0,NA,NA,03_NA
NA,2020-04-18,1,0,0,0,03_NA
NA,2020-04-19,1,0,0,0,03_NA
"Calkiní, Campeche",2020-04-12,1,0,NA,NA,04_001
"Calkiní, Campeche",2020-04-13,1,0,0,0,04_001
"Calkiní, Campeche",2020-04-14,1,0,0,0,04_001
"Calkiní, Campeche",2020-04-15,2,0,1,0,04_001
"Calkiní, Campeche",2020-04-16,2,0,0,0,04_001
"Calkiní, Campeche",2020-04-17,2,0,0,0,04_001
"Calkiní, Campeche",2020-04-18,2,0,0,0,04_001
"Calkiní, Campeche",2020-04-19,2,0,0,0,04_001
"Calkiní, Campeche",2020-04-20,2,0,0,0,04_001
"Calkiní, Campeche",2020-04-21,2,0,0,0,04_001
"Calkiní, Campeche",2020-04-22,2,0,0,0,04_001
"Calkiní, Campeche",2020-04-23,2,0,0,0,04_001
"Calkiní, Campeche",2020-04-24,2,0,0,0,04_001
"Calkiní, Campeche",2020-04-25,2,0,0,0,04_001
"Calkiní, Campeche",2020-04-26,3,0,1,0,04_001
"Calkiní, Campeche",2020-04-27,3,1,0,1,04_001
"Calkiní, Campeche",2020-04-28,3,1,0,0,04_001
"Calkiní, Campeche",2020-04-29,3,1,0,0,04_001
"Calkiní, Campeche",2020-04-30,3,1,0,0,04_001
"Calkiní, Campeche",2020-05-01,3,1,0,0,04_001
